Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Ownership,EPC,Heating,Floor space,Fully furnished,Floor,Building type,Age,Designe,New-build,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Condition,Balcony,Parking,Garage,Cellar,Lift,Terrace,Terasa 14 m²,Lodžie 5 m²,Balkón 3 m²,Sklep 3 m²,Administrative fee,Lodžie 2 m²,Terasa 18 m²,Balkón 2 m²,Sklep 2 m²,Reconstruction,Balkón 14 m²,Balkón 19 m²,Sklep 4 m²,Terasa 19 m²,Lodžie 19 m²,Balkón 6 m²,Terasa 3 m²,Sklep 1 m²,Balkón 5 m²,Domácí mazlíčci vítáni,Lodžie 3 m²,Balkón 8 m²,Balkón 11 m²,Balkón 15 m²,Terasa 5 m²,Sklep 5 m²,Lodžie 6 m²,Balkón 10 m²,Balkón 16 m²,Terasa 37 m²,Lodžie 7 m²,Terasa 53 m²,Terasa 25 m²,Lodžie 4 m²,Sklep 6 m²,Balkón 4 m²,Sklep 1.5 m²,Lodžie 3.5 m²,Terasa 21 m²,Balkón 2.5 m²,Terasa 20 m²,Lodžie 8 m²,Terasa 16 m²,Balkón 7 m²,Balkón 1 m²,Sklep 25 m²,Balkón 12 m²,Balkón 1.5 m²,Terasa 30 m²,Balkón 40 m²,Terasa 50 m²,Balkón 4.21 m²,Sklep 36 m²,Sklep 7 m²,Terasa 8 m²,Sklep 6.1 m²,Terasa 40 m²,Terasa 15 m²,Enclosed balcony,Terasa 36 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Lodžie 11 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Lodžie 16 m²,Lodžie 9 m²,Balkón 9 m²,Terasa 12 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Terasa 9 m²,Balkón 13 m²,Balkón 2.3 m²,Sklep 2.9 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 20 m²,Terasa 80 m²,Sklep 9 m²,Terasa 13 m²,Lodžie 4.5 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 17,000","CZK 5,000","CZK 34,000",689371,2+kk,2/1/2023,Personal,G,Distance,54 m²,Partly,2,Brick,Up to 10 years,,,124.87,1130.38,225.17,732.58,587.27,857.22,381.56,2140.89,1123.08,176.66,"Sazovická, Prague - Zličín",50.0559573,14.2818805,New-build,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,700","CZK 47,400",752284,3+1,11/20/2022,,G,,64 m²,Partly,4,Prefab concrete,,,,170.88,687.41,209.37,644.64,176.07,564.78,826.05,503.93,894.51,180.43,Prague - Malešice,50.08174,14.50788,Good,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,000","CZK 14,000",752280,2+kk,11/20/2022,,C,,45 m²,Partly,1,Brick,,,,317.09,348.05,345.88,390.73,394.23,553.96,36.02,78.54,652.61,169.48,"Chotouňská, Prague - Malešice",50.0834,14.49725,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,700","CZK 5,700","CZK 25,700",751591,2+kk,11/1/2022,Personal,E,Distance,54 m²,Partly,4,Brick,,Luxurious,,203.19,1114.18,388.64,437.84,358.9,920.96,711.79,470.8,837.91,53.92,Prague - Dejvice,50.10038,14.38322,Very good,,,,,,,,,,,,,,,1.0,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,900","CZK 30,000",752281,2+kk,11/20/2022,,G,,41 m²,Fully furnished,2,Prefab concrete,,,,0.14,871.19,234.4,794.25,98.32,820.64,668.51,451.73,353.46,247.01,"Makovského, Prague - Řepy",50.06502,14.29846,Very good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,200","CZK 2,707","CZK 16,200",752279,3+kk,11/20/2022,,G,,68 m²,Unfurnished,4,Prefab concrete,,,,397.39,715.04,412.52,657.9,354.83,629.32,131.8,155.43,481.74,515.69,"Na Křivině, Prague - Michle",50.0515,14.44902,Good,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,000","CZK 30,000",301142,2+kk,1/1/2023,Personal,C,Distance,58 m²,Fully furnished,2,Brick,10 to 30 years,Luxurious,1.0,193.64,829.34,110.51,858.69,564.35,964.84,344.56,460.01,1540.31,285.12,"Bechlínská, Prague - Letňany",50.1273445,14.5029602,Very good,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 45,000",751192,2+kk,12/1/2022,Personal,C,Central,43 m²,Partly,4,Brick,,,,277.01,394.15,53.28,512.97,354.77,531.62,281.21,102.14,348.81,229.85,"Dětská, Prague - Strašnice",50.07493,14.49564,Very good,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 20,000",752276,Studio,12/1/2022,,B,,33 m²,Fully furnished,5,Brick,,,1.0,225.65,1912.7,1075.38,1671.57,442.3,1319.22,767.02,1380.36,1360.16,689.15,"Vorařská, Prague - Modřany",50.01262,14.40006,New-build,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 4,500","CZK 16,000",308727,Studio,11/20/2022,Personal,,Electric boiler,26 m²,Partly,1,Brick,Over 50 years,Standard,,321.61,1313.49,216.96,1113.77,394.42,254.78,164.22,156.5,890.05,246.07,"Na výhledech, Prague - Strašnice",50.0684525,14.5009037,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,216",CZK 784,"CZK 25,000",731959,2 bedroom,11/16/2022,,G,,55 m²,Fully furnished,2,Brick,Over 50 years,Standard,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,Very good,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500",CZK 0,"CZK 10,000",752262,Studio,11/20/2022,,B,,50 m²,Fully furnished,1,Brick,,,,220.21,483.93,1487.98,1952.03,242.59,386.93,325.18,733.19,470.72,472.48,"K Třebonicům, Prague - Řeporyje",50.03439,14.30961,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,500","CZK 20,000",481690,Studio,2/1/2023,Cooperative,C,,21 m²,Partly,4,Brick,,,,24.02,331.32,23.41,57.52,9.79,33.86,532.03,686.68,189.79,377.93,"Thámova, Prague - Karlín",50.093576189812,14.451592849738,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 3,000","CZK 12,000",259622,Studio,12/1/2022,Personal,C,Distance,30 m²,Partly,7,Prefab concrete,10 to 30 years,Standard,,472.18,1060.45,197.47,1632.56,241.45,713.76,557.98,146.93,559.26,76.87,"Hekrova, Prague - Háje",50.0387408,14.5151165,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000","CZK 30,000",623647,Studio,1/1/2023,Personal,A,Central,37 m²,Unfurnished,1,Low-energy,Up to 10 years,,1.0,114.61,1158.97,641.84,1073.14,570.48,1103.82,1033.5,977.25,806.22,684.1,"Slivenecká, Prague - Hlubočepy",50.037958,14.389186,New-build,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000","CZK 30,000",752253,Studio,1/1/2023,,A,,40 m²,Fully furnished,4,Brick,,,1.0,242.82,1206.34,288.64,846.58,706.24,877.75,1191.85,384.71,2195.6,344.23,"Bryksova, Prague - Černý Most",50.10205,14.5808,New-build,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,000","CZK 11,000","CZK 48,000",751165,4+kk,2/1/2023,,B,,122 m²,Partly,1,Low-energy,Up to 10 years,Standard,,840.81,1178.87,1444.79,2181.46,360.23,1295.06,1551.29,1412.29,564.97,465.95,"Škarvadova, Prague - Letňany",50.14269,14.52553,Very good,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 30,000",748930,1 bedroom,11/7/2022,Personal,C,,45 m²,Partly,1,Low-energy,,,,76.87,1503.65,143.89,2095.32,41.77,1615.05,179.87,1092.78,785.27,773.1,Prague - Ruzyně,50.08342,14.3188,Good,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 38,000",456763,2+kk,12/1/2022,Personal,,,42 m²,Unfurnished,2,Brick,,,,183.89,750.82,163.64,130.25,29.97,278.7,133.23,515.4,503.77,452.43,"Navrátilova, Prague - Nové Město",50.0786,14.4237301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 1,"CZK 43,000",735551,3+kk,10/1/2022,,G,,83 m²,Unfurnished,3,Brick,,,,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,Very good,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,000","CZK 23,000",751149,3+1,11/15/2022,,G,,96 m²,Partly,2,Brick,,,,218.59,1129.81,100.55,905.19,425.43,641.59,651.76,335.2,1223.84,554.24,Prague - Smíchov,50.07464,14.39318,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",737556,2+kk,9/12/2022,,G,,56 m²,Fully furnished,4,Brick,,,1.0,159.19,701.35,186,393.34,186.98,214.61,352.62,518.89,577.8,707.14,Prague - Břevnov,50.08317,14.37215,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,500","CZK 17,000",611758,Studio,11/23/2022,Personal,C,Central,30 m²,Partly,3,Brick,,Standard,,41.05,1327.75,100.12,713.14,91.08,145.69,550.64,190.9,306.11,435.09,"Podbabská, Prague - Bubeneč",50.111219,14.394438,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 1,450","CZK 30,000",695264,Studio,12/1/2022,Personal,E,Electric boiler,38 m²,Fully furnished,2,Brick,,,,101.38,232.38,146.95,464.33,65.47,297.98,300.55,329.79,303.05,310.31,"Roháčova, Prague - Žižkov",50.08674,14.45335,Very good,,1.0,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000","CZK 30,000",745329,2+kk,1/1/2023,,G,,60 m²,Fully furnished,4,Brick,,,1.0,300.14,1201.91,591.38,3828.51,281.01,568.09,925.6,3251.16,1095.18,342.52,"Honzíkova, Prague - Dolní Měcholupy",50.06742,14.55304,New-build,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,700","CZK 40,000",206206,2+kk,12/10/2022,Personal,B,,57 m²,Fully furnished,2,Brick,Up to 10 years,Luxurious,1.0,432.16,1067.28,404,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 40,000",682884,2+kk,1/1/2023,Personal,G,,67 m²,Unfurnished,1,Brick,,,,304.22,307.1,190.87,482.9,214.4,627.63,392.99,190.24,150.2,108.64,Prague - Libeň,50.10226,14.47875,Very good,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 6,500","CZK 29,000",749513,2 bedroom,12/1/2022,,B,,60 m²,Partly,3,Brick,,,,97.14,1352.54,695.22,648.92,646.72,1838.55,944.55,619.48,313.37,312.03,Prague - Záběhlice,50.04193,14.47247,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,433","CZK 49,000",698164,2+kk,10/1/2022,Personal,,Electric boiler,60 m²,Fully furnished,,Other,,,,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,300","CZK 5,700","CZK 30,000",749054,Studio,12/2/2022,,C,Electric boiler,32 m²,Fully furnished,3,Brick,Up to 10 years,Standard,,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,Very good,,1.0,,,1.0,,,,,,,,,,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500",CZK 0,"CZK 8,500",752206,4+1,11/20/2022,,G,,150 m²,Unfurnished,4,Brick,,,,256.86,978.47,275.8,331.27,184.32,258.19,300.63,254.27,430.15,299.66,"Jeseniova, Prague - Žižkov",50.08934,14.47485,Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 40,000",752203,3+kk,11/20/2022,,G,,63 m²,Fully furnished,9,Prefab concrete,,,,167.34,761.01,216.19,731.34,500.48,642.3,256.3,524.07,310.73,82.58,"Zlešická, Prague - Chodov",50.02258,14.49512,Good,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",333831,2+kk,11/20/2022,Personal,,,43 m²,Fully furnished,5,Prefab concrete,,Standard,,70.72,367.32,347.99,396.67,409.27,509.16,98.92,158.67,1270.79,115.87,"Novoborská, Prague - Prosek",50.1258886,14.4989753,Very good,,1.0,,,1.0,,,,,,,,,,,Bathroom unit,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 0,"CZK 30,000",284867,1 bedroom,11/19/2022,Personal,,,40 m²,Partly,1,Brick,,,,37.22,714.48,249.12,1070.44,77.89,601.68,465.26,407.03,365.4,343.48,"Na Václavce, Prague - Smíchov",50.0649884,14.39328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500","CZK 4,249","CZK 35,000",752197,2+kk,1/1/2023,,B,,60 m²,Unfurnished,2,Low-energy,,,1.0,225.18,1246.15,523.1,1131.5,648.15,883.22,1076.79,724.74,631.69,303.0,"Zvěřinova, Prague - Strašnice",50.08494,14.48471,New-build,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,625","CZK 5,600","CZK 63,250",688096,2+kk,10/15/2022,Personal,G,Electric boiler,50 m²,Fully furnished,1,Brick,Up to 10 years,Luxurious,,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,800","CZK 6,000","CZK 40,000",749288,2+kk,11/6/2022,,G,,38 m²,Partly,3,Brick,,,,46.5,261.24,40.46,663.95,44.21,564.49,232.18,219.58,516.98,329.79,"Francouzská, Prague - Vinohrady",50.07291,14.44179,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 600,"CZK 18,000",301921,1 bedroom,11/14/2022,Personal,G,,41 m²,Partly,1,Brick,Over 50 years,,,316.84,352.65,93.9,661.25,81.68,511.18,79.55,104.75,828.95,584.37,"Jana Masaryka, Prague - Vinohrady",50.0714204,14.4383192,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 27,000",575806,1 bedroom,1/1/2023,Cooperative,G,Other,48 m²,Partly,1,Brick,,,,198.92,614.2,206.07,241.82,135.49,429.84,543.61,647.24,592.69,178.6,"Domažlická, Prague - Žižkov",50.0881533,14.4637957,Very good,,,,,1.0,,,,,1.0,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,000","CZK 30,000",517931,2+kk,12/1/2022,Cooperative,,Electric boiler,55 m²,Fully furnished,2,Brick,Up to 10 years,Luxurious,,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,,,,,,,,,,,,,,,,,Interior,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 1,400","CZK 30,000",751020,3+1,1/1/2023,,G,,95 m²,Fully furnished,5,Brick,Over 50 years,Standard,,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,Good,,,,,1.0,,,,,,,,,1.0,,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,500","CZK 27,000",748787,2 bedroom,12/1/2022,Personal,G,Other,70 m²,Fully furnished,4,Brick,,,,242.63,1276.2,183.82,1096.9,522.14,701.63,373.62,189.44,987.36,135.53,"Sečská, Prague - Strašnice",50.07141,14.50352,Very good,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500","CZK 39,000",750994,2+kk,1/2/2023,,B,,51 m²,Partly,5,Low-energy,,,,189.69,1277.15,50.13,1215.52,143.27,503.78,134.7,298.84,305.51,246.81,"Střížkovská, Prague - Střížkov",50.12408,14.48391,New-build,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 30,000",489991,Studio,2/1/2023,Personal,,Central,46 m²,Partly,4,Brick,,,1.0,98.47,1132.93,156.85,973.28,91.23,149.01,142.46,236.35,755.29,106.65,"Komořanská, Prague - Modřany",50.0040766,14.405199,New-build,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 4,000","CZK 40,000",729925,3+kk,12/1/2022,Personal,C,Gas boiler,77 m²,Partly,3,Brick,Up to 10 years,Standard,,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Husinecká, Prague - Žižkov",50.085698,14.4449948,Very good,,,,,1.0,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
