Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Reconstruction,Condition,Ownership,EPC,Heating,Designe,Cellar,Balcony,Parking,Terrace,Garage,New-build,Enclosed balcony,Administrative fee,Plot space,Plot type,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 27,000","CZK 2,400",417558,4+1,7/1/2022,99 m²,Partly,3,,415.12,1072.85,164.94,683.07,310.18,546.2,132.26,1031.57,596.72,110.98,"Na Střelnici, Prague - Karlín",50.0935684,14.460525,"CZK 50,000",Brick,Over 50 years,Complete,Very good,Personal,,,Standard,,,,,,,,,,,
"CZK 14,990",CZK 844,722354,2+kk,6/29/2022,49 m²,Fully furnished,6,1.0,113.62,1103.37,119.26,177.49,75.64,24.87,236.67,424.02,276.35,338.9,"Viklefova, Prague - Žižkov",50.09114722222,14.47374138888,"CZK 15,834",Brick,,,Good,Personal,G,,,,,,,,,,"CZK 15,834",,,
"CZK 12,000","CZK 2,000",641177,1 bedroom,7/1/2022,32 m²,Partly,3,1.0,335.51,289.1,478.7,1044.95,283.38,484.29,351.36,433.72,277.72,194.51,"Benkova, Prague - Chodov",50.035465,14.501173,"CZK 14,000",Prefab concrete,,,Very good,Personal,B,Distance,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",449204,2+kk,6/15/2022,49 m²,Fully furnished,2,1.0,270.47,524.06,229.08,263.74,183.47,637.19,301.72,204.81,533.17,219.53,"Křišťanova, Prague - Žižkov",50.080914047543,14.457678969311,"CZK 30,000",Brick,,Interior,Good,Personal,C,,Standard,1.0,,,,,,1.0,,,,
"CZK 18,000","CZK 5,000",719751,2 bedroom,6/1/2022,52 m²,Partly,4,,306.71,1119.07,280.63,437.88,287.14,406.84,312.88,526.95,1037.83,296.53,"Nad Hercovkou, Prague - Troja",50.12324,14.44786,"CZK 46,000",Brick,,Complete,Very good,Personal,G,,,1.0,1.0,1.0,,,,,,,,
"CZK 14,000","CZK 4,500",722317,2 bedroom,9/1/2022,55 m²,Unfurnished,4,1.0,165.22,511.78,369.3,393.72,418.49,366.97,303.26,380.61,895.03,135.81,Prague - Vokovice,50.09658,14.35531,"CZK 28,000",Prefab concrete,,,Good,,G,,,1.0,,,,,,1.0,,,,
"CZK 16,500","CZK 2,800",722297,2 bedroom,7/1/2022,55 m²,Partly,,,299.69,776.56,327.57,450.02,268.96,562.24,321.68,304.22,654.83,397.01,Prague - Vršovice,50.06974,14.46197,"CZK 16,500",Brick,,Complete,Very good,Personal,C,Central,,,,,,,,,,,,
"CZK 25,000",CZK 0,722224,Other,6/25/2022,30 m²,Fully furnished,1,,359.12,1519.02,850.75,1721.86,432.63,768.48,886.61,2388.22,703.17,309.57,Prague - Újezd nad Lesy,50.08156,14.64289,CZK 500,Brick,,,Very good,,G,,Standard,,,,,,,,,,,
"CZK 13,000","CZK 4,500",546070,Studio,7/1/2022,34 m²,Fully furnished,1,,390.26,392.51,566.91,846.35,295,343.6,453.69,723.14,703.02,145.55,"Stará náves, Prague - Letňany",50.138952817143,14.513084457672,"CZK 17,500",Brick,Up to 10 years,Complete,New-build,Personal,A,Distance,Standard,,,1.0,,,1.0,,,,,
"CZK 22,000",CZK 600,694221,1 bedroom,8/1/2022,58 m²,Fully furnished,3,1.0,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,"Korunní, Prague - Vinohrady",50.0755,14.45124,"CZK 44,000",Brick,,,Very good,Personal,G,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",194783,Studio,5/1/2022,45 m²,Fully furnished,1,1.0,147.6,1030.42,34.88,605.33,200.01,744.49,148.35,122.95,840.9,112.56,Prague - Nusle,50.0556475,14.4435143,"CZK 20,000",Brick,Up to 10 years,,,Personal,,,Luxurious,1.0,,1.0,,1.0,1.0,,,,,
"CZK 15,800","CZK 5,500",719984,2 bedroom,6/1/2022,70 m²,Partly,2,,,,,,,,,,,,Prague - Košíře,50.06457,14.3713,"CZK 31,600",Brick,10 to 30 years,Exterior,Very good,,,,Standard,1.0,1.0,,,,,,,,,
"CZK 19,000","CZK 2,500",478537,2+kk,8/1/2022,54 m²,Partly,11,1.0,237.14,835.94,220.12,540.54,240.82,241.03,45.23,682.13,226.67,203.82,"Gutova, Prague - Strašnice",50.0702967,14.4929472,"CZK 19,000",Prefab concrete,Up to 10 years,Complete,Very good,Personal,,Distance,Luxurious,,,1.0,,,,1.0,,,,
"CZK 14,000",CZK 700,722266,2+kk,6/14/2022,51 m²,Unfurnished,2,,478.65,363.69,460.73,369.19,52.27,239.75,752.97,591.03,920.65,85.11,Prague - Vokovice,50.09776,14.36629,"CZK 14,000",Brick,,,Good,,G,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",722236,1 bedroom,8/1/2022,41 m²,Partly,1,,206.33,974.62,82.03,415.77,52.49,260.26,208.79,327.87,302.84,81.99,Prague - Nové Město,50.06826,14.417,"CZK 15,000",Brick,,,Good,,G,,,,1.0,,,,,,,,,
"CZK 27,000","CZK 2,500",608606,2 bedroom,8/1/2022,72 m²,Fully furnished,1,,394.06,643.92,406.28,611.49,385.77,568.68,469.59,478.76,282.83,416.86,"Hradešínská, Prague - Vinohrady",50.073676,14.450649,"CZK 27,000",Brick,,Complete,Very good,Personal,G,Gas boiler,Luxurious,,,,1.0,,,,,,,
"CZK 15,000","CZK 3,000",720425,2+kk,6/1/2022,42 m²,Fully furnished,6,1.0,349.56,827.31,124.2,981.41,396.62,297.16,462.95,263.08,511.43,87.36,Prague - Letňany,50.14089,14.50924,"CZK 30,000",Prefab concrete,,,Very good,,B,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",721215,2+kk,7/1/2022,55 m²,Partly,3,1.0,298.27,1818.33,209.12,1464.99,1150.67,570.83,847.21,1206.96,930.09,70.17,Prague - Vysočany,50.10334,14.51189,"CZK 20,000",Other,,,New-build,,C,,,1.0,,,,1.0,1.0,1.0,,,,
"CZK 38,000",CZK 800,388358,5+kk,7/1/2022,175 m²,Partly,5,1.0,109.33,1265.11,74.77,615.95,64.03,426.57,291.64,406.14,520.61,219.47,"Terronská, Prague - Bubeneč",50.1082765,14.395231,"CZK 76,000",Brick,10 to 30 years,,Very good,Personal,G,Gas boiler,Standard,,1.0,,,,,,,,,
"CZK 16,500","CZK 4,100",721364,2+kk,9/1/2022,44 m²,Partly,5,1.0,520.13,1654.21,933.64,1037.06,1253.44,1539.53,1047.44,1168.41,1530.45,1274.6,Prague - Letňany,50.12533,14.5163,"CZK 20,000",Brick,,,Very good,,C,,,1.0,,1.0,1.0,1.0,,,,,,
"CZK 15,000","CZK 1,744",722205,Studio,6/13/2022,32 m²,Partly,,,269.08,707.43,83.81,189.85,147.84,308.64,736.1,991.77,757.68,317.34,Prague - Smíchov,50.07083,14.40948,"CZK 15,000",Brick,,,Very good,,G,,,,1.0,,1.0,,,,,,,
"CZK 14,000","CZK 3,500",721676,Studio,7/1/2022,30 m²,Partly,4,,469.82,1002.94,516.83,1785.28,521.02,614.13,432.57,395.23,480.78,205.34,Prague - Libuš,50.01273,14.44535,"CZK 20,000",Brick,,Complete,New-build,Personal,G,,,,,,,,,,,,,
"CZK 16,000","CZK 2,700",631528,2 bedroom,6/25/2022,53 m²,Partly,5,1.0,239.88,289.98,147.51,171.92,196.69,145.18,398.17,451.17,1110.62,144.33,"Africká, Prague - Vokovice",50.096895,14.357931,"CZK 20,000",Prefab concrete,,Complete,Very good,Personal,G,Central,,,,,,,,1.0,,,,
"CZK 17,500","CZK 3,500",722196,2+kk,6/15/2022,49 m²,Partly,1,,122.39,672.15,263.22,1374.12,514.92,770.84,756.15,617.27,370.35,490.17,Prague - Troja,50.12674,14.43496,"CZK 35,000",Prefab concrete,,,Very good,,C,,,1.0,,,1.0,1.0,,,,,,
"CZK 12,800","CZK 3,700",576621,2+kk,7/1/2022,38 m²,Unfurnished,2,,57.13,734.57,100.24,1050.33,43.9,282.51,686.46,785.55,816.8,694.76,"Braunova, Prague - Smíchov",50.0613202,14.4011226,"CZK 25,000",Brick,,Interior,Very good,Personal,G,,Standard,,,,,,,,,,,
"CZK 19,000","CZK 5,000",711128,2 bedroom,4/1/2022,75 m²,Fully furnished,1,,382.27,1381.62,807.63,1298.63,796.26,1368.94,888.44,1292.08,882.21,831.61,"Děvínská, Prague - Smíchov",50.05287,14.40159,"CZK 38,000",Brick,,,Very good,Personal,G,,,,1.0,1.0,,,,,,,,
"CZK 16,000","CZK 3,849",722182,2 bedroom,8/15/2022,51 m²,Partly,2,1.0,95.86,463.23,166.29,426.13,149.19,868.91,247.12,236.62,1065.26,130.17,Prague - Záběhlice,50.05736,14.50675,"CZK 20,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 12,490","CZK 2,242",722180,Studio,6/28/2022,30 m²,Unfurnished,5,1.0,642.25,1224.35,448.12,970.05,406.72,771.16,988.99,1494.1,258.2,829.59,"U Radosti, Prague - Třebonice",50.05746777777,14.29189388888,"CZK 14,732",Other,,,New-build,Personal,B,,,,1.0,1.0,,,1.0,,"CZK 14,732",,,
"CZK 13,500","CZK 2,000",722166,Studio,9/1/2022,25 m²,Partly,1,1.0,255.19,221.62,49.7,210.51,7.27,189.25,62.07,277.69,93.84,552.5,Prague - Žižkov,50.08524,14.44984,"CZK 25,000",Other,,,Very good,,C,,,,,,,,,,,,,
"CZK 19,000",CZK 300,718466,2+kk,7/14/2022,56 m²,Fully furnished,5,1.0,531.4,1050.41,259.34,1026.34,766.86,666.48,549.97,580.86,1348.22,125.03,"Zakšínská, Prague - Střížkov",50.1307421,14.4956911,"CZK 10,000",Brick,Up to 10 years,,Very good,Personal,G,Distance,Standard,,,,,,,1.0,,,,
"CZK 10,583",CZK 0,612761,3+1,7/1/2022,130 m²,,2,1.0,207.78,760.31,106.75,361.27,51.97,224.4,131.16,1260.88,274.92,245.72,"Křižíkova, Prague - Karlín",50.093727,14.457195,"CZK 8,400",Brick,,,Very good,Cooperative,G,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",722156,3+kk,6/13/2022,70 m²,Partly,5,1.0,264.83,444.65,0.22,608.0,224.71,337.98,272.79,645.19,425.68,104.66,Prague - Chodov,50.02998,14.48464,"CZK 18,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 8,500","CZK 2,100",722152,Studio,6/13/2022,15 m²,Unfurnished,1,,160.51,871.48,141.91,343.42,163.92,303.1,534.79,369.17,254.02,303.87,Prague - Nusle,50.06415,14.42443,"CZK 18,000",Brick,,,Good,,A,,,,,,,,,,,,,
"CZK 8,500","CZK 1,000",513350,2+kk,7/1/2022,38 m²,Unfurnished,3,1.0,165.19,1206.29,215.33,848.64,307.57,1300.81,108.43,193.39,636.08,239.7,Prague - Vysočany,50.1011438,14.4909086,"CZK 25,000",Brick,Over 50 years,,Good,Personal,E,Gas boiler,Standard,,,,,,,,,,,
"CZK 17,000","CZK 5,300",494547,2 bedroom,6/20/2022,54 m²,Partly,3,,190.56,592.4,355.1,516.88,288.32,393.01,732.15,629.04,1040.91,115.58,"Tuchorazská, Prague - Malešice",50.0812524,14.5061533,"CZK 30,000",Prefab concrete,,Bathroom unit,Very good,Personal,,,,,1.0,1.0,,,,,,,,
"CZK 19,000",CZK 1,721503,2+kk,7/1/2022,44 m²,Partly,1,,167.17,1090.4,428.19,792.28,256.31,819.1,561.59,536.19,663.41,250.74,Prague - Nusle,50.05835,14.44225,"CZK 38,000",Brick,,Complete,Very good,Personal,G,Electric boiler,,,,1.0,,,,,,,,
"CZK 15,000","CZK 2,828",652280,Studio,8/9/2022,37 m²,Partly,6,1.0,273.88,1752.29,370.42,1518.48,380.2,1405.95,1062.96,1161.56,472.21,298.63,"Strnadových, Prague - Vysočany",50.112559,14.514853,CZK 0,Low-energy,,,New-build,Personal,B,Central,,1.0,,,,,,,,,,
"CZK 27,000","CZK 2,500",587510,3+kk,7/1/2022,85 m²,Partly,3,1.0,82.76,1418.26,732.97,1325.77,77.39,1384.05,1550.63,1536.11,1515.7,336.41,"Filmařská, Prague - Hlubočepy",50.030489,14.392772,"CZK 30,000",Brick,Up to 10 years,,Very good,Personal,C,Gas boiler,Luxurious,,1.0,,1.0,1.0,,,,,,
"CZK 13,000","CZK 5,800",721570,2 bedroom,7/29/2022,53 m²,Partly,3,1.0,138.8,486.53,135.17,199.77,183.41,217.54,300.08,184.11,703.62,67.51,Prague - Břevnov,50.08737,14.34416,"CZK 20,000",Prefab concrete,,Bathroom unit,Very good,Personal,G,Distance,Standard,1.0,,,,,,,,,,
"CZK 13,000",CZK 800,307636,2+kk,6/13/2022,42 m²,Partly,1,,135.96,674.82,171.77,378.18,151.28,420.94,563.03,698.41,733.26,606.24,Prague - Nusle,50.0625723,14.4456048,CZK 0,Brick,,,,Personal,,Electric boiler,,,,,,,,,,,,
"CZK 11,000",CZK 800,691465,2+kk,11/8/2021,43 m²,Partly,3,,136.12,674.65,171.94,378.01,151.45,420.77,562.86,698.57,733.43,606.41,"Rostislavova, Prague - Nusle",50.06256,14.44555,"CZK 11,000",Brick,,,Good,Personal,G,Electric boiler,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",227403,3+kk,6/2/2022,45 m²,Partly,2,1.0,15.63,217.12,84.75,57.41,13.31,20.03,446.87,488.55,206.43,316.92,"Komunardů, Prague - Holešovice",50.1048745,14.4501149,"CZK 30,000",Brick,,Complete,,Cooperative,B,,,,,,,,,,,,,
"CZK 13,800","CZK 2,700",721639,Studio,6/10/2022,34 m²,Partly,1,1.0,171.65,1380.52,413.06,1244.46,166.27,674.67,543.07,1330.63,890.44,301.38,Prague - Libeň,50.11559,14.47462,"CZK 15,000",Brick,,,New-build,,B,,,1.0,,,,,1.0,,,,,
"CZK 12,600","CZK 3,000",722112,Studio,6/13/2022,30 m²,Fully furnished,1,1.0,524.88,706.93,889.8,819.38,604.43,944.01,214.31,1904.09,916.2,70.01,Prague - Zličín,50.05967,14.28446,"CZK 20,000",Brick,,,New-build,,C,,,1.0,,1.0,1.0,1.0,1.0,,,,,
"CZK 10,000","CZK 2,000",698830,2 bedroom,1/10/2022,45 m²,Fully furnished,5,1.0,114.29,914.05,79.46,259.39,77.33,232.45,333.83,288.29,555.34,425.8,"Rečkova, Prague - Žižkov",50.09012,14.4708,"CZK 16,000",Brick,,,Very good,Personal,C,,,1.0,,,,,,,,,,
"CZK 20,500","CZK 6,000",442759,4+kk,7/1/2022,85 m²,Partly,9,1.0,314.59,451.01,328.21,1443.21,274.42,131.86,816.46,910.98,737.82,582.27,"V Štíhlách, Prague - Krč",50.020736739691,14.454215390738,"CZK 39,000",Prefab concrete,10 to 30 years,Bathroom unit,Very good,Personal,C,Distance,Standard,,1.0,,,,,1.0,,,,
"CZK 12,000",CZK 1,686168,Other,6/15/2022,17 m²,Fully furnished,2,,356.39,574.9,344.22,661.8,377.58,561.45,246.18,484.78,276.75,245.58,"Staňkova, Prague - Háje",50.03587,14.53193,"CZK 12,000",Brick,,,Very good,Personal,C,Gas boiler,,,,,,,,1.0,,,,
"CZK 25,000","CZK 5,500",598464,2+kk,8/1/2022,82 m²,Fully furnished,6,1.0,189.92,340.28,277.32,138.17,138.95,179.94,317.81,813.67,987.95,371.59,"Karla Engliše, Prague - Smíchov",50.070236,14.401672,CZK 0,Brick,,,Very good,Personal,G,,,,,,,1.0,,,,,,
"CZK 19,500","CZK 5,500",74790,2 bedroom,6/8/2022,75 m²,Fully furnished,5,1.0,66.34,956.42,421.88,1191.14,379.58,558.18,685.36,989.8,1423.64,574.31,"Davídkova, Prague - Libeň",50.1193735,14.4697848,"CZK 25,000",Brick,,,,Personal,,Central,,,1.0,,1.0,,1.0,,,,,
"CZK 10,490","CZK 1,396",714156,Studio,6/28/2022,28 m²,Fully furnished,9,1.0,242.14,573.73,92.96,545.29,621.08,600.01,592.65,80.72,1121.73,85.66,"Nad lesním divadlem, Prague - Braník",50.02520305555,14.44032111111,"CZK 11,886",Prefab concrete,,,Very good,Personal,G,,,,,,,,,,"CZK 11,886",,,
"CZK 21,500","CZK 2,500",554807,3+1,7/1/2021,76 m²,Fully furnished,2,1.0,175.53,470.22,65.07,126.0,78.48,162.78,394.51,655.62,805.59,288.86,Prague - Krč,50.0465752,14.4461258,CZK 1,Brick,Up to 10 years,Complete,Very good,Personal,C,Distance,Luxurious,1.0,,1.0,,,,,,,,
"CZK 18,500","CZK 6,000",705832,3+kk,6/8/2022,78 m²,Fully furnished,5,1.0,284.48,2553.27,261.41,2648.03,263.5,2311.45,1839.97,2317.12,1434.44,431.54,"Za Sídlištěm, Prague - Komořany",49.98857,14.41136,"CZK 50,000",Prefab concrete,,,Very good,Cooperative,G,,,1.0,,,,,,1.0,,,,
"CZK 5,000","CZK 1,800",721993,4+1,6/11/2022,76 m²,Partly,3,1.0,294.58,282.1,51.42,369.01,84.79,321.09,279.71,162.97,369.32,76.55,Prague - Háje,50.03324,14.53196,"CZK 9,500",Prefab concrete,,,Very good,,D,,,,,,,,,,,,,
"CZK 17,900","CZK 4,600",722059,2+kk,8/1/2022,54 m²,Partly,5,1.0,265.73,765.52,153.15,179.81,106.41,278.85,501.5,524.62,470.75,329.17,Prague - Žižkov,50.08863,14.46576,"CZK 45,000",Brick,,,Very good,,E,,,1.0,,,,,,1.0,,,,
"CZK 17,500",CZK 0,598346,Studio,7/1/2022,40 m²,Partly,2,1.0,318.79,1019.19,274.94,3606.69,194.06,453.91,955.7,3029.4,983.41,191.56,"Kryšpínova, Prague - Dolní Měcholupy",50.066321,14.551334,"CZK 20,000",Low-energy,,,New-build,,A,Distance,Standard,,1.0,1.0,,1.0,1.0,,,,,
"CZK 16,000","CZK 4,500",552322,2 bedroom,7/1/2022,65 m²,Partly,3,,51.69,456.75,24.19,273.05,48.06,392.77,203.75,445.92,348.74,355.48,"Kolbenova, Prague - Vysočany",50.1106949,14.505841,"CZK 32,000",Brick,,,,Cooperative,,,,1.0,1.0,,,,,,,,,
"CZK 17,000","CZK 3,322",496332,2+kk,7/1/2022,92 m²,Partly,10,1.0,285.95,908.47,538.62,743.59,663.22,365.05,466.07,602.7,1266.44,375.76,"Modenská, Prague - Horní Měcholupy",50.0403097,14.5684593,"CZK 34,000",Brick,Up to 10 years,,New-build,Personal,B,Central,Luxurious,1.0,1.0,1.0,,1.0,1.0,1.0,,,,
"CZK 16,000","CZK 3,500",710205,2+kk,7/1/2022,67 m²,Partly,2,1.0,122.9,562.46,116.63,115.26,23.68,283.48,256.12,553.5,1085.29,434.79,"Nad Šutkou, Prague - Kobylisy",50.12239,14.45465,"CZK 32,000",Brick,,,New-build,Personal,B,,,1.0,,,,,,,,,,
"CZK 14,500","CZK 7,000",722013,3+1,7/1/2022,66 m²,Fully furnished,10,,403.02,736.6,289.1,536.38,316.62,733.71,506.41,1025.18,116.8,351.77,Prague - Kobylisy,50.12658,14.46964,"CZK 29,000",Prefab concrete,,,Very good,,E,,,,,,,,,1.0,,,,
"CZK 19,000","CZK 5,800",572133,3+kk,6/15/2022,78 m²,,10,1.0,208.27,302.11,303.29,330.77,316.18,322.95,311.11,252.63,713.99,63.55,"Bronzová, Prague - Stodůlky",50.0457781,14.3302232,"CZK 19,000",Prefab concrete,10 to 30 years,Complete,Good,Personal,C,Distance,Standard,1.0,1.0,,,,,,,,,
"CZK 20,000","CZK 5,000",273191,2+kk,7/1/2022,66 m²,Fully furnished,2,1.0,153.89,703.64,277.96,668.82,656.6,337.01,636.46,480.83,644.6,447.6,"Nárožní, Prague - Stodůlky",50.0534654,14.3358042,"CZK 27,000",Brick,Up to 10 years,,,Personal,,,Luxurious,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,
"CZK 33,000","CZK 4,500",310862,4+kk,8/1/2022,97 m²,Fully furnished,4,,356.72,414.06,106.88,342.97,236.72,164.88,255.77,1821.11,146.14,321.05,Prague - Bubeneč,50.1021761,14.4253942,"CZK 30,000",Brick,,,,Personal,A,,,,,,,,,,,,,
"CZK 16,800","CZK 3,000",483590,2+kk,7/15/2022,51 m²,Fully furnished,2,1.0,153.21,174.05,37.03,357.03,105.15,392.22,100.19,325.04,73.45,67.62,"Drahobejlova, Prague - Libeň",50.1062137,14.4908762,"CZK 32,000",Brick,,Interior,Very good,Personal,D,,,,,,,,,,,,,
"CZK 16,000","CZK 6,220",31263,3+1,4/27/2022,70 m²,Unfurnished,,,207.23,1286.1,437.79,976.98,150.15,621.81,755.76,1017.59,699.27,40.94,Prague - Libeň,50.1115724,14.4775255,"CZK 22,000",Brick,,Interior,Good,Personal,,Electric boiler,Standard,,,,,,,,,,,
"CZK 14,000","CZK 3,500",27966,1 bedroom,7/1/2022,42 m²,Unfurnished,4,,28.35,239.31,69.69,78.25,57.37,32.56,265.35,1013.31,833.39,437.77,"Štefánikova, Prague - Smíchov",50.0757964,14.4035156,"CZK 15,000",Brick,Over 50 years,,,Personal,G,Gas boiler,Standard,,,,,,,,,,,
"CZK 22,900",CZK 0,308726,4+kk,7/4/2022,97 m²,Fully furnished,1,1.0,145.59,689.06,91.99,114.73,157.68,217.69,361.03,384.15,330.28,301.85,"Zelenky-Hajského, Prague - Žižkov",50.0884267,14.467243,"CZK 35,000",Brick,Up to 10 years,,Very good,Personal,,Gas boiler,,1.0,,,,,,,,,,
"CZK 28,000","CZK 9,000",322699,4+kk,8/1/2022,110 m²,Partly,4,1.0,227.08,1365.83,680.53,1273.33,259.03,1331.61,1498.19,1483.67,1463.26,198.92,Prague - Hlubočepy,50.0314899,14.3921594,"CZK 38,000",Brick,,,New-build,Personal,A,Central,Luxurious,,1.0,1.0,,,1.0,,,,,
"CZK 12,000","CZK 4,200",564493,2 bedroom,6/20/2022,53 m²,Partly,4,1.0,153.36,506.07,495.79,454.03,385.82,502.02,742.78,737.89,923.12,242.95,"Práčská, Prague - Záběhlice",50.05405,14.5116025,"CZK 20,000",Prefab concrete,,,,Personal,C,Distance,,,,,,,,1.0,,,,
"CZK 21,000","CZK 3,000",665243,2+kk,7/1/2022,40 m²,Fully furnished,2,,388.21,360.64,221.81,333.04,41.23,622.14,410.54,617.97,682.72,239.81,"Velkopřevorské náměstí, Prague - Malá Strana",50.08615,14.40739,"CZK 24,000",Brick,,Interior,Good,Personal,G,Electric boiler,Standard,,,,,,,,,,,
"CZK 15,000","CZK 4,175",721918,2+kk,6/10/2022,58 m²,Fully furnished,3,,142.72,2084.62,127.71,1998.79,175.32,2033.24,824.51,420.1,333.48,199.89,Prague - Hlubočepy,50.04139,14.39244,"CZK 30,000",Brick,,,Good,,D,,,,,1.0,1.0,,,,,,,
"CZK 13,990","CZK 3,199",721912,2+kk,6/29/2022,52 m²,Fully furnished,3,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,"CZK 17,189",Brick,,,Very good,Personal,C,,,1.0,1.0,,,,,,"CZK 17,189",,,
"CZK 13,990","CZK 3,199",721913,2+kk,6/28/2022,52 m²,Fully furnished,3,,175.5,557.01,93.99,369.38,75.82,249.97,538.76,820.33,304.49,278.96,"V háji, Prague - Holešovice",50.105499267578,14.453900337219,"CZK 17,189",Brick,,,Very good,Personal,C,,,1.0,1.0,,,,,,"CZK 17,189",,,
"CZK 25,000",CZK 500,626709,3+kk,7/1/2022,100 m²,Partly,4,1.0,80.67,340.72,38.42,448.89,154.63,308.75,316.76,514.76,94.01,498.86,"Vršovická, Prague - Vršovice",50.065842,14.451898,"CZK 26,000",Brick,10 to 30 years,Interior,Very good,Personal,D,Gas boiler,Luxurious,,,,1.0,,,,,,,
"CZK 19,500",CZK 700,721889,1 bedroom,6/10/2022,40 m²,Fully furnished,,,89.88,369.82,71.41,254.71,45.66,98.42,357.31,327.09,560.2,269.09,Prague - Vinohrady,50.0755,14.45124,"CZK 39,000",Brick,,,New-build,,G,,,,,,,,,,,,,
"CZK 16,000","CZK 2,000",721878,1 bedroom,6/10/2022,52 m²,Partly,3,1.0,179.09,280.63,110.44,230.57,134.87,9.21,268.12,416.29,649.4,294.02,Prague - Vinohrady,50.07551,14.45249,"CZK 16,000",Brick,,,Very good,,G,,,,,,,,,,,,,
"CZK 14,000",CZK 700,666741,2+kk,7/1/2022,50 m²,Partly,3,1.0,274.35,67.73,97.69,229.98,186.73,268.53,406.93,539.28,531.36,425.39,"Čajkovského, Prague - Žižkov",50.08278,14.45186,"CZK 14,000",Brick,,,Good,Personal,F,,,,,1.0,,,,,,,,
"CZK 12,000","CZK 1,500",595793,Small studio,3/1/2020,20 m²,Partly,2,,351.84,581.73,340.73,536.46,257.71,549.35,316.54,356.43,409.59,826.9,"Řehořova, Prague - Žižkov",50.086179,14.445161,"CZK 24,000",Brick,Over 50 years,Interior,Very good,Personal,D,Central,Standard,,,,,,,,,,,
"CZK 12,500",CZK 900,615538,1 bedroom,7/1/2022,50 m²,Partly,5,,187.43,227.54,227.89,285.9,109.14,321.98,134.44,1040.08,860.16,338.41,"Zborovská, Prague - Smíchov",50.076849,14.407253,"CZK 12,500",Brick,,,Very good,Other,D,Gas boiler,,,1.0,1.0,,,,,,,,
"CZK 16,000","CZK 4,000",721842,3+1,7/1/2022,73 m²,Unfurnished,11,1.0,223.03,346.03,268.08,1109.05,450.74,462.68,267.93,245.22,746.15,60.77,Prague - Chodov,50.0302,14.5151,"CZK 20,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,,,,,
"CZK 15,000","CZK 3,000",721852,1 bedroom,6/10/2022,42 m²,Unfurnished,5,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,"CZK 30,000",Brick,,,Very good,,C,,,,1.0,,,,,,,,,
"CZK 18,000","CZK 4,500",721846,2 bedroom,6/10/2022,60 m²,Unfurnished,4,,201.9,857.0,681.58,960.85,551.07,943.73,773.08,1112.2,404.02,367.19,Prague - Smíchov,50.06923,14.39057,"CZK 36,000",Brick,,,Good,,C,,,,,,,,,,,,,
"CZK 19,900","CZK 5,500",591911,3+kk,6/30/2022,60 m²,Fully furnished,3,1.0,,,,,,,,,,,"Kubelíkova, Prague - Žižkov",50.082319,14.452574,"CZK 35,000",Brick,10 to 30 years,Complete,Good,Personal,E,Gas boiler,Standard,1.0,,,,,,,,,,
"CZK 14,000","CZK 5,000",721137,2 bedroom,6/30/2022,50 m²,Fully furnished,3,,125.97,424.17,168.37,2346.58,83.83,250.66,349.93,126.17,1246.59,277.12,Prague - Braník,50.0351,14.41188,"CZK 25,000",Brick,Over 50 years,Interior,Very good,,G,Electric boiler,Standard,,,,,,,,,,,
"CZK 11,000","CZK 4,500",720459,Studio,6/30/2022,35 m²,Partly,7,,251.76,397.42,347.04,327.29,307.01,393.95,425.18,592.76,1513.07,146.07,Prague - Bohnice,50.1291,14.41537,"CZK 22,000",Prefab concrete,,,Very good,,B,,,,1.0,,,,,,,,,
"CZK 14,000","CZK 6,000",721818,2+kk,6/15/2022,47 m²,Unfurnished,10,1.0,109.32,440.68,93.94,1225.08,560.21,557.33,392.87,224.0,444.79,207.45,Prague - Chodov,50.03262,14.51372,"CZK 28,000",Prefab concrete,,,Very good,,G,,,1.0,,,,,,1.0,,,,
"CZK 18,000","CZK 4,000",496885,2+kk,7/1/2022,51 m²,Fully furnished,5,,252.85,217.75,143.73,408.02,132.11,138.85,151.01,303.03,573.83,97.02,"Osadní, Prague - Holešovice",50.1009304,14.447175,"CZK 20,000",Brick,,,Very good,Personal,,,,,,,,,,,,,,
