Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Lift,Balcony,Terrace,Garage,Refundable security deposit,EPC,Condition,Building type,New-build,Designe,Age,Terasa 3 m²,Parking,Balkón 7.5 m²,Sklep 4 m²,Ownership,Heating,Balkón 4 m²,Reconstruction,Sklep 6 m²,Lodžie 7 m²,Cellar,Balkón 6 m²,Balkón 7 m²,Terasa 16 m²,Domácí mazlíčci vítáni,Terasa 18 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Balkón 8 m²,Balkón 5 m²,Sklep 7 m²,Terasa 35 m²,Sklep 1 m²,Terasa 15 m²,Administrative fee,Terasa 5 m²,Lodžie 6 m²,Terasa 11 m²,Terasa 100 m²,Balkón 3 m²,Balkón 12 m²,Terasa 10 m²,Sklep 5 m²,Terasa 24 m²,Sklep 0.1 m²,Lodžie 4.6 m²,Terasa 20 m²,Terasa 30 m²,Terasa 40 m²,Balkón 9.8 m²,Balkón 2 m²,Enclosed balcony,Lodžie 5 m²,Sklep 8 m²,Lodžie 4 m²,Lodžie 8 m²,Sklep 1.5 m²,Terasa 25 m²,Balkón 9 m²,Lodžie 28 m²,Terasa 7 m²,Terasa 12 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Balkón 20 m²,Terasa 80 m²,Terasa 17 m²,Terasa 78 m²,Balkón 10 m²,Terasa 2 m²,Balkón 15 m²,Sklep 2.4 m²,Terasa 6 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Balkón 29 m²,Terasa 49 m²,Sklep 44 m²,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Sklep 9 m²,Sklep 1.2 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 70 m²,Balkón 1 m²,Balkón 3.2 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Terasa 27 m²,Terasa 300 m²,Balkón 2.6 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 200 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Terasa 23 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 14,500",CZK 500,708935,Small studio,11/14/2022,26 m²,Fully furnished,4,270.52,619.69,283.49,401.58,306.63,369.84,382.65,945.28,384.61,354.07,"Pod Vilami, Prague - Nusle",50.06104,14.44294,,,,,"CZK 15,000",G,Very good,Brick,,,,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,999","CZK 2,500",399261,Small studio,11/15/2022,21 m²,Fully furnished,,310.33,893.21,384.04,874.76,328.38,820.05,590.9,862.88,744.96,334.08,Prague - Hloubětín,50.1031109,14.5303139,,,,,"CZK 15,000",C,Good,Brick,1.0,Luxurious,Up to 10 years,,1.0,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 4,100",748753,3+kk,11/2/2022,74 m²,Unfurnished,1,113.63,6227.95,5959.53,,6221.82,5634.38,5806.21,5841.89,,6311.84,Prague - Miškovice,50.15675,14.54376,1.0,,,,"CZK 48,000",D,Good,Prefab concrete,,,,,1.0,,,,Central,,Interior,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",748725,Small studio,11/7/2022,20 m²,Fully furnished,2,304.76,566.1,249.71,527.86,109.08,555.09,518.41,213.65,522.33,256.61,"Kotlaska, Prague - Libeň",50.10621,14.47914,1.0,,,,"CZK 12,000",B,Very good,Brick,,Standard,,,1.0,,,Personal,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 6,000",748747,3+kk,11/2/2022,102 m²,Unfurnished,6,153.44,380.74,504.8,688.34,451.05,368.92,583.47,542.42,454.53,84.82,"Olšanská, Prague - Žižkov",50.08271,14.46634,1.0,,,1.0,"CZK 68,000",G,New-build,Prefab concrete,1.0,,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",368666,2 bedroom,1/1/2023,73 m²,Partly,1,75.24,561.8,65.42,572.0,202.21,332.9,162.06,914.45,308.03,110.5,"Ortenovo náměstí, Prague - Holešovice",50.1083085,14.4466935,,,,,"CZK 30,000",,,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",748743,2+kk,11/2/2022,55 m²,Fully furnished,2,280.4,211.48,282.91,1364.19,301.64,1199.13,443.86,809.52,713.3,83.22,Prague - Hlubočepy,50.02853,14.36254,1.0,,,1.0,"CZK 46,000",C,New-build,Brick,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 1,000",647732,Studio,11/8/2022,28 m²,Partly,1,274.26,499.06,223.27,343.72,164.81,114.47,227.15,273,249.41,333.49,"Sámova, Prague - Vršovice",50.066928,14.450498,,,,,"CZK 8,500",D,Good,Brick,,,Up to 10 years,,,,,Personal,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,500","CZK 4,000",748048,3+1,10/28/2022,60 m²,Fully furnished,2,265.12,780.69,188.27,1235.46,62.04,211.64,288.19,247.36,1282.8,211.68,Prague - Chodov,50.02624,14.51602,1.0,,,,"CZK 14,500",G,Very good,Prefab concrete,,,30 - 50 years,,1.0,,,,Distance,,Exterior,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,300","CZK 4,700",748298,2+kk,12/1/2022,44 m²,Partly,1,314.33,1019.13,313.83,1057.76,423.46,1195.95,516.51,1151.6,818.28,226.97,Prague - Chodov,50.0438,14.49665,1.0,,,,"CZK 30,600",G,Very good,Prefab concrete,,Standard,,,,,,Personal,Central,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 8,200",748706,3+kk,11/2/2022,80 m²,Unfurnished,10,225.38,1272.15,157.54,1210.53,317.3,522.95,226.62,293.85,247.22,178.78,"Teplická, Prague - Střížkov",50.12353,14.48445,1.0,,,,"CZK 32,000",G,Very good,Brick,,Standard,10 to 30 years,,1.0,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 50,000","CZK 10,610",682234,5+kk,11/1/2022,162 m²,Partly,11,163.07,1109.71,303.21,956.68,424.05,1002.96,901.98,592.06,631.83,462.98,"Malešická, Prague - Žižkov",50.0870673,14.4834726,1.0,,,1.0,"CZK 100,000",C,New-build,Other,,,,,,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",748627,2+kk,11/2/2022,50 m²,Fully furnished,3,115.95,516.15,114.58,61.19,54.01,467.98,594.63,426.35,411.8,458.98,Prague - Smíchov,50.0719,14.40905,1.0,,,,"CZK 50,000",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 37,500",CZK 0,400077,3+1,1/1/2023,109 m²,Partly,2,217.76,598.71,265.89,684.2,336.87,315.43,399.12,752.22,653.7,484.73,"Talichova, Prague - Břevnov",50.0879235,14.3636788,1.0,,,,"CZK 40,000",C,,Brick,,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 1,900",743821,4+kk,11/14/2022,87 m²,Partly,2,68.1,817.1,73.51,77.08,53.15,156.75,138.0,1144.75,168.73,373.76,"Pod Baštami, Prague - Hradčany",50.09666,14.40395,1.0,,,,"CZK 105,000",G,Very good,Brick,,Luxurious,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,400","CZK 3,500",703969,2+kk,12/1/2022,58 m²,Partly,2,368.49,937.76,494.88,3088.36,405.34,1421.19,2338.17,2511.02,1286.39,215.7,"U Lipové aleje, Prague - Dubeč",50.0583,14.57919,,,1.0,1.0,"CZK 18,900",,Very good,Brick,,Luxurious,Up to 10 years,,1.0,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 3,000",748636,3+kk,12/1/2022,73 m²,Fully furnished,1,277.08,786.82,248.92,496.44,271.74,327.01,327.14,612.29,280.72,228.81,"U Libeňského pivovaru, Prague - Libeň",50.10861,14.47539,,,,,"CZK 42,000",G,Very good,Brick,,,,,1.0,,,,Electric boiler,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",640919,2+kk,11/1/2022,54 m²,Fully furnished,2,295.36,271.15,260.87,255.61,59.44,267.11,964.01,744.06,566.74,228.69,"Mattioliho, Prague - Záběhlice",50.053072,14.515057,1.0,,,,"CZK 20,000",C,New-build,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 0,748633,2+kk,12/1/2022,47 m²,Partly,5,191.34,418.18,146.13,399.94,152.9,348.13,238.18,101.23,476.6,144.71,"Korunní, Prague - Vinohrady",50.07524,14.44747,,,,,"CZK 23,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000",CZK 0,184951,3+1,11/8/2022,100 m²,Partly,2,326.49,1158.19,338.37,979.45,237.1,1203.92,938.7,470.16,666.01,426.6,"U družstva Práce, Prague - Braník",50.0416085,14.4283705,,,,,CZK 0,,Good,Brick,,Standard,,,1.0,,,Personal,Gas boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 2,455",532574,Studio,12/1/2022,38 m²,Fully furnished,1,72.17,1056.2,932.78,1169.63,304.01,784.73,922.16,785.13,495.66,157.5,Prague - Modřany,49.9991226,14.4107679,,,,,"CZK 12,500",B,Very good,Low-energy,,Luxurious,Up to 10 years,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 5,000",747973,3+kk,10/27/2022,65 m²,Partly,3,477.19,2102.49,510.04,1605.59,587.7,1875.54,1845.58,2953.97,621.52,132.45,"Travná, Prague - Kyje",50.08337,14.55513,,,,,"CZK 21,500",G,Very good,Prefab concrete,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,600",746813,2+kk,11/7/2022,53 m²,Unfurnished,-1,206.94,2649.13,361.37,2321.37,427.18,180.14,1285.21,1635.43,1068.71,370.63,"V Úvalu, Prague - Motol",50.07128,14.34237,,,,,"CZK 21,600",G,New-build,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,490","CZK 3,634",748594,3+1,11/9/2022,72 m²,Partly,7,307.2,334.79,165.27,1028.43,264.88,331.49,261.6,288.32,341.52,208.67,"Kurzova, Prague - Stodůlky",50.03761,14.34025916666,1.0,1.0,,,"CZK 22,124",G,Good,Prefab concrete,,,,,,,,Cooperative,,,,,,1.0,,,,,,,,,,,,,,,"CZK 22,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 1,000",95371,Small studio,11/1/2022,27 m²,Partly,3,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,,,"CZK 15,000",,,Brick,,Standard,Over 50 years,,,,,,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 3,000","CZK 3,000",547824,4+kk,10/22/2022,5 m²,Partly,5,216.22,290.06,122.19,317.0,101.84,253.37,12.82,123.6,442.58,372.04,"Krásova, Prague - Žižkov",50.0837704,14.446726,,,,,"CZK 2,000",,Good,Brick,,,Over 50 years,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,900",CZK 900,25930,1 bedroom,11/9/2022,24 m²,Unfurnished,-1,236.11,161.97,274.3,250.12,156.36,357.34,471.76,511.36,806.88,245.12,Prague - Košíře,50.0694717,14.3743535,1.0,,,,"CZK 15,000",,,Brick,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,000",748446,Studio,3/1/2023,40 m²,Partly,3,334.43,1014.99,921.76,3239.25,537.64,965.34,504.71,2246.61,1844.11,345.1,"Drnovská, Prague - Ruzyně",50.09181,14.29914,1.0,,,,"CZK 30,000",B,New-build,Brick,1.0,,,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,500",748580,2+kk,12/1/2022,46 m²,Fully furnished,4,322.7,611.77,117.45,724.99,204.41,313.27,164.17,941.49,229.02,173.88,"Filipova, Prague - Chodov",50.03221,14.48383,1.0,,,,"CZK 20,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000",493232,2+kk,12/1/2022,70 m²,Fully furnished,4,346.25,316.63,168.64,153.6,101.46,273.21,602.89,611.6,469.23,214.9,"Rohanské nábřeží, Prague - Karlín",50.0943628,14.4481142,1.0,,,1.0,"CZK 29,000",A,,Brick,1.0,Luxurious,Up to 10 years,,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500","CZK 3,400",748158,2+kk,12/1/2022,48 m²,Fully furnished,3,213.29,1060.45,533.8,563.88,345.51,507.41,682.8,536.1,659.64,127.5,"K Zahrádkám, Prague - Stodůlky",50.04882,14.32176,,,,,"CZK 33,000",,Very good,Prefab concrete,,,,,1.0,,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,000",174298,2+kk,11/1/2022,45 m²,Partly,2,248.41,441.52,190.69,211.34,158.92,211.11,511.18,738.99,710.62,589.76,"Vlastislavova, Prague - Nusle",50.0651978,14.4429669,,,,,"CZK 15,000",,,Brick,,Standard,Over 50 years,,,,,Personal,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,500",748569,2+kk,11/1/2022,40 m²,Unfurnished,5,288.17,852.6,114.95,362.87,0.71,287.82,468.96,962.37,428.6,928.92,"Veletržní, Prague - Holešovice",50.10251,14.43633,,,,,"CZK 30,000",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,900","CZK 3,700",748564,2+kk,12/1/2022,44 m²,,1,382.03,385.67,376.75,1641.13,181.25,304.72,825.71,496.43,4956.0,37.75,"Sulova, Prague - Zbraslav",49.9658713,14.3809592,,,,,"CZK 17,600",,Good,Other,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 2,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,086","CZK 3,230",748557,2+kk,12/1/2022,55 m²,,1,235.74,850.95,103.29,369.69,112.01,460.34,380.78,246.06,434.15,361.39,"Rašínovo nábřeží, Prague - Nové Město",50.0700748,14.4146882,,,,,"CZK 27,000",,Good,Other,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 3,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,990","CZK 2,343",748550,2+kk,11/8/2022,55 m²,Unfurnished,2,275.35,748.92,296.39,768.9,575.02,955.52,711.39,490.7,767.5,164.58,"Univerzitní, Prague - Malešice",50.08657,14.50349444444,1.0,1.0,,,"CZK 21,333",G,Very good,Brick,,,,,1.0,,,Personal,,,,,,1.0,,,,,,,,,,,,,,,"CZK 21,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,100","CZK 1,965",748546,Studio,12/1/2022,28 m²,,1,187.73,1144.87,1022.06,2446.51,67.62,313.94,756.33,1632.73,1451.25,150.25,"Za Valem, Prague - Kunratice",50.0210946,14.4649417,,,,,"CZK 15,000",,Good,Other,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 1,693",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,500",481060,Studio,11/1/2022,35 m²,Partly,2,59.84,606.52,202.38,593.79,395.39,618.46,697.22,227.5,354.31,172.55,"Švehlova, Prague - Hostivař",50.0533601,14.5251682,,,,1.0,"CZK 17,000",,,Brick,,,,,,,,Personal,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 1,515",748545,2 bedroom,12/1/2022,51 m²,,1,306.53,543.25,346.18,555.92,324.68,445.16,409.7,584.12,742.47,457.6,"Radlická, Prague - Smíchov",50.0657149,14.4030859,,,,,"CZK 18,500",,Good,Other,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 2,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,000",437224,2+kk,11/3/2022,57 m²,Unfurnished,3,172.67,998.71,126.41,690.71,28.14,318.89,232.74,412.57,286.2,338.47,"Šlikova, Prague - Břevnov",50.0835467,14.3762453,,,,,"CZK 15,000",,,Brick,,,,,,,,Personal,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,990","CZK 1,834",748536,Studio,11/8/2022,26 m²,Fully furnished,2,204.16,1292.96,257.74,1241.22,119.28,514.26,207.26,295.6,355.54,122.48,"Střížkovská, Prague - Střížkov",50.1249825,14.48417638888,1.0,,,,"CZK 13,824",G,Very good,Prefab concrete,,,,,,,,Cooperative,,,,,,,,,,,,,,,,,,,,,"CZK 13,824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 3,000",729220,4+kk,8/9/2022,90 m²,Unfurnished,2,74.47,248.04,144.44,546.23,23.58,607.43,204.39,503.62,355.73,315.68,Prague - Malá Strana,50.08164,14.40601,1.0,,,,"CZK 40,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500",680348,1 bedroom,2/1/2022,35 m²,Fully furnished,3,287.73,852.16,114.51,362.42,0.26,287.37,468.52,961.93,429.05,929.37,"Veletržní, Prague - Holešovice",50.10247,14.43634,,,,,"CZK 28,000",C,Very good,Brick,,Standard,,,,,,Personal,Electric boiler,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 2,600",237071,3+1,2/1/2023,140 m²,Fully furnished,1,342.69,944.82,1567.51,4193.75,382.23,1274.28,1539.25,1674.65,1746.52,806.03,"Holekova, Prague - Klánovice",50.1008217,14.6871026,,,,,"CZK 37,000",,Very good,Brick,,Standard,Up to 10 years,,1.0,,,Personal,Gas boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000",748425,2+kk,10/31/2022,60 m²,Partly,5,61.69,307.54,114.81,203.21,91.16,272.5,362.08,493.53,365.94,341.19,"Orelská, Prague - Vršovice",50.06751,14.45749,1.0,,,,"CZK 22,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
