Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Balcony,Parking,Age,Reconstruction,Ownership,Heating,Designe,Enclosed balcony,Cellar,Terrace,New-build,Administrative fee,Domácí mazlíčci vítáni,Garage,Plot space,Plot type
"CZK 14,000","CZK 3,500",319883,2+kk,9/1/2022,43 m²,Fully furnished,4,1.0,416.89,893.09,446.97,403.03,457.39,458.55,284.17,513.98,506.27,21.06,"Bellušova, Prague - Stodůlky",50.042152,14.3220897,"CZK 17,500",,,Prefab concrete,,,,,Personal,,,,,,,,,,,
"CZK 14,000","CZK 2,700",730130,Studio,9/1/2022,36 m²,Partly,4,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,"CZK 28,000",C,New-build,Other,1.0,1.0,,,,Distance,Standard,,1.0,,1.0,,,,,
"CZK 7,000","CZK 3,000",731366,Studio,9/8/2022,30 m²,Fully furnished,1,,473.13,1927.82,412.01,2234.74,517.28,1651.24,435.03,1290.93,1025.58,581.62,Prague - Ruzyně,50.08148,14.31969,"CZK 5,000",A,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 19,500","CZK 2,500",731915,2+kk,8/31/2022,55 m²,Partly,4,1.0,169.73,215.76,94.17,145.25,81.15,76.56,390.09,728.86,241.33,401.53,Prague - Bubeneč,50.10088,14.4248,"CZK 22,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 17,960","CZK 3,071",731892,2+kk,8/26/2022,51 m²,,1,,191.96,775.9,384.94,1612.12,1060.62,840.41,591.33,330.22,909.68,61.09,"Cukrova, Prague - Černý Most",50.1017559,14.5637255,"CZK 21,000",,Good,Other,,1.0,,,Personal,,,,,,,"CZK 2,694",,,,
"CZK 12,000","CZK 3,500",108759,Studio,10/1/2022,33 m²,Partly,4,1.0,218.35,1064.26,186.63,1161.29,525.62,1096.93,732.04,583.93,838.79,514.62,"Boloňská, Prague - Horní Měcholupy",50.0483486747,14.5587515831,"CZK 31,000",C,Very good,Brick,1.0,,,,Personal,,,,1.0,,,,,,,
"CZK 20,000","CZK 4,700",660434,3+kk,10/15/2022,62 m²,Fully furnished,,1.0,471.96,128.89,381.46,1479.58,402.79,169.27,282.8,272.75,534.71,148.42,Prague - Stodůlky,50.0370913,14.3429815,"CZK 20,000",A,New-build,Low-energy,,,Up to 10 years,,Personal,Central,,,,,,,,1.0,,Housing
"CZK 20,000","CZK 5,000",731881,3+kk,10/1/2022,70 m²,Fully furnished,2,,679.55,1577.66,776.93,1418.39,249.69,809.34,630.74,1225.73,1541.32,243.18,Prague - Újezd u Průhonic,50.02246,14.52549,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,,,,
"CZK 26,000","CZK 3,700",731045,2+kk,8/24/2022,48 m²,Fully furnished,1,1.0,152.75,963.53,293.54,1377.9,146.79,1254.69,1052.33,930.46,622.51,550.29,Prague - Řepy,50.06812,14.29404,"CZK 50,000",B,New-build,Brick,,1.0,Up to 10 years,,,,Luxurious,,,1.0,1.0,,,1.0,,
"CZK 7,000","CZK 4,000",244227,Small studio,9/1/2022,27 m²,Unfurnished,,,44.75,354.96,24.69,319.69,185.62,289.46,387.77,572.6,271.22,293.77,"Koněvova, Prague - Žižkov",50.0888925,14.4603288,"CZK 11,000",,New-build,Brick,,,Up to 10 years,Complete,Personal,Central,Standard,,,,1.0,,,,,
"CZK 23,000","CZK 4,000",240526,2+kk,9/1/2022,62 m²,,7,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,"CZK 27,000",,,Brick,1.0,,Up to 10 years,,Personal,Central,Luxurious,,1.0,,,,,1.0,,
"CZK 16,000","CZK 2,500",673649,Studio,10/1/2022,26 m²,Fully furnished,5,1.0,60.98,721.34,75.87,68.33,38.37,9.05,345.05,453.26,425.76,314.33,"Jana Želivského, Prague - Žižkov",50.08965,14.46868,"CZK 32,000",G,Very good,Brick,,,,,Personal,Electric boiler,,,,,,,,,,
"CZK 21,000","CZK 7,000",312846,3+1,10/15/2022,78 m²,Partly,4,1.0,224.41,326.27,369.08,535.55,344.51,441.14,189.51,793.2,1960.26,232.34,"U Kříže, Prague - Jinonice",50.0539125,14.3681254,"CZK 30,000",C,Very good,Brick,,,10 to 30 years,,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 13,499",CZK 1,731868,Small studio,9/5/2022,22 m²,Fully furnished,,,174.54,791.67,834.8,804.72,588.07,1362.65,523.38,633.06,1128.55,513.73,Prague - Záběhlice,50.04202,14.48698,"CZK 13,500",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,200",621022,2+kk,9/1/2020,68 m²,Partly,4,1.0,340.38,692.59,244.27,689.89,421.32,526.19,638.04,193.52,678.92,299.57,"Štěpařská, Prague - Hlubočepy",50.029986,14.376053,"CZK 30,000",D,Very good,Brick,1.0,,10 to 30 years,,Personal,Distance,Standard,,,,,,,1.0,,
"CZK 20,000","CZK 3,000",654482,2 bedroom,9/5/2022,47 m²,Fully furnished,2,1.0,242.96,1014.5,91.5,312.36,76.96,135.27,336.66,291.12,411.24,337.32,"Buchovcova, Prague - Žižkov",50.0905,14.47285,"CZK 20,000",C,Very good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 27,000","CZK 6,000",462223,3+kk,9/1/2022,106 m²,Fully furnished,8,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,"CZK 33,000",B,New-build,Brick,,,Up to 10 years,,Personal,Central,Luxurious,,,1.0,1.0,,,1.0,,
"CZK 28,100","CZK 3,801",571766,2+kk,7/24/2022,75 m²,Fully furnished,4,,263.94,473.14,107.04,412.76,39.58,450.66,409.9,711.12,442.84,75.83,"Liliová, Prague - Staré Město",50.0847515,14.4166508,"CZK 56,200",,,Brick,,,,,Personal,Gas boiler,Luxurious,,1.0,,,,,,,
"CZK 17,500","CZK 3,000",731841,2 bedroom,8/31/2022,32 m²,Fully furnished,3,,275.99,237.57,187.93,147.65,110.52,275.78,212.62,309.08,345.47,403.05,"Přemyslovská, Prague - Vinohrady",50.07794985,14.45237455,"CZK 20,000",C,Very good,Brick,,1.0,,Complete,Personal,Electric boiler,,,,,,,,,,
"CZK 13,000","CZK 6,000",731842,2+kk,10/1/2022,46 m²,Partly,1,1.0,38.3,180.61,107.72,122.2,166.98,1590.76,177.43,402.41,1066.18,405.04,Prague - Záběhlice,50.0473,14.48676,"CZK 19,000",G,Good,Prefab concrete,,1.0,,,,,,1.0,1.0,,,,1.0,,,
"CZK 16,000","CZK 4,500",518471,Studio,10/1/2022,42 m²,Partly,9,1.0,186.23,681.13,6.36,494.12,111.52,580.42,338.19,225.96,332.16,77.08,Prague - Krč,50.0472729,14.4353047,"CZK 20,000",,,Prefab concrete,1.0,,,Complete,Personal,,,1.0,1.0,,,,,,,
"CZK 30,000","CZK 6,000",641531,3+kk,2/1/2021,85 m²,Fully furnished,4,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,"CZK 60,000",A,New-build,Prefab concrete,1.0,1.0,Up to 10 years,,Personal,Distance,Luxurious,,1.0,,1.0,,,1.0,,
"CZK 26,000","CZK 3,400",731701,3+1,9/1/2022,76 m²,Fully furnished,5,1.0,120.43,428.73,339.27,2034.46,148.91,446.4,546.11,362.42,1324.24,194.2,Prague - Čimice,50.13864,14.42964,"CZK 52,000",E,Very good,Prefab concrete,,1.0,10 to 30 years,Bathroom unit,,Central,Standard,1.0,,,,,,,,
"CZK 25,000","CZK 7,000",647143,3+kk,11/1/2022,132 m²,Fully furnished,4,1.0,354.2,1029.02,773.22,1943.85,379.14,1815.43,2263.83,753.81,992.0,207.97,"Povltavská, Prague - Troja",50.1146126,14.4097123,"CZK 60,000",B,Very good,Brick,,1.0,10 to 30 years,Complete,Personal,,,,1.0,,,,,1.0,,
"CZK 25,000","CZK 3,500",603233,2+kk,9/20/2022,45 m²,Fully furnished,3,1.0,371.48,502.43,57.05,243.25,28.96,223.58,26.92,689.96,327.98,363.81,"Michalská, Prague - Staré Město",50.084426,14.42005,"CZK 25,000",,Very good,Brick,,,,,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 17,500","CZK 5,000",731780,2+kk,10/1/2022,50 m²,Fully furnished,4,1.0,177.79,275.87,204.47,959.97,184.53,794.91,413.35,516.35,694.83,177.79,Prague - Hlubočepy,50.03086,14.36582,"CZK 35,000",G,New-build,Brick,,1.0,10 to 30 years,,,Central,Standard,,,1.0,,,,,,
"CZK 55,000","CZK 12,000",600532,4+1,8/26/2022,165 m²,Partly,6,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,"CZK 60,000",G,Very good,Brick,,,Up to 10 years,Interior,Personal,Central,Luxurious,,,1.0,,,,,,
"CZK 30,000","CZK 9,000",606435,3+1,9/12/2022,136 m²,Unfurnished,2,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,"CZK 30,000",G,Good,Brick,,,,,Personal,,,,,,,,,,,
"CZK 17,000","CZK 3,500",731795,2+kk,9/1/2022,40 m²,Fully furnished,1,,240.07,1265.84,601.84,894.93,796.68,1344.68,1267.55,1254.31,1267.28,235.71,Prague - Suchdol,50.13334,14.36768,"CZK 17,000",G,Very good,Brick,,1.0,,,,,,,,1.0,,,,1.0,,
"CZK 19,000","CZK 5,000",731794,3+1,8/30/2022,85 m²,Partly,4,,167.55,1458.44,212.29,1498.41,144.74,133.82,626.74,223.89,1153.45,11.8,Prague - Hostivař,50.04536,14.51707,"CZK 24,000",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,
"CZK 14,000","CZK 6,000",588580,1 bedroom,9/5/2022,40 m²,Fully furnished,1,,87.62,199.98,94.39,16.26,97.48,177.74,263.1,459.6,475.82,231.83,"Boleslavova, Prague - Nusle",50.064228,14.439752,"CZK 40,000",D,Very good,Brick,,,Over 50 years,Complete,Personal,Electric boiler,Standard,,,,,,,,,
"CZK 18,000","CZK 5,500",731786,2+kk,8/30/2022,66 m²,Fully furnished,1,1.0,223.14,396.36,386.08,380.82,166.66,392.32,871.88,943.9,697.12,319.69,Prague - Záběhlice,50.05328,14.5131,"CZK 36,000",G,Very good,Other,1.0,1.0,,,,,,,,,,,,1.0,,
"CZK 28,000","CZK 5,500",731257,2+kk,9/12/2022,65 m²,Fully furnished,3,1.0,317.17,621.5,297.62,296.86,195.97,433.63,686.66,1053.07,567.17,521.88,Prague - Karlín,50.09598,14.45293,"CZK 56,000",B,New-build,Low-energy,,1.0,,,,,,1.0,,1.0,1.0,,,1.0,,
"CZK 16,000","CZK 4,700",731783,2+kk,10/1/2022,45 m²,Fully furnished,2,1.0,87.46,291.02,164.85,573.95,23.76,280.13,390.41,427.27,175.63,261.32,Prague - Žižkov,50.08749,14.4538,"CZK 20,000",B,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 12,000","CZK 2,000",425445,Small studio,10/10/2022,22 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 14,000",,Very good,Brick,,,Up to 10 years,Complete,Personal,,,,,,,,,,,
"CZK 16,000","CZK 7,300",708480,2 bedroom,11/1/2022,53 m²,Unfurnished,3,1.0,102.94,180.37,269.43,254.61,232,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,"CZK 25,000",G,Very good,Prefab concrete,,,,Complete,Personal,Distance,,1.0,1.0,,,,,,,
"CZK 9,800",CZK 0,731767,2 bedroom,9/15/2022,63 m²,Fully furnished,2,1.0,141.3,356.04,135.26,687.52,94.88,543.66,183.66,98.76,642.78,455.58,Prague - Vinohrady,50.07231,14.44043,"CZK 8,500",E,Good,Brick,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 3,600",731765,2+kk,10/1/2022,42 m²,Partly,2,,191.47,877.18,113.29,595.83,91.16,183.52,272.02,494.55,359.42,223.04,Prague - Libeň,50.10712,14.49347,"CZK 30,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 18,250","CZK 1,500",720582,1 bedroom,10/1/2022,34 m²,Fully furnished,2,,394.31,376.95,228.04,349.35,34.98,624.43,381.88,610.55,688.95,233.34,Prague - Malá Strana,50.08608290623,14.407474153125,"CZK 19,750",G,Good,Brick,,,Over 50 years,Bathroom unit,,,Standard,,,,,,1.0,,,
"CZK 22,000","CZK 6,000",716761,3+1,5/9/2022,75 m²,Fully furnished,7,1.0,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,"CZK 40,000",C,Very good,Prefab concrete,,,,Complete,Personal,Central,Standard,,,,,,,,,
"CZK 18,000","CZK 4,000",731757,2+kk,10/1/2022,55 m²,Fully furnished,3,,468.59,1241.86,951.29,1305.67,645.67,1041.78,759.61,531.43,557.17,272.68,Prague - Řepy,50.06951,14.31854,"CZK 20,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,
"CZK 19,000","CZK 5,120",652836,Studio,10/1/2022,59 m²,Fully furnished,2,1.0,62.53,1099.2,686.55,791.19,452.69,772.93,906.21,844.17,329.03,496.04,"Radičova, Prague - Břevnov",50.08058,14.3746,"CZK 38,000",A,New-build,Brick,1.0,1.0,Up to 10 years,,Personal,Distance,Luxurious,,1.0,1.0,1.0,,,1.0,,
"CZK 20,000","CZK 3,500",731205,Studio,11/1/2022,38 m²,Partly,8,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,"CZK 47,000",B,New-build,Low-energy,1.0,1.0,,,Personal,Central,Luxurious,,1.0,1.0,1.0,,,1.0,,
"CZK 17,000","CZK 2,000",681228,2 bedroom,9/1/2022,66 m²,Partly,,,157.9,165.01,122.59,129.53,12.48,115.97,408.42,228.56,453.02,120.59,"Slezská, Prague - Vinohrady",50.0768057,14.4613696,"CZK 20,000",G,Very good,Brick,,,,Complete,Personal,Electric boiler,,,,,,,,,,
"CZK 18,000","CZK 3,500",337275,2+kk,10/31/2022,67 m²,Partly,3,1.0,35.96,485.23,26.24,261.89,27.42,260.23,74.83,206.37,549.07,277.91,"Žitomírská, Prague - Vršovice",50.0709555,14.4578324,"CZK 20,000",,Very good,Brick,1.0,,,,Personal,Central,,,,,,,,,,
"CZK 32,000","CZK 4,000",731196,Studio,10/10/2022,50 m²,Fully furnished,1,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,"CZK 32,000",G,New-build,Low-energy,,1.0,,,,,,,,1.0,,,1.0,1.0,,
"CZK 20,000","CZK 3,500",731189,3+kk,8/25/2022,74 m²,Fully furnished,3,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,"CZK 30,000",D,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 5,000",647821,4+kk,9/1/2022,74 m²,Partly,2,,224.24,379.42,248.66,1352.86,116.55,873.14,768.84,820.64,670.01,63.64,Prague - Krč,50.0211,14.4525,"CZK 25,000",B,Good,Prefab concrete,,,,,Personal,,,1.0,,,,,,,,
"CZK 15,500","CZK 3,000",673636,Studio,11/1/2022,25 m²,Fully furnished,4,,704.85,817.97,596.7,877.75,624.34,856.57,654.27,604.3,753.2,903.88,"Perucká, Prague - Vinohrady",50.06918,14.43767,"CZK 18,000",G,New-build,Brick,,,,,Personal,,,,,,,,,,,
"CZK 25,000","CZK 3,500",731053,3+1,1/15/2023,80 m²,Partly,2,,163.29,926.49,454.19,902.87,485.67,704.88,995.26,691.9,560.36,279.85,Prague - Dejvice,50.09722,14.37377,"CZK 25,000",G,Very good,Brick,1.0,,,,,,,,1.0,,,,,,,
"CZK 24,000","CZK 4,000",624407,2+kk,10/1/2022,56 m²,Partly,3,1.0,113.45,1478.64,27.42,1518.61,75.78,86.71,646.95,252.43,1173.65,178.35,"Bratislavská, Prague - Hostivař",50.044404,14.518172,"CZK 28,000",G,Very good,Prefab concrete,1.0,1.0,Up to 10 years,Interior,Personal,Distance,Standard,,,,,,,,,
"CZK 12,500","CZK 3,500",731165,Studio,8/25/2022,33 m²,Partly,4,1.0,182.11,1074.41,283.25,1012.79,371.69,350.69,363.12,206.49,164.67,174.46,Prague - Střížkov,50.12414,14.48686,"CZK 12,500",G,Good,Prefab concrete,1.0,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,600",671891,2+kk,10/1/2022,65 m²,Unfurnished,6,1.0,99.38,619.05,58.38,314.47,74.91,323.02,637.72,719.51,315.15,363.17,"V Háji, Prague - Holešovice",50.10461,14.45394,"CZK 30,000",G,Very good,Brick,,,Up to 10 years,Complete,Personal,Gas boiler,Standard,,1.0,,,,,,,
"CZK 23,000","CZK 3,570",170555,3+1,10/1/2022,85 m²,Fully furnished,3,1.0,318.77,355.77,102.79,382.71,13.63,136.01,370.98,467.24,515.24,598.09,"Víta Nejedlého, Prague - Žižkov",50.0825316,14.4491416,"CZK 25,000",,Very good,Brick,,,,Complete,Personal,Gas boiler,Luxurious,,,,,,,,,
"CZK 15,000","CZK 1,200",731658,2+kk,8/29/2022,44 m²,Partly,11,1.0,394.09,990.9,968.19,1659.4,498.41,1031.36,909.21,1082.06,816.82,752.6,Prague - Horní Měcholupy,50.05125,14.56091,"CZK 30,000",G,Good,Prefab concrete,,,,,,,,,,,,,1.0,,,
"CZK 21,000","CZK 4,000",66982,2+kk,9/1/2022,50 m²,Fully furnished,2,1.0,139.26,908.28,218.34,954.72,203.97,449.46,614.57,420.73,746.17,546.81,"Na Neklance, Prague - Smíchov",50.0605758463,14.3996214867,"CZK 50,000",,,Brick,1.0,1.0,Up to 10 years,,Personal,,,,1.0,,,,,,,
"CZK 4,600","CZK 2,600",731618,4+kk,8/29/2022,74 m²,Partly,11,,108.72,684.83,279.79,1450.37,385.21,802.21,510.3,352.89,485.52,205.04,Prague - Chodov,50.03354,14.51078,"CZK 7,200",G,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,
"CZK 9,900","CZK 5,000",704560,Small studio,2/1/2022,24 m²,Fully furnished,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,"CZK 15,000",G,Very good,Brick,,,Up to 10 years,Complete,Personal,Distance,,,1.0,,,,,,,
"CZK 18,000","CZK 4,000",731577,2+kk,8/29/2022,50 m²,Fully furnished,3,,244.04,224.17,310.76,2449.74,292.92,357.95,318.66,431.95,1215.19,210.53,Prague - Braník,50.03692,14.40981,"CZK 18,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,663",520762,Studio,10/1/2022,33 m²,Partly,6,1.0,454.04,809.88,434.66,484.42,353.37,771.43,492.68,609.29,683.92,296.54,"Freyova, Prague - Vysočany",50.1053168,14.5019662,"CZK 30,000",B,,Brick,,1.0,,,Personal,,,,,,1.0,,,,,
"CZK 15,000","CZK 3,000",629291,Studio,9/1/2022,47 m²,Fully furnished,5,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,"CZK 30,000",G,Very good,Brick,,,Over 50 years,Interior,Cooperative,Distance,Standard,,1.0,1.0,,,,,,
"CZK 5,000","CZK 1,000",731583,2 bedroom,8/29/2022,50 m²,Fully furnished,1,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,Prague - Záběhlice,50.04675,14.4941,"CZK 3,000",D,Good,Brick,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,000",731515,3+1,8/28/2022,76 m²,Fully furnished,,1.0,224.05,654.34,617.56,732.08,483.4,650.3,790.05,801.9,454.67,256.72,Prague - Záběhlice,50.05437,14.51016,"CZK 22,000",G,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,,,,
"CZK 12,500","CZK 5,000",731175,Studio,10/1/2022,42 m²,Fully furnished,3,1.0,145.11,714.1,703.82,698.56,484.4,710.06,817.76,879.38,605.01,262.74,Prague - Záběhlice,50.0534,14.51221,"CZK 12,495",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 25,000","CZK 7,500",166213,2 bedroom,9/11/2022,72 m²,Fully furnished,3,,43.02,651.84,58.12,105.85,62.56,114.65,182.82,529.84,274.61,537.47,"Spálená, Prague - Nové Město",50.0808055,14.4197518,"CZK 32,500",C,Very good,Brick,,,Up to 10 years,Complete,Personal,Gas boiler,Standard,,,,,,,,,
"CZK 24,000","CZK 6,000",731081,2 bedroom,8/24/2022,100 m²,Partly,5,1.0,235.55,493.01,200.15,848.96,210.37,578.39,187.76,372.32,530.67,339.18,Prague - Smíchov,50.06561,14.39664,"CZK 60,000",B,Very good,Brick,,,,,,,,,,,,,1.0,,,
"CZK 35,000","CZK 2,500",731561,3+kk,8/29/2022,84 m²,Fully furnished,1,,172.33,591.68,145.8,184.34,72.85,80.56,257.4,331.94,145.71,238.03,Prague - Nové Město,50.07638,14.42886,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 17,400","CZK 1,200",634161,3+kk,9/12/2022,82 m²,Partly,1,,668.11,1132.02,617.56,1283.62,600.92,813.32,905.77,1076.68,530.89,497.59,Prague - Strašnice,50.066691,14.486618,"CZK 25,000",G,Very good,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 29,800","CZK 5,000",685115,2+kk,9/26/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 34,800",B,New-build,Brick,,1.0,,,Personal,,,1.0,,,,,,1.0,,
"CZK 22,500","CZK 4,000",685106,Studio,10/1/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 26,500",B,New-build,Brick,1.0,,,,Personal,,,,,,,,,,,
"CZK 14,900","CZK 3,500",730755,2+kk,8/22/2022,43 m²,Partly,4,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,"CZK 14,900",G,New-build,Brick,,,,Complete,,Central,Standard,,,1.0,,,,,,
"CZK 9,000",CZK 390,731103,3+1,8/24/2022,76 m²,Fully furnished,5,1.0,79.74,770.57,132.58,1368.56,281.73,214.96,533.26,309.42,828.07,181.57,Prague - Kamýk,50.01571,14.4436,"CZK 10,000",B,Very good,Prefab concrete,1.0,,,,,,,,1.0,,,,,,,
"CZK 15,900","CZK 4,100",575066,2+kk,9/1/2022,39 m²,Partly,2,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,"CZK 20,000",C,New-build,Brick,1.0,,Up to 10 years,,Personal,Gas boiler,Luxurious,,,,1.0,,,1.0,,
"CZK 16,000","CZK 1,500",730986,3+1,8/23/2022,70 m²,Fully furnished,5,,506.34,876.91,392.91,811.74,806.41,696.49,646.62,295.96,2042.79,195.9,Prague - Troja,50.12536,14.41058,"CZK 32,000",G,Good,Prefab concrete,,,,Exterior,,Central,Standard,1.0,,,,,,,,
"CZK 15,000","CZK 4,500",483606,Studio,10/1/2022,42 m²,Partly,3,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,"CZK 19,500",A,New-build,Brick,,,,,Personal,,,,,,,,,,,
"CZK 8,000","CZK 2,500",354692,Other,6/27/2022,20 m²,Fully furnished,1,,47.34,1364.56,146.9,862.47,60.54,597.08,709.83,707.89,933.65,594.52,"Klapkova, Prague - Kobylisy",50.1295387,14.4551659,"CZK 10,500",G,,Brick,,,,,Personal,,,,,,,,,,,
"CZK 25,000","CZK 4,000",731508,2 bedroom,10/1/2022,85 m²,Unfurnished,1,,223.5,588.45,113.57,276.92,0,88.29,193.47,741.77,211.16,180.39,Prague - Dejvice,50.09862,14.40305,"CZK 60,000",G,Very good,Brick,,,,,,,,,,,,,,1.0,,
"CZK 14,000","CZK 4,000",678488,2 bedroom,10/1/2022,53 m²,Fully furnished,2,,78.03,383.9,92.18,175.57,466.9,245.42,117.37,209.6,941.96,59.8,"Na Okraji, Prague - Veleslavín",50.09024,14.34522,"CZK 28,000",G,Good,Brick,,,,,Personal,Distance,,,1.0,,,,,,,
"CZK 19,500","CZK 3,940",731437,2 bedroom,9/1/2022,54 m²,Partly,3,,65.28,370.35,165.49,192.24,245.23,107.2,449.59,579.16,1092.76,101.85,Prague - Malešice,50.08066,14.50205,"CZK 39,000",D,Very good,Prefab concrete,,,,,,,,1.0,1.0,,,,,,,
"CZK 28,000","CZK 3,000",681871,2+kk,10/1/2022,50 m²,Fully furnished,2,1.0,181.84,271.59,65.24,146.03,134.72,180.18,306.17,594.3,353.1,492.87,"Dobrovského, Prague - Holešovice",50.09897,14.42431,"CZK 28,000",G,New-build,Brick,,,,,Personal,,,,,,,,,,,
"CZK 15,500","CZK 1,500",407973,1 bedroom,10/1/2022,42 m²,Fully furnished,4,,267.72,411.12,158.25,820.92,224.92,282.86,548.34,423.55,621.23,195.96,"V Olšinách, Prague - Vršovice",50.0712949,14.4820543,"CZK 17,000",,,Brick,,,,Interior,Personal,Electric boiler,,,,1.0,,,,,,
"CZK 26,000","CZK 4,000",730957,3+1,10/1/2022,78 m²,Fully furnished,4,1.0,229.29,267.2,191.71,497.58,0.14,344.3,161.61,153.41,836.91,649.72,Prague - Vinohrady,50.07265,14.43826,"CZK 26,000",E,Good,Brick,,,,,,,,,,,,,,,,
"CZK 13,300","CZK 2,700",558315,Studio,10/1/2022,27 m²,Fully furnished,1,1.0,235.42,1472.13,168.49,1354.89,681.99,789.99,410.75,252.5,565.0,240.54,"Hasova, Prague - Modřany",50.0133907,14.4273209,"CZK 18,000",,,Prefab concrete,,1.0,,Complete,Cooperative,,Luxurious,1.0,1.0,,,,,,,
"CZK 17,000","CZK 2,900",730677,2+kk,9/1/2022,48 m²,Partly,3,1.0,127.28,833.45,0.95,1967.51,86.67,787.29,490.85,1036.75,847.71,404.51,Prague - Kyje,50.10906,14.55753,"CZK 40,000",C,Very good,Brick,1.0,,,,,,,,1.0,,,,,1.0,,
"CZK 20,000","CZK 4,900",486388,2+kk,10/1/2022,70 m²,Fully furnished,2,,121.36,784.7,346.8,960.08,589.09,899.5,373.04,268.68,423.1,127.11,"Na Vršku, Prague - Smíchov",50.0745045,14.3736779,"CZK 24,900",,Very good,Brick,,,,Interior,Personal,Central,Luxurious,,,,,,,,,
"CZK 10,000","CZK 4,000",485483,Studio,1/1/2021,24 m²,Partly,1,,238.79,1182.2,322.05,1037.62,0.13,694.74,895.99,537.45,1022.62,376.81,"Mašínova, Prague - Kobylisy",50.130805,14.45657,CZK 2,,,Brick,,,,,Personal,,,,,,,,,,,
