Listing ID,Price,Latitude,Longitude,District,Layout,Condition,Floor Space,Fees,Ownership Type,Building Type,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Refundable security deposit,Age,Heating,Total number of floors,Renovation,Design,New building,Administration fee,Front garden,Developer name,Project name,Kód jednotky,Investment Advisor
360151,"CZK 9,000",50.0742802,14.4041058,Prague - Smíchov,Small studio,,33 m²,"CZK 3,750",Personal,Other,Partially furnished,1,No,No,No,No,No,No,No,,C,157,257,119,77,70,175,321,"1,193","1,001",336,,,District heating,,,,,,,,,,
697626,"CZK 14,700",50.07371,14.44602,"Chodská, Prague - Vinohrady",1 bedroom,Excellent,50 m²,"CZK 2,300",Personal,Brick building,Partially furnished,3,No,No,No,No,No,Yes,No,04. 03. 2022,G,285,298,244,651,208,557,477,273,379,165,"CZK 17,000",,Central heating,Middle floor,Interior,Standard materials and solutions,,,,,,,
631184,"CZK 10,000",50.115845,14.491425,"Prosecká, Prague - Prosek",Small studio,Excellent,20 m²,"CZK 1,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,03. 02. 2022,G,191,"1,158",671,689,258,651,314,393,461,624,,1 to 10 years years,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
704831,"CZK 38,000",50.07152,14.43914,"Americká, Prague - Vinohrady",4 bedroom,Excellent,110 m²,"CZK 6,000",Personal,Brick building,Furnished,4,No,No,No,No,No,No,No,05. 02. 2022,G,286,363,88,636,0,539,142,191,781,513,"CZK 44,000",,,,,,,,,,,,
704128,"CZK 15,500",50.03943,14.3221,"Kakosova, Prague - Řeporyje",1 bedroom with open-plan kitchen,New build,69 m²,"CZK 5,000",Personal,Brick building,Furnished,2,Yes,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,C,251,"1,081",726,939,570,"1,002",640,"1,021",667,117,"CZK 31,000",,,,,,,,,,,,
700091,"CZK 29,000",50.07892,14.42461,"Školská, Prague - Nové Město",2 bedroom,Excellent,58 m²,"CZK 5,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,Yes,No,01. 03. 2022,G,314,728,111,153,17,229,173,508,491,445,"CZK 30,000",,,,,,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000",Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,B,425,383,567,433,477,975,428,"1,467",364,,"CZK 24,000",,Central heating,,,,,,,,,,
704809,"CZK 11,575",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,17 m²,"CZK 2,000",Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,15. 04. 2022,G,259,641,512,240,238,214,699,"1,065",467,443,,,,,,,,,,,,,
422136,"CZK 9,000",50.046474227894,14.518493618524,"Chudenická, Prague - Hostivař",Studio,Excellent,32 m²,"CZK 2,550",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,No,No,01. 03. 2022,,249,"1,354",202,"1,317",291,280,697,107,"1,033",101,"CZK 18,000",10 to 30 years years,Central heating,,Overall,,,,,,,,
700091,"CZK 29,000",50.07892,14.42461,"Školská, Prague - Nové Město",2 bedroom,Excellent,58 m²,"CZK 5,000",Personal,Brick building,Furnished,3,No,Yes,No,No,No,Yes,No,01. 03. 2022,G,314,728,111,153,17,229,173,508,491,445,"CZK 30,000",,,,,,,,,,,,
704120,"CZK 21,000",50.0568,14.37815,"Kačirkova, Prague - Jinonice",1 bedroom with open-plan kitchen,New build,57 m²,"CZK 3,000",Personal,Brick building,Partially furnished,4,No,No,Yes,Yes,No,Yes,Yes,01. 02. 2022,B,425,383,567,433,477,975,428,"1,467",364,,"CZK 24,000",,Central heating,,,,,,,,,,
704809,"CZK 11,575",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,17 m²,"CZK 2,000",Personal,Brick building,Furnished,6,No,No,No,No,No,Yes,No,15. 04. 2022,G,259,641,512,240,238,214,699,"1,065",467,443,,,,,,,,,,,,,
422136,"CZK 9,000",50.046474227894,14.518493618524,"Chudenická, Prague - Hostivař",Studio,Excellent,32 m²,"CZK 2,550",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,No,No,01. 03. 2022,,249,"1,354",202,"1,317",291,280,697,107,"1,033",101,"CZK 18,000",10 to 30 years years,Central heating,,Overall,,,,,,,,
264211,"CZK 15,000",50.0094780801,14.4534196056,"Pavlíkova, Prague - Kamýk",3 bedroom,,78 m²,"CZK 6,000",Personal,Prefab concrete building,Partially furnished,5,Yes,No,No,Yes,No,Yes,No,01. 02. 2022,,155,818,70,504,989,374,"1,281",544,192,,"CZK 45,000",10 to 30 years years,District heating,,Interior,Standard materials and solutions,,,,,,,
625951,"CZK 13,000",50.08211,14.318979,Prague - Ruzyně,Small studio,New build,35 m²,"CZK 1,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 10. 2021,A,277,228,328,"1,199",995,407,,,,,"CZK 20,000",1 to 10 years years,Gas boiler,Top floor,,,,,,,,,
704729,"CZK 14,400",50.11199,14.47541,"Zenklova, Prague - Libeň",2 bedroom,Excellent,46 m²,CZK 600,Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,02. 02. 2022,E,57,"1,371",264,831,0,474,575,"1,103",551,282,"CZK 30,000",,,,,,,,,,,,
647193,"CZK 14,900",50.088368,14.458318,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,New build,44 m²,"CZK 3,300",Personal,Low-energy building,Partially furnished,4,Yes,No,Yes,No,Yes,Yes,No,01. 04. 2022,B,191,272,178,281,131,206,334,505,187,404,"CZK 30,000",1 to 10 years years,Central heating,Middle floor,,,,,,,,,
661718,"CZK 20,000",50.0982092,14.4844856,Prague - Vysočany,2 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 3,500",Personal,Brick building,Partially furnished,1,Yes,No,Yes,No,Yes,No,No,27. 01. 2022,B,294,"1,091",534,"1,005",452,854,574,490,546,181,"CZK 40,000",,Gas boiler,,Overall,Premium materials and solutions,,,,,,,
619958,"CZK 24,000",50.036541,14.383217,"Pražského, Prague - Hlubočepy",4 bedroom,Excellent,90 m²,"CZK 4,000",Personal,Other,Furnished,2,Yes,No,No,No,No,Yes,No,14. 02. 2022,G,123,683,567,597,584,628,588,578,540,293,"CZK 24,000",10 to 30 years years,District heating,Middle floor,Interior,,,,,,,,
704709,"CZK 10,000",50.0443,14.44452,"Herálecká Ⅳ, Prague - Krč",2 bedroom,Excellent,55 m²,"CZK 4,000",Personal,Brick building,Furnished,1,No,No,No,No,Yes,No,No,01. 02. 2022,G,226,349,130,365,176,313,304,248,792,323,"CZK 14,000",,,,,,,,,,,,
572271,"CZK 17,000",50.0420583,14.4377382,"Kovařovicova, Prague - Krč",3 bedroom,Excellent,68 m²,"CZK 4,500",Personal,Prefab concrete building,Partially furnished,3,No,No,No,Yes,No,No,No,01. 04. 2022,,159,464,133,333,114,385,661,304,430,87,"CZK 30,000",,District heating,,Interior,,,,,,,,
704676,"CZK 11,142",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,25 m²,"CZK 2,500",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,G,259,641,512,240,238,214,699,"1,065",467,443,,,,,,,,,,,,,
704034,"CZK 13,000",49.98822,14.41096,"Za Sídlištěm, Prague - Komořany",1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 4,000",Personal,Prefab concrete building,Partially furnished,8,No,No,Yes,No,No,Yes,No,01. 04. 2022,D,375,352,354,522,,,,,,,"CZK 13,000",10 to 30 years years,District heating,Top floor,Overall,Standard materials and solutions,,,,,,,
223568,"CZK 24,000",50.0857482,14.4575749,"Jeseniova, Prague - Žižkov",2 bedroom with open-plan kitchen,New build,81 m²,"CZK 3,800",Personal,Brick building,Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,27. 01. 2022,G,219,283,167,589,256,262,149,108,364,214,"CZK 2,000",1 to 10 years years,Central heating,Middle floor,,,Yes,,,,,,
704667,"CZK 20,000",50.07088,14.43156,"Wenzigova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,78 m²,"CZK 3,000",Personal,Brick building,Partially furnished,5,Yes,Yes,No,No,No,Yes,No,01. 02. 2022,C,246,480,206,480,95,409,170,411,574,588,"CZK 20,000",,,,,,,,,,,,
418751,"CZK 13,000",50.069336,14.4942041,"Ke Strašnické, Prague - Strašnice",1 bedroom,,44 m²,"CZK 4,000",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,,A,237,919,192,622,106,127,221,503,402,352,"CZK 17,000",,Central heating,,Overall,,,,,,,,
704666,"CZK 25,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",2 bedroom,Excellent,69 m²,"CZK 2,500",Personal,Brick building,Partially furnished,5,Yes,Yes,No,No,No,Yes,Yes,01. 02. 2022,B,113,283,157,212,56,236,401,"1,248",273,244,"CZK 25,900",,,,,,,,,,,,
704664,"CZK 30,990",50.09292,14.45004,"Křižíkova, Prague - Karlín",2 bedroom with open-plan kitchen,Excellent,86 m²,"CZK 3,000",Personal,Brick building,Partially furnished,5,Yes,Yes,No,No,No,Yes,Yes,01. 02. 2022,B,113,283,157,212,56,236,401,"1,248",273,244,"CZK 30,990",,,,,,,,,,,,
704662,"CZK 22,000",50.07198,14.45516,"Norská, Prague - Vršovice",2 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 3,000",Personal,Brick building,Partially furnished,4,No,No,No,No,No,No,No,07. 02. 2022,G,233,670,74,447,16,445,162,215,522,186,"CZK 25,000",,,,,,,,,,,,
704657,"CZK 15,000",50.09219,14.44872,"Karlínské náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 2,530",Cooperative,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 02. 2022,G,199,102,64,307,45,331,240,"1,332",358,91,"CZK 15,000",,,,,,,,,,,,
704655,"CZK 14,000",50.09219,14.44872,"Karlínské náměstí, Prague - Karlín",1 bedroom with open-plan kitchen,New build,43 m²,"CZK 2,530",Cooperative,Brick building,Furnished,4,No,No,No,No,No,No,No,01. 02. 2022,G,199,102,64,307,45,331,240,"1,332",358,91,"CZK 14,000",,,,,,,,,,,,
704647,"CZK 13,000",50.06981,14.48926,"Pod Altánem, Prague - Strašnice",1 bedroom with open-plan kitchen,Excellent,49 m²,"CZK 4,900",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,D,54,"1,004",401,639,128,333,310,806,273,274,"CZK 16,900",,,,,,,,,,,,
704010,"CZK 12,500",50.10297,14.43574,"U Smaltovny, Prague - Holešovice",Small studio,Excellent,36 m²,"CZK 2,000",Personal,Brick building,Unfurnished,,No,No,No,No,No,No,No,01. 03. 2022,G,375,876,111,388,78,249,410,399,898,,"CZK 25,000",,,,,,,,,,,,
704642,"CZK 14,026",50.10365925,14.496393654922,"Lisabonská, Prague - Libeň",Studio,New build,27 m²,"CZK 2,600",Personal,Brick building,Furnished,1,No,No,No,No,No,Yes,No,15. 04. 2022,G,259,641,512,240,238,214,699,"1,065",467,443,,,,,,,,,,,,,
704639,"CZK 15,000",50.09454,14.45286,"Sokolovská, Prague - Karlín",1 bedroom,Excellent,34 m²,"CZK 3,500",Cooperative,Brick building,Partially furnished,5,No,Yes,Yes,No,No,Yes,No,01. 02. 2022,G,58,410,85,137,20,218,572,"1,354",374,457,"CZK 18,500",,,,,,,,,,,,
210036,"CZK 14,000",50.1033768,14.4780188,"Vacínova, Prague - Libeň",1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 2,500",Cooperative,Brick building,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 10. 2019,,200,108,56,309,153,235,334,306,134,356,"CZK 14,000",,Gas boiler,Middle floor,Overall,Standard materials and solutions,,,,,,,
704636,"CZK 14,500",50.0743326,14.4458547,"Chodská, Prague - Vinohrady",1 bedroom with open-plan kitchen,Excellent,44 m²,"CZK 1,000",Personal,Brick building,Partially furnished,5,No,No,No,No,Yes,Yes,No,01. 02. 2022,G,245,228,174,581,139,487,407,203,449,236,"CZK 20,000",,,,,,,,,,,,
695007,"CZK 13,000",50.101802239666,14.452645931906,"Tusarova, Prague - Holešovice",Studio,New build,30 m²,"CZK 2,500",Personal,Brick building,Furnished,5,No,No,No,No,No,Yes,No,01. 02. 2022,B,171,523,79,246,9,188,385,347,96,262,"CZK 18,000",,,,,,,,,,,,
703999,"CZK 10,000",50.0371135,14.381108,"Dreyerova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 5,000",Personal,Prefab concrete building,Furnished,4,No,No,No,Yes,Yes,No,No,01. 03. 2022,B,152,556,444,470,457,504,373,370,305,115,,,District heating,,,,,,,,,,
249017,"CZK 10,500",50.0886376054,14.4097052903,"U lužického semináře, Prague - Malá Strana",Small studio,Excellent,19 m²,"CZK 2,500",Personal,Brick building,Unfurnished,4,No,Yes,No,No,No,No,No,01. 01. 2022,,297,440,112,418,0,718,476,322,958,176,"CZK 13,000",1 to 10 years years,Other,Top floor,Overall,Premium materials and solutions,,,10 m²,,,,
297888,"CZK 25,000",50.083517,14.3681811,"Kutnauerovo náměstí, Prague - Břevnov",3 bedroom,Excellent,80 m²,"CZK 1,500",Personal,Brick building,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,,226,463,115,154,116,293,261,414,360,477,"CZK 25,000",1 to 10 years years,Gas boiler,Raised ground floor,Overall,Standard materials and solutions,,,,,,,
604830,"CZK 12,500",50.05203,14.454573,"Michelská, Prague - Michle",1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 1,500",Personal,Brick building,,2,Yes,No,No,No,No,No,No,01. 03. 2022,G,100,465,22,722,58,683,66,352,830,483,"CZK 20,000",,,,,,,,,,,,
704613,"CZK 16,000",49.9605,14.36926,"U Žlábku, Prague - Lipence",1 bedroom with open-plan kitchen,New build,45 m²,"CZK 4,000",Personal,Other,Partially furnished,,No,No,No,No,Yes,No,No,01. 02. 2022,A,350,964,737,"1,165",,,,,,,"CZK 32,000",,,,,,,,,,,,
500781,"CZK 15,900",50.0596497,14.4345526,"Lounských, Prague - Nusle",2 bedroom,,58 m²,"CZK 2,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,No,No,01. 04. 2022,,243,935,186,550,171,498,403,677,505,532,"CZK 20,000",over 50 years years,Gas boiler,Middle floor,,Standard materials and solutions,,,,,,,
704609,"CZK 11,000",50.04013,14.41061,"Branická, Prague - Braník",1 bedroom with open-plan kitchen,Excellent,38 m²,"CZK 3,000",Personal,Brick building,Furnished,4,No,No,Yes,No,No,No,No,01. 02. 2022,G,46,448,91,75,713,331,555,"1,205",280,,"CZK 10,000",,,,,,,,,,,,
646292,"CZK 10,500",50.04341,14.427855,Prague - Podolí,Small studio,Good,25 m²,"CZK 2,290",Personal,Brick building,Furnished,3,No,No,No,No,No,No,No,01. 02. 2022,D,69,"1,114",149,"1,157",561,"1,214",464,676,630,675,"CZK 20,000",,,,,,,,,,,,
704561,"CZK 16,500",50.11029,14.473,"Horovo náměstí, Prague - Libeň",2 bedroom,Excellent,70 m²,"CZK 1,000",Personal,Brick building,Partially furnished,3,No,No,No,No,No,No,No,01. 04. 2022,G,191,"1,134",193,571,318,214,315,888,291,182,"CZK 17,500",,,,,,,,,,,,
473985,"CZK 21,000",50.0473402,14.3031131,"Svitákova, Prague - Stodůlky",1 bedroom with open-plan kitchen,New build,62 m²,"CZK 4,200",Personal,Brick building,Partially furnished,12,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,A,285,227,74,223,"1,028",996,623,784,142,,"CZK 42,000",1 to 10 years years,District heating,Middle floor,,Premium materials and solutions,Yes,,,,,,
687848,"CZK 19,000",50.10727,14.50628,"Za Lidovým domem, Prague - Vysočany",2 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 5,000",Personal,Brick building,Unfurnished,1,No,Yes,No,No,Yes,Yes,Yes,01. 03. 2022,A,440,729,431,523,392,688,476,10,804,438,,,,,,,,,,,,,
499226,"CZK 11,500",50.0570682,14.4302357,"Na Dolinách, Prague - Nusle",Studio,Excellent,30 m²,"CZK 2,820",Personal,Brick building,Furnished,4,No,No,No,No,Yes,Yes,No,02. 03. 2022,,76,771,301,304,11,277,713,492,107,151,"CZK 15,000",10 to 30 years years,Central heating,Middle floor,Overall,Premium materials and solutions,,,,,,,
704574,"CZK 18,000",50.06928,14.47392,"Amurská, Prague - Vršovice",2 bedroom,Excellent,72 m²,"CZK 4,000",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,31. 01. 2022,E,295,441,219,325,111,506,75,194,143,183,"CZK 20,000",,,Middle floor,,,,,,,,,
576229,"CZK 12,000",50.1274471,14.4230802,"Lešenská, Prague - Troja",1 bedroom,Excellent,40 m²,"CZK 2,800",Personal,Prefab concrete building,Unfurnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,D,392,463,203,533,300,450,547,828,913,241,"CZK 24,000",,District heating,Middle floor,Overall,,,,,,,,
623868,"CZK 17,000",50.027655,14.452318,"Štúrova, Prague - Krč",2 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 4,500",Personal,Prefab concrete building,Partially furnished,4,No,No,Yes,Yes,Yes,Yes,No,16. 02. 2022,E,73,"1,121",196,333,590,692,"1,167",296,35,,"CZK 20,000",,Central heating,,,,,,,,,,
704541,"CZK 15,500",50.04714,14.42878,"Na Vrstvách, Prague - Podolí",1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 2,460",Personal,Brick building,Unfurnished,2,No,No,No,No,No,No,No,01. 03. 2022,D,283,"1,079",242,722,92,776,298,402,822,277,"CZK 30,000",,,,,,,,,,,,
704517,"CZK 22,000",50.08499,14.43327,"Opletalova, Prague - Nové Město",1 bedroom with open-plan kitchen,Excellent,33 m²,"CZK 5,000",Other,Brick building,Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,G,339,337,276,316,136,275,306,876,449,244,"CZK 27,000",,,,,,,,,,,,
704540,"CZK 16,500",50.13583,14.43442,"K Ládví, Prague - Čimice",3 bedroom,Excellent,80 m²,"CZK 3,000",Personal,Prefab concrete building,Partially furnished,2,Yes,No,No,Yes,Yes,Yes,No,14. 02. 2022,C,167,913,204,695,925,512,529,812,243,,,,,,,,,,,,,,
97312,"CZK 10,500",50.0981032,14.3582803,Prague - Vokovice,Studio,,21 m²,"CZK 2,000",Cooperative,Prefab concrete building,Partially furnished,12,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,,90,334,179,160,60,190,155,133,"1,075",294,"CZK 5,000",,District heating,Top floor,,,,,,,,,
667741,"CZK 14,000",50.10046,14.43701,"Heřmanova, Prague - Holešovice",Small studio,Good,18 m²,"CZK 1,000",Personal,Brick building,Furnished,6,No,Yes,No,No,No,Yes,No,06. 11. 2021,B,16,"1,093",87,301,235,295,282,"1,317",591,877,"CZK 15,000",,,,,,,,,,,,
563249,"CZK 16,000",50.0623095,14.3256648,"5. máje, Prague - Stodůlky",1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 4,000",Personal,Brick building,Partially furnished,1,Yes,No,No,No,Yes,No,No,01. 03. 2022,,485,"1,479","1,251",799,"1,296","1,308","1,488",572,,,"CZK 21,000",,Gas boiler,Ground floor,Overall,Standard materials and solutions,,,,,,,
284743,"CZK 12,000",50.060287,14.409617,"Nádražní, Prague - Smíchov",1 bedroom with open-plan kitchen,,55 m²,"CZK 2,500",Personal,Brick building,Furnished,4,No,Yes,No,No,No,No,No,,,26,295,56,"1,343",153,367,"1,231","1,423",631,884,,,,,,,,,,,,,
703851,"CZK 16,500",50.07105,14.46905,"Novorossijská, Prague - Vršovice",2 bedroom,Excellent,64 m²,"CZK 3,800",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,No,27. 01. 2022,G,128,458,285,370,266,281,222,148,729,245,"CZK 12,000",,,,,,,,,,,,
703852,"CZK 12,300",50.06878,14.41582,"Podskalská, Prague - Nové Město",Small studio,Excellent,26 m²,"CZK 1,000",Cooperative,Brick building,Partially furnished,8,No,No,No,No,No,Yes,No,01. 04. 2022,G,172,954,25,422,62,232,276,306,329,156,"CZK 13,300",,,,,,,,,,,,
704507,"CZK 13,900",50.13923,14.51988,"Miroslava Hajna, Prague - Letňany",1 bedroom with open-plan kitchen,New build,44 m²,"CZK 3,500",Personal,Brick building,Furnished,2,Yes,No,No,No,No,No,No,01. 02. 2022,B,378,511,"1,062","1,079",375,616,905,"1,090","1,167",127,"CZK 20,000",,,,,,,,,,,,
678461,"CZK 20,000",50.08458,14.36419,"Břevnovská, Prague - Břevnov",2 bedroom,Excellent,81 m²,"CZK 3,500",Personal,Brick building,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,06. 08. 2021,G,134,0,130,199,145,111,236,588,113,444,"CZK 40,000",10 to 30 years years,District heating,Middle floor,,Standard materials and solutions,,,,,,,
593117,"CZK 13,500",50.071856,14.371181,"Nad Buďánkami ​Ⅰ, Prague - Smíchov",Studio,Excellent,36 m²,"CZK 2,000",Personal,Brick building,Partially furnished,4,Yes,Yes,No,No,No,No,No,01. 06. 2021,G,309,518,286,670,538,566,763,"1,044",482,474,"CZK 13,500",,Central heating,Top floor,,Standard materials and solutions,,,,,,,
698310,"CZK 29,000",50.07766,14.43357,"Římská, Prague - Vinohrady",1 bedroom with open-plan kitchen,New build,50 m²,"CZK 6,000",Personal,Brick building,Furnished,4,No,No,No,No,No,Yes,No,10. 01. 2022,G,183,233,230,245,81,172,512,512,508,662,"CZK 58,000",,,,,,,,,,,,
703821,"CZK 16,000",50.04529,14.45471,"Bítovská, Prague - Michle",2 bedroom with open-plan kitchen,Excellent,65 m²,"CZK 5,600",Personal,Prefab concrete building,Furnished,1,No,No,No,No,No,No,No,26. 01. 2022,G,356,550,506,532,254,504,406,375,462,108,"CZK 20,000",,,,,,,,,,,,
546053,"CZK 16,500",50.0867074,14.4680377,Prague - Žižkov,1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 2,200",Personal,Brick building,Partially furnished,2,No,No,No,No,No,No,No,01. 03. 2022,F,193,449,126,272,150,416,449,303,319,342,"CZK 16,500",,Gas boiler,Middle floor,Overall,Premium materials and solutions,,,,,,,
704192,"CZK 10,000",50.1017643,14.5389258,"Šestajovická, Prague - Hloubětín",Studio,Excellent,30 m²,"CZK 2,600",Personal,Prefab concrete building,Furnished,10,No,No,No,No,Yes,Yes,No,01. 02. 2022,G,424,509,485,491,137,455,257,286,431,330,"CZK 20,000",,,,,,,,,,,,
496946,"CZK 14,000",50.0218224,14.4407186,"Písnická, Prague - Kamýk",2 bedroom,Excellent,66 m²,"CZK 4,500",Personal,Prefab concrete building,Unfurnished,4,No,No,Yes,Yes,No,Yes,No,,,128,674,164,648,722,549,409,412,800,282,"CZK 18,500",,District heating,Middle floor,Interior,Standard materials and solutions,,,,,,,
704406,"CZK 18,000",50.07743,14.30115,"Karlovarská, Prague - Ruzyně",1 bedroom with open-plan kitchen,Excellent,56 m²,"CZK 4,000",Personal,Brick building,Partially furnished,2,No,No,Yes,No,Yes,Yes,Yes,01. 04. 2022,C,107,841,801,951,"1,252",,,,,,"CZK 25,000",,,,,,,,,,,,
