Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Domácí mazlíčci vítáni,Parking,Balkón 8 m²,Sklep 4 m²,Garage,Sklep 6 m²,Terasa 13 m²,Age,Designe,Ownership,Heating,Balkón 5 m²,Sklep 2 m²,Balkón 8.73 m²,Terasa 2.67 m²,Reconstruction,Lodžie 6 m²,Balkón 7 m²,Sklep 3 m²,Cellar,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Lodžie 4 m²,Balcony,Terrace,Sklep 28 m²,Lodžie 15 m²,Sklep 5 m²,Balkón 18 m²,Sklep 3.2 m²,New-build,Balkón 30 m²,Lodžie 5 m²,Lodžie 7 m²,Balkón 6 m²,Terasa 18 m²,Terasa 200 m²,Sklep 15 m²,Terasa 350 m²,Enclosed balcony,Balkón 3 m²,Balkón 40 m²,Terasa 50 m²,Lodžie 3 m²,Sklep 12 m²,Terasa 5 m²,Sklep 10 m²,Balkón 10 m²,Terasa 15 m²,Balkón 11 m²,Balkón 28 m²,Balkón 32 m²,Terasa 32 m²,Administrative fee,Lodžie 8 m²,Lodžie 10 m²,Terasa 20 m²,Balkón 2.29 m²,Terasa 12 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 6.1 m²,Sklep 3.7 m²,Terasa 11 m²,Terasa 8 m²,Terasa 6 m²,Lodžie 9 m²,Terasa 14 m²,Terasa 25 m²,Balkón 15 m²,Terasa 10 m²,Sklep 1 m²,Balkón 13 m²,Sklep 7 m²,Balkón 33 m²,Terasa 29 m²,Balkón 9 m²,Sklep 1.5 m²,Terasa 30 m²,Terasa 7 m²,Terasa 45 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Balkón 1 m²,Sklep 1.2 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Balkón 12 m²,Sklep 20 m²,Balkón 16 m²,Terasa 14.1 m²,Terasa 9 m²,Sklep 14 m²,Terasa 40 m²,Balkón 35 m²,Balkón 70 m²,Plot space,Lodžie 12 m²
"CZK 15,000","CZK 5,300",728043,2+kk,9/3/2022,50 m²,Unfurnished,3,,77.08,497.2,495.83,1424.84,28.62,407.5,380.68,477.45,348.91,310.65,"Hůrská, Prague - Kyje",50.105237577283,14.554041749073,"CZK 40,000",A,New-build,Brick,,1.0,,,,,,,Standard,Personal,Central,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,000",502417,2+kk,11/1/2022,70 m²,Fully furnished,6,,157.66,930.52,390.82,506.22,476.58,466.33,268.76,402.27,309.16,185.15,"Chlebovická, Prague - Letňany",50.1328445,14.5098086,"CZK 23,000",B,,Other,,,,,,,,,,Personal,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"CZK 20,000","CZK 1,500",744927,2+kk,11/1/2022,40 m²,Fully furnished,15,,249.68,1071.21,144.61,1049.2,785.58,224.66,187.15,948.53,1189.66,225.38,"Hlivická, Prague - Bohnice",50.13272,14.42283,"CZK 20,000",G,Very good,Prefab concrete,,,,,,,,,Standard,,,,,,,Complete,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 9,000",645441,4+1,12/1/2022,122 m²,Partly,2,,88.73,229.17,46.27,95.92,120.44,240.64,110.87,196.04,394.54,309.87,"Palmovka, Prague - Libeň",50.102482,14.474398,"CZK 40,000",G,Very good,Brick,,,,,,,,Up to 10 years,Luxurious,Cooperative,Gas boiler,,,,,Interior,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
"CZK 33,000","CZK 8,000",643676,3+kk,11/1/2022,96 m²,Partly,3,1.0,366.47,1003.51,146.68,527.6,121.69,476.09,363.91,660.2,597.03,522.1,"Lounských, Prague - Nusle",50.060578,14.433455,"CZK 50,000",G,Very good,Brick,,,,,,,,,Luxurious,Personal,Central,,,,,Complete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 2,091",730638,3+kk,10/3/2022,68 m²,Partly,8,1.0,359.8,896.27,372.32,643.41,170.94,405.27,358.15,398.69,688.26,211.72,Prague - Chodov,50.02743,14.52485,"CZK 44,000",C,Very good,Prefab concrete,,,,,,,,,Standard,,Central,,,,,Bathroom unit,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,433",698164,2+kk,10/1/2022,60 m²,Fully furnished,,,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,"CZK 49,000",,Very good,Other,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",584563,Studio,11/15/2022,31 m²,Fully furnished,4,1.0,187.83,448.19,94.87,749.93,234.42,622.54,225.62,316.52,1112.5,466.31,"Hlaváčkova, Prague - Košíře",50.069864469286,14.381496549074,"CZK 34,000",B,New-build,Low-energy,1.0,,,,,,,Up to 10 years,Luxurious,Other,Central,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,400","CZK 3,500",744132,Studio,10/5/2022,34 m²,Fully furnished,4,1.0,154.39,800.04,407.06,612.03,531.66,314.98,462.24,471.14,1140.72,380.22,"Hornoměcholupská, Prague - Horní Měcholupy",50.04012,14.56724,"CZK 16,900",C,Very good,Brick,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500",CZK 0,621662,3+1,11/1/2022,29 m²,Unfurnished,2,1.0,435.62,792.26,687.53,856.07,896.11,768.61,485.45,341.85,956.62,39.15,"Mrkvičkova, Prague - Řepy",50.066545,14.317228,"CZK 17,000",A,Very good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 2,500",744720,Studio,11/1/2022,30 m²,Fully furnished,1,,122.4,4811.45,2085.62,6040.49,2487.87,5476.74,2299.39,2291.49,3298.55,2369.51,"Na Cikánce, Prague - Radotín",49.99684,14.3205,"CZK 25,000",G,Good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500",CZK 420,744838,3+kk,10/11/2022,51 m²,Unfurnished,1,,163.42,847.28,118.09,483.24,135.66,416.36,558.56,207.29,152.72,246.93,"Biskupcova, Prague - Žižkov",50.09141,14.48205,"CZK 40,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",744884,2+kk,11/1/2022,52 m²,Partly,4,1.0,195.52,1608.98,133.82,1648.95,200.33,189.4,777.29,212.32,1184.04,156.46,"Bratislavská, Prague - Hostivař",50.04402,14.51721,"CZK 42,000",B,Very good,Other,,1.0,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000",744864,4+kk,11/1/2022,103 m²,Partly,2,,385.03,935.67,324.5,960.89,403.0,919.91,716.45,1385.25,1117.67,879.04,"Náchodská, Prague - Horní Počernice",50.11128,14.5902,"CZK 36,000",G,Very good,Other,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 38,000","CZK 7,000",744859,4+kk,10/11/2022,98 m²,Partly,2,1.0,304.94,909.6,426.15,956.81,340.85,442.76,521.62,665.01,367.22,305.45,Prague - Vysočany,50.1066,14.4969,"CZK 95,000",G,Very good,Other,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500",CZK 0,612671,2+kk,10/1/2022,52 m²,Unfurnished,2,,38.5,2051.78,491.18,2640.62,378.59,1972.43,454.45,692.4,1086.9,327.82,"Nad Zlíchovem, Prague - Hlubočepy",50.04476,14.402919,"CZK 16,000",G,Very good,Brick,,,,,,,,,,Personal,Geothermal,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 3,500",507059,1 bedroom,10/24/2022,29 m²,Fully furnished,5,,375.93,455.73,225.24,373.62,159.91,439.79,166.2,493.39,434.57,368.37,"Pernerova, Prague - Karlín",50.0903902,14.4511266,"CZK 15,000",,,Brick,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,750",736115,2+kk,11/1/2022,44 m²,Partly,2,1.0,169.16,1348.13,483.03,1114.07,235.3,1345.54,1083.35,660.09,816.23,272.89,Prague - Braník,50.04099,14.42687,"CZK 22,000",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,990","CZK 3,864",744832,3+1,10/20/2022,61 m²,Fully furnished,2,1.0,129.22,398.74,409.09,428.09,454.58,556.39,160.03,112.37,1318.01,163.09,"Novoborská, Prague - Prosek",50.12549138888,14.49941916666,"CZK 20,854",G,Good,Prefab concrete,,,,,,,,,,Personal,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 20,854",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",744830,2+kk,11/10/2022,50 m²,Unfurnished,3,1.0,209.56,1319.99,270.71,994.54,331.79,830.27,270.88,975.52,1259.78,1085.64,"Čerpadlová, Prague - Vysočany",50.10153,14.50496,"CZK 25,000",B,New-build,Brick,,,,,1.0,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,300","CZK 5,624",719853,1 bedroom,12/1/2022,37 m²,Partly,2,1.0,21.54,301.41,132.88,526.87,283.11,383.71,495.74,644.47,419.45,181.77,"Argentinská, Prague - Holešovice",50.1038,14.44355,"CZK 28,600",G,Very good,Brick,,,,,,,,,Standard,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",374526,2 bedroom,12/1/2022,55 m²,Fully furnished,2,1.0,268.62,737.49,294.97,415.58,236.48,526.76,361.11,268.21,307.43,330.23,"náměstí Svatopluka Čecha, Prague - Vršovice",50.0695365,14.4605508,"CZK 25,000",A,Very good,Brick,,,,,,,,,Standard,Personal,Distance,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000",CZK 0,744822,1 bedroom,10/11/2022,49 m²,Fully furnished,3,1.0,105.72,452.84,116.6,241.9,34.81,190.75,270.5,378.25,607.69,387.24,"Bořivojova, Prague - Žižkov",50.08343,14.4531,"CZK 15,000",G,Very good,Brick,,1.0,,,,,,,Standard,Personal,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 6,000",731590,2+kk,8/29/2022,46 m²,Fully furnished,,,107.51,957.82,19.08,1367.93,79.59,248.01,375.18,199.96,506.8,438.33,Prague - Libeň,50.11625,14.46934,"CZK 20,000",G,Good,Brick,,,,,,,,Over 50 years,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",378003,2+kk,12/1/2022,44 m²,Partly,6,1.0,139.53,916.61,114.18,920.35,667.93,175.87,401.79,793.94,1069.09,204.88,"Katovická, Prague - Bohnice",50.1315915,14.4246538,"CZK 19,000",,,Prefab concrete,,,,,,,,,,Cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,500",352404,2+kk,11/1/2022,40 m²,Partly,5,1.0,229.01,318.77,77.69,193.2,162.53,227.36,175.62,489.14,502.29,455.98,"Ovenecká, Prague - Holešovice",50.0983131,14.4249055,"CZK 20,000",G,Very good,Brick,,,,,,,,Up to 10 years,Luxurious,Personal,Electric boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 1,500",744812,Small studio,10/11/2022,28 m²,Partly,-1,,334.66,585.4,155.05,439.92,345.54,494.21,590.21,586.45,770.13,293.22,"Krátká, Prague - Vinohrady",50.07502,14.48515,"CZK 10,500",G,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000",505041,2+kk,12/1/2022,53 m²,Partly,2,1.0,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,"CZK 17,000",C,Very good,Brick,,1.0,,,,,,Up to 10 years,,Personal,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,300","CZK 5,200",744778,2+kk,11/1/2022,55 m²,Partly,5,1.0,364.33,957.16,294.03,556.64,349.83,794.1,348.78,412.81,249.37,428.9,"Kovanecká, Prague - Libeň",50.10824,14.48507,"CZK 30,000",C,New-build,Brick,,1.0,,,1.0,,,,,,Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500",CZK 700,744763,Studio,11/1/2022,34 m²,Partly,3,,234.9,1596.95,763.92,915.5,508.84,784.02,638.09,703.26,2183.63,576.2,"Štverákova, Prague - Horní Počernice",50.112,14.62654,"CZK 29,000",A,Very good,Brick,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,500",744762,3+kk,10/24/2022,56 m²,Fully furnished,4,1.0,168.2,307.87,417.21,353.66,178.58,1711.84,456.95,821.59,1309.75,370.55,"Svojšovická, Prague - Záběhlice",50.04574,14.48946,"CZK 36,000",G,Very good,Other,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,000",744744,1 bedroom,10/11/2022,50 m²,Partly,1,,214.47,872.57,3.28,409.56,235.37,738.1,494.48,655.75,786.62,180.57,"Horní, Prague - Nusle",50.05996,14.44698,"CZK 15,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 2,000",744626,3+1,10/10/2022,110 m²,Partly,1,,415.03,618.24,226.58,504.02,405.07,528.3,349.04,375.25,550.03,325.61,"Dětská, Prague - Strašnice",50.07339,14.49689,"CZK 8,000",G,Good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,000",744200,2 bedroom,10/15/2022,61 m²,Partly,1,,134.38,757.51,246.7,544.3,296.74,1018.34,860.31,240.4,778.67,453.62,"Na Farkáně I, Prague - Radlice",50.06107,14.38345,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 1,200",744022,2 bedroom,10/15/2022,68 m²,Unfurnished,3,,118.71,567.75,139.44,158.14,106.94,452.55,620.86,797.16,434.3,264.16,Prague - Žižkov,50.08925,14.46255,"CZK 30,000",G,Good,Brick,,,,,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 1,000",744719,2+kk,10/11/2022,49 m²,Partly,4,,299.73,255.56,29.01,237.7,122.66,276.35,352.57,377.19,425.19,589.35,"Bořivojova, Prague - Žižkov",50.08341,14.45016,"CZK 25,000",G,Good,Brick,,,,,,,,,,,Electric boiler,,1.0,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,182","CZK 1,318",727402,2 bedroom,10/15/2022,70 m²,Partly,4,,294.31,695.6,57.95,472.25,12.23,470.59,243.7,242.01,491.49,211.15,"Ruská, Prague - Vršovice",50.07222495,14.45512555,"CZK 55,000",E,Very good,Brick,,,,,,,,,,Personal,,,,,,Complete,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 2,256",727374,2+kk,10/15/2022,50 m²,Partly,5,1.0,229.92,458.16,132.37,16.18,66.74,348.3,271.86,425.85,412.95,347.61,"Smolenská, Prague - Vršovice",50.0694328,14.45145165,"CZK 50,512",E,Very good,Brick,,,,,,,,,,Personal,,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",569039,Studio,9/4/2022,25 m²,Partly,,,183.66,607.6,91.73,145.2,267.7,898.45,78.38,668.7,484.97,54.56,"náměstí Na Balabence, Prague - Libeň",50.1055076,14.4839011,"CZK 24,000",,,Brick,,,,,,,,,Standard,Cooperative,Distance,,,,,Complete,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,500",708415,2 bedroom,3/1/2022,42 m²,Partly,3,,155.06,1544.54,378.89,1392.91,237.23,642.13,643.5,415.47,1412.31,368.3,"Mirošovická, Prague - Strašnice",50.07307,14.50968,"CZK 34,000",G,Very good,Brick,,,,,,,,30 - 50 years,Standard,Cooperative,Gas boiler,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 6,000",744713,2+kk,1/1/2023,45 m²,Partly,7,1.0,228.35,1045.06,135.2,647.62,147.86,341.64,477.17,424.38,1834.28,151.28,"Breitcetlova, Prague - Černý Most",50.10475,14.57333,"CZK 30,000",A,Very good,Prefab concrete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,000","CZK 1,900",743821,4+kk,10/24/2022,87 m²,Partly,2,1.0,68.1,817.1,73.51,77.08,53.15,156.75,138.0,1144.75,168.73,373.76,"Pod Baštami, Prague - Hradčany",50.09666,14.40395,"CZK 123,000",G,Very good,Brick,,,,,,,,,Luxurious,,,,,,,Complete,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 1,900",685365,Studio,11/1/2022,38 m²,Partly,-1,1.0,144.55,799.85,227.33,408.77,136.26,584.84,135.81,398.91,312.9,302.22,"Ruská, Prague - Vršovice",50.07199,14.45261,"CZK 15,000",G,Very good,Brick,,,,,,,,Up to 10 years,Standard,Cooperative,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,000",744685,2+kk,10/20/2022,56 m²,Fully furnished,3,1.0,200.06,2077.57,1492.09,1867.62,280.95,1735.93,1183.74,1741.65,690.24,1105.87,"Mezi Vodami, Prague - Modřany",50.01763,14.40109,"CZK 23,000",A,New-build,Prefab concrete,,,,1.0,1.0,,,Up to 10 years,Standard,Personal,Central,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
"CZK 7,300","CZK 2,500",553127,1 bedroom,10/10/2022,32 m²,Fully furnished,-1,1.0,379.95,216.6,338.3,1387.57,437.9,256.98,228.4,378.37,489.99,65.09,"Janského, Prague - Stodůlky",50.0378706,14.3424114,"CZK 9,800",C,Good,Prefab concrete,,,,,,,,Up to 10 years,,Personal,Central,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",658066,2 bedroom,12/1/2022,76 m²,Partly,1,1.0,269.88,1471.05,897.98,1143.3,496.44,1036.07,492.6,1028.76,732.43,648.04,"U Poštovky, Prague - Košíře",50.06962,14.35619,"CZK 34,000",E,Very good,Prefab concrete,,,,,,1.0,,,,Cooperative,Central,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500",690034,2 bedroom,12/1/2022,60 m²,Partly,4,1.0,345.11,391.05,333.41,2147.02,305.78,435.93,895.66,129.54,370.66,305.41,"Horolezecká, Prague - Hostivař",50.0521877,14.5455454,"CZK 44,000",D,Very good,Prefab concrete,,1.0,,,,,,,,Personal,Central,,1.0,,,Complete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 2,750",731312,Studio,9/1/2022,30 m²,Fully furnished,1,1.0,176.41,649.83,330.27,562.13,263.45,522.46,374.06,579,711.15,324.72,Prague - Michle,50.05069,14.45507,"CZK 20,000",G,New-build,Brick,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",743839,3+1,10/4/2022,72 m²,Partly,1,,140.52,1432.09,674.79,916.59,408.72,631.57,958.97,1234.52,1342.23,715.31,"Rosečská, Prague - Krč",50.03894,14.45525,"CZK 30,000",G,Very good,Brick,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 3,800",740660,Studio,11/14/2022,39 m²,Fully furnished,,,165.04,693.97,218.31,198.96,208.44,199.93,410.35,701.37,475.65,42.79,Prague - Libeň,50.10525,14.47206,"CZK 20,000",A,Very good,Low-energy,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,000",72711,3+kk,12/1/2022,70 m²,Fully furnished,2,1.0,165.96,665.13,303.58,741.6,4.74,348.24,226.36,217.63,676.75,216.43,"Pernerova , Prague - Karlín",50.0893807,14.4450545,"CZK 33,000",A,,Brick,,,,,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
