Listing ID,Price,Latitude,Longitude,District,Layout,Floor Space,Fees,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Condition,Refundable security deposit,Ownership Type,Building Type,PENB,Age,Design,Total number of floors,Renovation,Heating,Front garden,Administration fee,Developer name,Project name,Kód jednotky,New building,Investment Advisor
401143,"CZK 12,500",50.0544343,14.5127755,"Práčská, Prague - Záběhlice",2 bedroom,52 m²,"CZK 3,600",Partially furnished,2,No,No,No,No,Yes,Yes,No,17. 03. 2022,214,442,432,483,306,438,648,903,831,140,Good,"CZK 24,000",Personal,Prefab concrete building,C,,Standard materials and solutions,,Exterior,District heating,,,,,,,
615846,"CZK 5,800",50.069998,14.488557,"Gutova, Prague - Strašnice",Small studio,16 m²,"CZK 1,400",,1,No,No,No,No,No,No,No,25. 04. 2022,82,992,477,622,89,295,355,776,318,249,New build,"CZK 10,000",Personal,Brick building,G,,,,,,,,,,,,
514992,"CZK 15,900",50.0806407,14.4498808,Prague - Žižkov,1 bedroom with open-plan kitchen,51 m²,CZK 750,Partially furnished,5,No,No,No,No,No,Yes,No,01. 05. 2018,445,404,200,508,85,305,377,491,664,352,,"CZK 18,000",Personal,Brick building,,,,,,,,,,,,,
709962,"CZK 13,000",50.09935,14.42987,"Milady Horákové, Prague - Holešovice",Studio,30 m²,"CZK 2,500",Furnished,2,Yes,No,Yes,No,No,No,No,22. 04. 2022,75,523,33,158,86,70,139,60,409,,Excellent,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
286300,"CZK 13,500",50.033422754,14.610529887,"Václava Trojana, Prague - Uhříněves",1 bedroom with open-plan kitchen,52 m²,"CZK 4,000",Furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,14. 05. 2022,134,"1,224",357,"1,233",731,"1,177",749,"1,252",894,164,Excellent,"CZK 35,000",Personal,Brick building,C,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
652153,"CZK 15,000",50.071528,14.430216,"Fügnerovo náměstí, Prague - Nové Město",Studio,20 m²,"CZK 4,500",Furnished,3,No,No,No,No,Yes,Yes,Yes,19. 04. 2022,210,499,175,346,159,239,220,429,661,519,Excellent,"CZK 3,000",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,Middle floor,Overall,Central heating,,,,,,,
163681,"CZK 11,000",50.1401102,14.548523,"Herlíkovická, Prague - Kbely",Small studio,46 m²,"CZK 4,850",Partially furnished,1,No,Yes,No,No,No,No,No,,161,959,773,812,"1,109","1,042",711,"1,130",142,,,,Personal,Brick building,A,10 to 30 years years,Standard materials and solutions,Ground floor,,District heating,42 m²,,,,,,
351656,"CZK 12,000",50.0590262,14.3820704,"Na Farkáně III, Prague - Radlice",1 bedroom,32 m²,"CZK 3,000",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,217,744,118,531,214,"1,064",832,565,707,331,,"CZK 24,000",Personal,Brick building,,,,Ground floor,,Electric boiler,,,,,,,
608060,"CZK 11,000",50.008761,14.415273,"Československého exilu, Prague - Modřany",Studio,39 m²,"CZK 1,910",,3,Yes,No,No,No,No,Yes,No,01. 06. 2022,68,475,402,376,445,401,241,541,"1,086",425,New build,CZK 1,Personal,Brick building,B,,,,,,,,,,,Yes,
709484,"CZK 13,500",50.05702105,14.292262248137,"Do Zahrádek I, Prague - Třebonice",Studio,31 m²,"CZK 2,500",Furnished,4,Yes,No,No,No,No,Yes,Yes,21. 04. 2022,289,"1,204",586,530,842,640,640,864,481,,New build,"CZK 31,000",Personal,Brick building,A,,Premium materials and solutions,Top floor,,Other,,,,,,Yes,
605139,"CZK 25,000",50.095329,14.458173,"Kaizlovy Sady, Prague - Karlín",1 bedroom with open-plan kitchen,48 m²,"CZK 2,263",Furnished,2,Yes,Yes,Yes,No,Yes,Yes,No,25. 04. 2022,85,789,82,529,83,486,289,"1,008",537,220,Excellent,"CZK 25,000",Personal,Brick building,B,,,Middle floor,Overall,Central heating,15 m²,,,,,,
715222,"CZK 16,500",50.04577,14.30466,"Klementova, Prague - Stodůlky",1 bedroom with open-plan kitchen,52 m²,"CZK 3,500",Partially furnished,2,No,No,No,Yes,No,Yes,No,25. 04. 2022,147,109,174,"1,482",120,917,"1,014",619,780,132,New build,"CZK 25,000",Cooperative,Brick building,B,,,,,,,,,,,,
393866,"CZK 18,000",50.0692954,14.4739425,"Amurská, Prague - Vršovice",2 bedroom,53 m²,"CZK 1,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,15. 06. 2022,294,442,218,324,110,505,76,195,144,184,,"CZK 36,000",Personal,Brick building,,,,,,,,,,,,,
600130,"CZK 10,000",50.072442,14.392718,"Plzeňská, Prague - Smíchov",Studio,30 m²,"CZK 2,500",Partially furnished,1,No,No,No,No,No,No,No,01. 07. 2022,64,925,20,616,155,745,212,"1,000",933,226,Excellent,"CZK 12,500",Personal,Brick building,G,,,Middle floor,,Central heating,,,,,,,
506568,"CZK 20,900",50.0692665,14.3734225,"Pod Kavalírkou, Prague - Košíře",1 bedroom with open-plan kitchen,55 m²,"CZK 5,500",Furnished,3,Yes,Yes,Yes,No,Yes,Yes,No,31. 05. 2022,203,249,242,217,279,325,480,962,832,165,New build,"CZK 50,000",Personal,Brick building,B,1 to 10 years years,Premium materials and solutions,Middle floor,,Central heating,50 m²,,,,,Yes,
624638,"CZK 14,000",50.013883,14.634175,"Preislerova, Prague - Kolovraty",1 bedroom with open-plan kitchen,54 m²,"CZK 2,503",Partially furnished,2,Yes,No,No,No,No,No,Yes,30. 04. 2022,223,566,991,924,953,962,617,"1,316",257,,Excellent,"CZK 14,000",Personal,Brick building,B,1 to 10 years years,Standard materials and solutions,,,Gas boiler,,,,,,,
707202,"CZK 28,990",50.10296333333,14.43471,"Schnirchova, Prague - Holešovice",2 bedroom,80 m²,"CZK 2,249",Partially furnished,6,No,No,No,No,No,Yes,No,,177,833,68,345,76,160,373,455,920,,Excellent,"CZK 31,239",Personal,Brick building,G,,,,,,,"CZK 31,239

                                
                                
                
i",,,,,
537507,"CZK 30,000",50.0787284,14.4380824,"Anny Letenské, Prague - Vinohrady",3 bedroom,90 m²,"CZK 5,000",Furnished,3,No,No,No,No,No,No,No,01. 01. 2019,143,504,340,202,92,241,214,214,280,611,,"CZK 30,000",Personal,Brick building,,,,,,,,,,,,,
713216,"CZK 15,000",50.03495,14.38949,"Devonská, Prague - Hlubočepy",Studio,60 m²,"CZK 6,000",Partially furnished,2,Yes,No,Yes,No,No,Yes,No,14. 05. 2022,202,"1,286",669,"1,194",642,"1,252","1,272","1,272","1,205",91,New build,"CZK 21,000",Personal,Brick building,G,,,,,Central heating,,,,,,,
599897,"CZK 18,000",50.079357,14.448796,"Ondříčkova, Prague - Žižkov",1 bedroom with open-plan kitchen,40 m²,"CZK 1,800",Furnished,1,Yes,No,No,No,No,Yes,No,01. 05. 2022,316,378,43,377,103,406,247,287,691,274,Excellent,"CZK 16,000",Personal,Brick building,B,1 to 10 years years,,,Overall,District heating,,,,,,,
588609,"CZK 17,000",50.108993,14.624449,"Ve žlíbku, Prague - Horní Počernice",3 bedroom,82 m²,"CZK 3,000",Unfurnished,2,Yes,No,No,No,No,No,No,01. 06. 2022,104,758,967,716,501,910,368,,,,Excellent,"CZK 17,000",Personal,Brick building,B,,,Middle floor,,Gas boiler,,,,,,,
715153,"CZK 12,000",50.10421,14.47933,"U Balabenky, Prague - Libeň",Studio,38 m²,"CZK 3,000",Furnished,2,No,No,No,No,No,No,No,01. 05. 2022,11,274,121,364,58,317,387,471,133,398,Good,"CZK 12,000",Personal,Brick building,G,,,,,,,,,,,,
641201,"CZK 13,000",49.987588,14.453434,"U Nové Louky, Prague - Cholupice",2 bedroom,42 m²,"CZK 3,500",Furnished,1,No,No,No,No,Yes,No,No,19. 04. 2022,404,348,553,564,,,,,,,Good,"CZK 16,500",Personal,Brick building,,,,,,,,,,,,,
715151,"CZK 20,990",50.09762888888,14.34767472222,"Vokovická, Prague - Vokovice",3 bedroom,78 m²,"CZK 3,534",Partially furnished,12,Yes,No,No,No,No,Yes,No,,122,"1,174",57,891,309,286,214,125,278,186,Good,"CZK 24,524",Personal,Prefab concrete building,D,,,,,,,"CZK 24,524

                                
                                
                
i",,,,,
715135,"CZK 13,990",50.0968525,14.46717666666,"Nekvasilova, Prague - Karlín",1 bedroom with open-plan kitchen,48 m²,"CZK 1,799",Unfurnished,7,Yes,No,Yes,No,No,Yes,No,,246,"1,072",189,"1,019",304,807,563,545,778,130,Good,"CZK 15,769",Personal,Prefab concrete building,G,,,,,,,"CZK 15,769

                                
                                
                
i",,,,,
415530,"CZK 13,000",50.0482602,14.4379876,"Milevská, Prague - Krč",Studio,35 m²,"CZK 3,000",Partially furnished,2,Yes,No,No,No,No,No,No,22. 04. 2022,219,360,267,432,155,436,424,564,187,122,,"CZK 16,000",Personal,Prefab concrete building,,,,,,,,,,,,,
587681,"CZK 13,500",50.079564,14.428764,"Krakovská, Prague - Nové Město",2 bedroom,51 m²,"CZK 5,500",Furnished,5,No,No,No,No,No,Yes,No,01. 07. 2022,273,540,175,46,147,201,498,676,330,582,Good,"CZK 19,000",Personal,Brick building,E,30 to 50 years years,Premium materials and solutions,Attic,,Gas boiler,,,,,,,
715128,"CZK 14,000",50.01729,14.44441,"Zdislavická, Prague - Kamýk",1 bedroom with open-plan kitchen,40 m²,"CZK 3,000",Furnished,6,Yes,No,Yes,No,No,Yes,No,01. 06. 2022,162,652,130,"1,233",570,166,492,442,939,170,Good,"CZK 14,000",Personal,Prefab concrete building,B,,,,,,,,,,,,
532548,"CZK 22,500",50.0082724,14.4211055,Prague - Modřany,3 bedroom with open-plan kitchen,76 m²,"CZK 3,000",Furnished,6,Yes,No,No,No,No,Yes,No,01. 07. 2022,457,585,436,446,514,471,232,"1,023",951,629,Excellent,"CZK 45,000",Cooperative,Prefab concrete building,,1 to 10 years years,,Middle floor,,,,,,,,,
598228,"CZK 10,000",50.054874,14.525425,"Rychtáře Petříka, Prague - Hostivař",Studio,36 m²,"CZK 3,000",Partially furnished,1,No,Yes,No,No,No,Yes,No,01. 05. 2022,287,755,238,717,532,759,"1,182",642,491,399,New build,"CZK 10,000",Personal,Brick building,B,1 to 10 years years,,Middle floor,,,,,,,,,
661647,"CZK 12,500",50.02428,14.51511,"Ke Kateřinkám, Prague - Chodov",1 bedroom with open-plan kitchen,47 m²,"CZK 4,000",Partially furnished,7,Yes,No,Yes,Yes,No,No,No,01. 05. 2022,14,969,166,"1,452",268,216,136,524,"1,472",265,New build,"CZK 10,000",Personal,Prefab concrete building,B,1 to 10 years years,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
715113,"CZK 21,000",50.04804,14.4852,"Hrusická, Prague - Záběhlice",3 bedroom,72 m²,"CZK 2,000",Furnished,3,No,No,No,Yes,No,No,No,01. 06. 2022,198,334,261,275,219,121,293,"1,053",296,,Excellent,"CZK 21,000",Personal,Brick building,C,,,,,,,,,,,,
715096,"CZK 20,000",50.07159,14.44605,"Voroněžská, Prague - Vršovice",2 bedroom with open-plan kitchen,75 m²,"CZK 4,000",,1,No,No,No,No,No,No,No,01. 05. 2022,102,595,24,523,75,664,466,426,266,256,Good,"CZK 48,000",Personal,Brick building,G,,,,,,,,,,,,
710381,"CZK 18,300",50.0124216,14.4017606,"Vrátnická, Prague - Modřany",1 bedroom with open-plan kitchen,53 m²,"CZK 3,800",Partially furnished,5,Yes,No,Yes,No,Yes,Yes,Yes,22. 03. 2022,79,953,290,"1,197",615,"1,258","1,259",537,,,New build,"CZK 40,000",Personal,Low-energy building,A,,Premium materials and solutions,,,Central heating,,,,,,Yes,
661115,"CZK 27,500",50.07783,14.43667,"Vinohradská, Prague - Vinohrady",3 bedroom,112 m²,"CZK 5,581",Partially furnished,3,Yes,No,No,No,No,No,No,21. 03. 2022,82,240,76,129,72,4,335,424,475,805,Excellent,,Personal,Brick building,F,,,,,,,,,,,,
452524,"CZK 14,900",50.1057184,14.5300966,"Konzumní, Prague - Hloubětín",1 bedroom with open-plan kitchen,50 m²,CZK 700,Unfurnished,1,Yes,No,No,No,No,No,No,01. 05. 2022,203,797,178,778,542,648,739,597,636,435,,"CZK 15,000",Personal,Brick building,,,,,,,,,,,,,
714225,"CZK 16,104",50.08065,14.431,"Washingtonova, Prague - Nové Město",Studio,24 m²,"CZK 3,200",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,124,331,157,252,102,6,301,804,219,527,Excellent,"CZK 32,208",Personal,Brick building,D,,,,,,,,,,,,
714221,"CZK 23,363",50.08065,14.431,"Washingtonova, Prague - Nové Město",1 bedroom with open-plan kitchen,38 m²,"CZK 4,200",Furnished,2,No,No,No,No,No,Yes,No,01. 06. 2022,124,331,157,252,102,6,301,804,219,527,Excellent,"CZK 46,726",Personal,Brick building,D,,,,,,,,,,,,
596022,"CZK 30,000",50.071549,14.446247,"Voroněžská, Prague - Vršovice",3 bedroom with open-plan kitchen,110 m²,"CZK 5,000",,4,Yes,No,No,No,No,Yes,No,01. 06. 2022,88,582,11,510,62,650,453,440,253,242,Good,"CZK 70,000",Personal,Brick building,G,,,,,,,,,,,,
710940,"CZK 34,000",50.0959448,14.453085513058,"Rohanské nábřeží, Prague - Karlín",2 bedroom with open-plan kitchen,80 m²,"CZK 5,750",Furnished,5,Yes,No,Yes,No,Yes,Yes,No,01. 05. 2022,327,632,307,307,206,444,677,553,540,,New build,"CZK 20,000",Personal,Prefab concrete building,G,1 to 10 years years,,,,District heating,,,,,,,
596903,"CZK 14,000",50.029986,14.369024,"Voskovcova, Prague - Hlubočepy",1 bedroom with open-plan kitchen,45 m²,"CZK 3,000",Partially furnished,2,No,No,No,No,No,Yes,No,01. 10. 2021,111,862,87,859,36,851,205,258,498,193,Excellent,"CZK 17,000",Personal,Prefab concrete building,C,,Standard materials and solutions,Middle floor,Overall,District heating,,,,,,,
657522,"CZK 15,500",50.06862,14.40104,"Ostrovského, Prague - Smíchov",1 bedroom with open-plan kitchen,61 m²,"CZK 3,000",Partially furnished,1,No,No,No,No,No,No,No,01. 05. 2022,27,143,131,268,19,44,346,591,852,149,Excellent,"CZK 18,500",Personal,Brick building,D,,,,,,,,,,,,
714416,"CZK 23,000",50.09179,14.44168,"Sokolovská, Prague - Karlín",1 bedroom,27 m²,"CZK 4,500",Furnished,3,No,Yes,No,No,No,No,No,18. 04. 2022,170,423,142,168,13,109,427,891,261,225,Excellent,"CZK 23,000",Personal,Brick building,G,,,,,,,,,,,,
715057,"CZK 13,000",50.08178,14.44705,"Kubelíkova, Prague - Žižkov",1 bedroom,30 m²,"CZK 1,970",Partially furnished,,No,Yes,No,No,No,No,No,01. 07. 2022,546,395,30,489,17,63,293,301,622,393,Excellent,"CZK 15,000",Personal,Brick building,G,,,,,,,,,,,,
710458,"CZK 25,000",50.08156,14.64289,"Nesměřická, Prague - Újezd nad Lesy",Other,30 m²,,Partially furnished,1,No,No,No,No,No,No,No,18. 04. 2022,359,851,433,768,887,703,310,,,,Excellent,CZK 500,Personal,Brick building,G,,Standard materials and solutions,,,,10 m²,,,,,,
526339,"CZK 9,100",50.063656,14.4444206,"Mečislavova, Prague - Nusle",1 bedroom,38 m²,CZK 800,Partially furnished,4,No,No,No,No,No,No,No,24. 06. 2022,286,508,121,251,211,258,490,787,669,627,,"CZK 25,000",Personal,Brick building,,1 to 10 years years,,Middle floor,Interior,Other,,,,,,,
451823,"CZK 13,800",50.0740589,14.4437095,"Šumavská, Prague - Vinohrady",1 bedroom,58 m²,"CZK 1,700",Furnished,3,No,No,No,No,No,No,No,15. 05. 2022,163,129,116,617,96,399,289,279,497,251,Excellent,"CZK 14,000",Personal,Brick building,D,,,Middle floor,Overall,Gas boiler,,,,,,,
140217,"CZK 10,000",50.095907,14.3655905,"Na Rozdílu, Prague - Vokovice",1 bedroom with open-plan kitchen,55 m²,"CZK 4,000",Unfurnished,-1,No,No,No,No,Yes,No,No,01. 05. 2022,454,449,482,458,133,151,726,679,869,109,,"CZK 10,000",Personal,Brick building,D,over 50 years years,,Ground floor,Interior,Other,,,,,,,
152553,"CZK 14,500",50.1275027,14.5031577,"Bechlínská, Prague - Letňany",1 bedroom with open-plan kitchen,55 m²,"CZK 5,400",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,No,18. 04. 2022,225,841,106,870,581,807,351,519,270,,,"CZK 29,000",Personal,Brick building,,,,,,,,,,,,,
658598,"CZK 18,000",50.03467,14.59202,"Dopravní, Prague - Uhříněves",2 bedroom with open-plan kitchen,76 m²,"CZK 4,000",Unfurnished,4,No,No,No,Yes,No,No,No,10. 05. 2022,133,823,291,771,516,726,508,290,"1,338",229,Excellent,"CZK 20,000",Personal,Brick building,G,,Standard materials and solutions,Top floor,Overall,Central heating,,,,,,,
714165,"CZK 14,000",50.10196,14.45036,"Tusarova, Prague - Holešovice",1 bedroom,36 m²,"CZK 1,000",Partially furnished,7,No,Yes,No,Yes,No,Yes,No,01. 06. 2022,70,358,92,146,47,75,219,182,368,154,Good,"CZK 14,000",Personal,Brick building,,,Standard materials and solutions,Top floor,,Central heating,,,,,,,
470822,"CZK 8,000",50.0120743,14.4201057,"Mazancova, Prague - Modřany",1 bedroom with open-plan kitchen,45 m²,"CZK 4,500",Furnished,5,No,No,No,No,Yes,Yes,No,15. 04. 2022,250,"1,074",196,976,"1,020","1,001",325,170,"1,096",294,Excellent,"CZK 12,500",Cooperative,Prefab concrete building,C,30 to 50 years years,Premium materials and solutions,Middle floor,Exterior,District heating,,,,,,,
166213,"CZK 26,999",50.0808055,14.4197518,"Spálená, Prague - Nové Město",2 bedroom,72 m²,"CZK 3,000",Furnished,3,No,No,No,No,No,No,No,01. 05. 2022,43,650,75,105,60,114,171,530,170,544,Excellent,"CZK 29,999",Personal,Brick building,C,1 to 10 years years,Premium materials and solutions,,Overall,Gas boiler,116 m²,,,,,,
714384,"CZK 17,800",50.13026,14.42985,"Gdaňská, Prague - Bohnice",2 bedroom,57 m²,"CZK 3,000",Partially furnished,8,No,No,No,Yes,No,No,No,16. 04. 2022,119,407,276,"1,226",403,552,518,285,559,117,Excellent,"CZK 36,000",Personal,Prefab concrete building,C,1 to 10 years years,Standard materials and solutions,Top floor,Overall,District heating,,,,,,,
698932,"CZK 24,000",50.07954,14.41736,"Opatovická, Prague - Nové Město",1 bedroom with open-plan kitchen,88 m²,"CZK 4,000",Partially furnished,1,No,No,No,No,No,Yes,No,01. 02. 2022,240,604,53,296,31,392,129,248,272,533,Excellent,"CZK 30,000",Personal,Brick building,A,,,Middle floor,Overall,Electric boiler,,,,,,,
456763,"CZK 19,000",50.0786,14.4237301,"Navrátilova, Prague - Nové Město",1 bedroom with open-plan kitchen,42 m²,"CZK 6,000",Unfurnished,2,No,No,No,No,No,No,No,01. 02. 2022,181,650,164,189,30,299,194,515,511,452,,"CZK 40,000",Personal,Brick building,,,,,,,,,,,,,
27966,"CZK 18,000",50.0757964,14.4035156,"Štefánikova, Prague - Smíchov",1 bedroom,30 m²,"CZK 2,000",Unfurnished,3,No,Yes,No,No,No,No,No,01. 06. 2022,28,239,70,78,57,33,265,"1,013",833,438,,"CZK 20,000",Personal,Brick building,G,,,Middle floor,,Other,,,,,,,
714184,"CZK 12,500",50.03736,14.41106,"Ke Krči, Prague - Braník",2 bedroom,54 m²,"CZK 4,200",Partially furnished,2,No,No,Yes,No,No,No,No,15. 04. 2022,172,296,182,203,440,202,413,"1,308",321,,Good,"CZK 20,000",Personal,Brick building,G,,,,,,,,,,,,
714142,"CZK 16,500",50.04296,14.54984,"Padovská, Prague - Horní Měcholupy",1 bedroom with open-plan kitchen,54 m²,"CZK 3,750",Partially furnished,3,Yes,No,Yes,No,Yes,Yes,Yes,01. 07. 2022,395,616,474,921,847,839,531,610,652,294,Excellent,"CZK 33,000",Personal,Brick building,B,,,,,,,,,,,,
451726,"CZK 20,000",50.0834475,14.3447623,"Na Klášterním, Prague - Břevnov",3 bedroom,71 m²,"CZK 5,000",Furnished,1,No,No,No,No,No,No,No,01. 06. 2022,234,860,251,622,344,640,339,147,523,262,Excellent,"CZK 25,000",Personal,Prefab concrete building,,,Premium materials and solutions,Raised ground floor,Overall,District heating,,,,,,,
491989,"CZK 19,500",50.0852863,14.4414487,"Seifertova, Prague - Žižkov",2 bedroom,60 m²,"CZK 3,800",Furnished,5,No,No,No,No,No,Yes,No,01. 05. 2022,218,542,89,201,47,541,464,291,642,468,Excellent,"CZK 30,000",Personal,Brick building,,,Standard materials and solutions,Middle floor,Overall,Other,,,,,,,
713758,"CZK 18,500",50.10398,14.48591,"Českomoravská, Prague - Libeň",2 bedroom with open-plan kitchen,56 m²,"CZK 2,600",Partially furnished,4,No,No,No,No,No,Yes,No,01. 05. 2022,159,337,213,255,60,386,332,819,438,326,Excellent,"CZK 25,000",Personal,Brick building,D,,,Middle floor,,,,,,,,,
600532,"CZK 65,000",50.075681,14.408523,"Janáčkovo Nábřeží, Prague - Smíchov",5 bedroom,165 m²,"CZK 10,000",Partially furnished,6,No,Yes,No,No,No,Yes,No,11. 04. 2022,279,223,344,342,68,418,193,839,"1,059",309,Excellent,"CZK 65,000",Personal,Brick building,G,1 to 10 years years,Premium materials and solutions,Top floor,,Central heating,,,,,,,
603998,"CZK 18,000",50.02628,14.530734,"Loosova, Prague - Háje",1 bedroom with open-plan kitchen,53 m²,"CZK 4,500",,3,Yes,Yes,No,No,No,Yes,Yes,01. 05. 2022,97,973,382,630,464,704,311,473,764,410,New build,"CZK 30,000",Personal,Brick building,A,,,,,,,,,,,,
714473,"CZK 12,500",50.1271,14.37922,"Sídlištní, Prague - Lysolaje",Studio,37 m²,"CZK 2,500",Furnished,2,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 25,000",Personal,Low-energy building,G,,,,,,,,,,,,
714472,"CZK 15,000",50.01325,14.42609,"Daškova, Prague - Modřany",1 bedroom,41 m²,"CZK 3,000",Partially furnished,7,No,No,No,No,No,Yes,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 30,000",Personal,Prefab concrete building,C,1 to 10 years years,Standard materials and solutions,Top floor,Exterior,District heating,,,,,,,
714471,"CZK 38,900",50.09292,14.45004,"Křižíkova, Prague - Karlín",Studio,49 m²,,Furnished,2,Yes,No,No,No,No,Yes,No,02. 05. 2022,,,,,,,,,,,Excellent,"CZK 38,900",Personal,Brick building,C,,,,,,,,,,,,
714470,"CZK 28,900",50.07035,14.45073,"Košická, Prague - Vršovice",1 bedroom with open-plan kitchen,43 m²,"CZK 2,900",Furnished,4,No,No,No,No,No,Yes,No,22. 04. 2022,,,,,,,,,,,Excellent,"CZK 28,900",Personal,Brick building,E,,,,,Gas boiler,,,,,,,
593860,"CZK 8,000",50.029714,14.529635,"Bajkonurská, Prague - Háje",Studio,28 m²,"CZK 3,500",Partially furnished,4,No,No,Yes,No,No,Yes,No,18. 04. 2022,109,534,142,184,203,265,461,310,325,297,Good,"CZK 10,000",Personal,Prefab concrete building,G,,,Middle floor,,District heating,,,,,,,
714459,"CZK 13,000",50.07165,14.45777,"Bulharská, Prague - Vršovice",Studio,30 m²,"CZK 2,228",Furnished,1,No,No,No,No,No,No,No,01. 05. 2022,,,,,,,,,,,Excellent,"CZK 25,000",Personal,Brick building,G,,,,,,,,,,,,
714457,"CZK 25,000",50.08828,14.45798,"Koněvova, Prague - Žižkov",1 bedroom with open-plan kitchen,61 m²,"CZK 3,900",Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 05. 2022,,,,,,,,,,,New build,"CZK 50,000",Personal,Other,G,1 to 10 years years,Premium materials and solutions,Middle floor,,Central heating,54 m²,,,,,Yes,
