Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Cellar,Enclosed balcony,Heating,Ownership,Parking,Age,Balcony,Designe,Reconstruction,Terrace,Garage,New-build,Administrative fee,Plot type,Plot space,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 15,000","CZK 4,500",690939,2+kk,7/1/2022,41 m²,Partly,8,1.0,174.46,172.95,79.71,2502.65,185.1,123.29,374.59,1558.26,1468.67,118.63,"Žukovského, Prague - Ruzyně",50.090668,14.3081756,"CZK 40,000",B,Very good,Prefab concrete,,,Distance,Personal,1.0,30 - 50 years,1.0,Standard,Complete,,,,,,,
"CZK 21,990","CZK 2,898",724661,3+kk,7/15/2022,75 m²,Partly,8,1.0,160.63,558.54,263.99,258.01,134.0,265.96,153.66,667.55,558.02,251.01,"Přímětická, Prague - Michle",50.04637305555,14.44896111111,"CZK 24,888",G,Good,Prefab concrete,1.0,,,Personal,,,,,,,,,"CZK 24,888",,,
"CZK 27,000","CZK 6,500",724102,4+kk,6/29/2022,110 m²,Unfurnished,1,,221.91,1454.82,87.21,845.4,294.99,253.45,444.69,138.34,503.18,523.88,Prague - Dejvice,50.10798,14.38969,"CZK 33,500",F,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 30,000","CZK 2,600",724650,2 bedroom,7/4/2022,91 m²,Partly,4,1.0,302.0,238.01,247.55,266.19,121.13,325.91,148.52,400.64,944.25,459.99,Prague - Nové Město,50.07634,14.41639,"CZK 60,000",G,Very good,Brick,1.0,,,,,Over 50 years,1.0,Luxurious,Complete,,,,,,,
"CZK 16,000",CZK 0,550011,4+1,7/5/2019,26 m²,Fully furnished,19,1.0,110.29,517.45,40.44,41.35,24.43,76.41,292.45,181.86,1302.89,204.35,"Petržílkova, Prague - Stodůlky",50.050706268831,14.348084754523,"CZK 16,000",A,New-build,Low-energy,1.0,1.0,Distance,Cooperative,1.0,Up to 10 years,1.0,Luxurious,Complete,1.0,1.0,1.0,,,,
"CZK 30,000","CZK 8,000",606434,3+1,9/12/2022,106 m²,Partly,2,1.0,278.74,223.11,343.94,342.19,68.45,417.84,193.38,839.03,1058.67,308.53,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,"CZK 30,000",G,Good,Brick,,,Central,Personal,,,1.0,Standard,Complete,,,,,,,
"CZK 18,000","CZK 5,500",724573,2+kk,7/3/2022,55 m²,Partly,4,1.0,107.33,379.42,91.24,282.93,161.43,388.98,731.08,257.07,502.24,175.6,Prague - Dejvice,50.10023,14.39253,"CZK 23,500",G,Very good,Brick,1.0,,,,1.0,,,,,,,,,,,
"CZK 16,000","CZK 4,000",724572,Studio,7/22/2022,44 m²,Fully furnished,4,1.0,145.74,122.09,199.62,338.5,304.59,445.73,360.63,454.11,826.39,399.99,"Pod Klamovkou, Prague - Košíře",50.0693726,14.37604275,"CZK 40,000",C,New-build,Brick,,,Central,Personal,,,,Luxurious,Complete,,,1.0,,,,
"CZK 27,000","CZK 8,400",400077,3+1,7/1/2022,109 m²,Partly,2,1.0,217.79,597.56,265.89,683.05,336.87,315.43,400.63,752.22,652.55,483.58,"Talichova, Prague - Břevnov",50.0879235,14.3636788,"CZK 35,400",C,,Brick,,,Central,Personal,,,1.0,,,1.0,,,,,,
"CZK 25,000","CZK 6,500",443057,3+kk,8/1/2022,68 m²,Fully furnished,5,1.0,322.53,458.92,300.29,485.87,265.43,360.84,370.67,553.6,711.95,373.27,"Radlická, Prague - Smíchov",50.066358,14.4027444,"CZK 25,000",,,Brick,1.0,,Central,Personal,,,,,,,,,,,,
"CZK 15,000","CZK 2,000",480743,Studio,7/1/2022,43 m²,Unfurnished,4,1.0,204.9,251.55,125.07,364.98,282.63,259.02,847.82,736.32,692.68,223.49,"Soukalova, Prague - Modřany",50.0038161,14.4155874,"CZK 17,000",,New-build,Brick,,,Distance,Personal,1.0,Up to 10 years,1.0,Standard,,,1.0,1.0,,,,
"CZK 14,500","CZK 5,000",537244,2 bedroom,8/1/2022,51 m²,Partly,8,1.0,525.24,735.54,615.0,595.97,506.06,625.79,439.42,413.37,1312.64,101.54,"Tobrucká, Prague - Vokovice",50.1016601,14.3597364,"CZK 40,000",C,,Prefab concrete,1.0,,Central,Cooperative,1.0,30 - 50 years,,,Exterior,,,,,,,
"CZK 13,000","CZK 6,000",724564,Studio,7/4/2022,30 m²,Fully furnished,4,1.0,173.11,480.68,157.09,182.99,54.28,49.65,571.37,625.94,121.51,764.35,Prague - Karlín,50.09218,14.43936,"CZK 18,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,000",609333,2+kk,8/1/2022,66 m²,Fully furnished,3,1.0,70.63,316.15,440.2,605.53,386.45,304.32,500.65,477.82,389.93,167.72,"Olšanská, Prague - Žižkov",50.083025,14.465472,"CZK 58,000",G,New-build,Brick,,,Central,Personal,1.0,Up to 10 years,,Luxurious,,,1.0,,,,,
"CZK 15,000","CZK 2,500",723903,2+kk,8/1/2022,45 m²,Fully furnished,1,1.0,75.49,951.99,829.18,2227.48,373.16,438.71,661.21,1599.7,1462.97,464.39,Prague - Krč,50.01986,14.46292,"CZK 15,000",G,Good,Prefab concrete,1.0,,Central,,1.0,,,Standard,Bathroom unit,,,,,,,
"CZK 19,500","CZK 2,300",718728,2+kk,5/16/2022,73 m²,Partly,4,1.0,229.47,2023.05,1162.12,1925.67,345.81,1458.48,876.34,1467.0,1212.04,798.47,"Vorařská, Prague - Modřany",50.01368,14.40018,"CZK 40,000",C,Very good,Brick,1.0,,,Personal,,,,,,,1.0,,,,,
"CZK 15,000","CZK 4,500",724548,1 bedroom,8/1/2022,36 m²,Fully furnished,1,1.0,218.5,978.72,232.06,501.62,518.54,504.29,182.89,264.21,341.09,424.32,Prague - Letňany,50.13374,14.50727,"CZK 30,000",G,Good,Prefab concrete,1.0,1.0,,,,,,,,,,,,,,
"CZK 21,500","CZK 1,000",563355,3+kk,8/1/2022,70 m²,Fully furnished,3,,339.61,435.48,193.82,449.25,167.41,389.77,241.36,360.95,701.29,294.02,"Herálecká II, Prague - Krč",50.0449923,14.4438755,"CZK 21,500",B,Very good,Brick,,,Distance,Personal,,Up to 10 years,,Standard,Interior,,,,,,,
"CZK 12,800","CZK 3,062",197481,1 bedroom,6/28/2022,48 m²,Partly,4,,219.92,522.99,254.42,318.08,291.14,512.99,288.04,869.5,254.51,133.4,"Podolská, Prague - Podolí",50.0554479,14.4208775,CZK 0,,Good,Brick,1.0,,Gas boiler,Personal,,,,Standard,,,,,,,,
"CZK 21,500","CZK 2,500",554807,3+1,7/1/2021,76 m²,Fully furnished,2,1.0,175.53,470.22,65.07,126.0,78.48,162.78,394.51,655.62,805.59,288.86,Prague - Krč,50.0465752,14.4461258,CZK 1,C,Very good,Brick,1.0,,Distance,Personal,1.0,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 16,000","CZK 6,000",724498,2+kk,7/2/2022,43 m²,Fully furnished,1,1.0,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,"CZK 32,000",B,Very good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 20,300","CZK 3,000",690121,3+1,7/20/2022,76 m²,Partly,1,,533.56,1433.83,494.75,1509.19,504.83,1498.72,84.61,192.74,792.93,118.56,"Urbánkova, Prague - Modřany",50.00206,14.43246,"CZK 50,000",G,Good,Prefab concrete,,1.0,Central,Personal,1.0,,,,Interior,,,,,,,
"CZK 20,000","CZK 4,000",724486,3+kk,7/2/2022,66 m²,Fully furnished,5,1.0,309.03,931.93,419.23,2591.51,650.09,1438.97,349.52,1707.87,845.82,252.27,Prague - Kamýk,50.00735,14.45384,"CZK 25,000",G,Very good,Prefab concrete,,1.0,Central,,,,,Standard,Complete,,,,,,,
"CZK 28,600","CZK 1,200",652210,4+kk,7/4/2022,104 m²,Unfurnished,1,1.0,339.67,681.0,88.32,387.89,38.18,463.73,389.47,371.96,490.62,70.52,"Puškinovo Náměstí, Prague - Bubeneč",50.102945,14.401963,"CZK 57,200",D,Very good,Brick,,,Gas boiler,Personal,,,,,Complete,,,,,,,
"CZK 14,400","CZK 3,000",724468,2+kk,7/18/2022,42 m²,Fully furnished,4,1.0,334.55,965.65,174.62,684.3,197.82,433.6,391.64,161.5,126.26,45.75,Prague - Libeň,50.10832,14.49069,"CZK 28,800",G,Very good,Brick,1.0,,,,,,,,,,,,,,,
"CZK 18,000","CZK 5,500",602552,2 bedroom,8/1/2022,40 m²,Fully furnished,2,,236.6,194.46,171.08,262.74,136.12,284.54,67.52,952.98,179.07,477.14,"Růžová, Prague - Nové Město",50.0836,14.430418,"CZK 23,500",G,Very good,Brick,,,Other,Personal,,Over 50 years,,Standard,Complete,,,,,,,
"CZK 7,650","CZK 2,000",724464,Small studio,7/2/2022,21 m²,Partly,2,1.0,213.87,403.45,469.89,1568.62,184.86,1216.34,469.76,365.09,368.14,276.51,Prague - Střešovice,50.08935,14.38393,CZK 0,G,Good,Brick,,,,,1.0,,,,,,,,,,,
"CZK 12,500","CZK 5,000",724462,2+kk,7/2/2022,40 m²,Fully furnished,12,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,"CZK 24,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,1.0,,,,,
"CZK 28,500","CZK 4,000",724459,2 bedroom,7/2/2022,67 m²,Fully furnished,1,,150.85,444.96,280.68,350.29,94.62,286.23,25.39,16.18,419.87,700.95,Prague - Vinohrady,50.07959,14.43616,"CZK 28,500",G,Very good,Brick,,,,,1.0,,,,,,,,,,,
"CZK 6,000","CZK 2,800",399727,2 bedroom,7/2/2022,57 m²,Fully furnished,1,,114.31,60.85,136.83,184.68,121.58,133.1,177.88,527.86,154.18,386.09,"Slavníkova, Prague - Břevnov",50.0844859,14.3650719,"CZK 8,800",,,Brick,1.0,,Gas boiler,Personal,,Over 50 years,,,,,,,,,,
"CZK 18,500","CZK 5,116",724451,2+kk,8/1/2022,42 m²,Fully furnished,1,,14.41,674.77,29.3,40.79,8.33,37.64,298.48,406.69,379.19,357.17,Prague - Žižkov,50.08922,14.46875,"CZK 18,500",G,Very good,Brick,,,,,,Up to 10 years,,Standard,,,,,,,,
"CZK 23,000","CZK 3,944",659097,2+kk,9/1/2022,58 m²,Fully furnished,1,1.0,480.56,1973.94,169.45,1648.48,1294.97,766.39,1094.91,1383.24,1086.76,157.32,"Pod Harfou, Prague - Vysočany",50.10422,14.5085,"CZK 25,000",B,New-build,Brick,,,,Personal,1.0,,1.0,,,,1.0,,,,,
"CZK 24,000",CZK 600,663624,2 bedroom,7/1/2022,72 m²,Partly,5,,117.45,214.72,82.71,72.96,71.35,28.69,497.42,424.84,542.02,127.98,"Jičínská, Prague - Vinohrady",50.0774,14.4609,"CZK 24,000",D,Very good,Brick,1.0,,,Personal,,,,Standard,,,,,,,,
"CZK 16,500","CZK 3,500",256301,2+kk,7/2/2022,54 m²,Partly,2,,349.81,1035.2,141.67,586.71,277.22,604.28,422.01,284.88,313.49,273.6,"Hořanská, Prague - Žižkov",50.0905093,14.4796408,"CZK 33,000",,Very good,Brick,,,Central,Personal,,,,,Complete,,,,,,,
"CZK 15,000","CZK 1,000",724420,1 bedroom,7/1/2022,45 m²,Fully furnished,4,1.0,64.45,381.46,152.72,386.63,117.12,356.86,113.1,118.29,646.57,676.32,Prague - Vinohrady,50.07515,14.43964,"CZK 15,000",G,Good,Brick,1.0,,Gas boiler,,,,,Standard,,,,,,,,
"CZK 13,000","CZK 2,000",410897,2 bedroom,8/1/2022,75 m²,Partly,1,,196.88,485.2,235.18,466.75,249.05,412.04,535.68,412.05,423.94,257.76,"Konzumní, Prague - Hloubětín",50.1060851,14.5328716,"CZK 26,000",,,Brick,,,Central,Personal,,,,,,,,,,,,
"CZK 8,300","CZK 2,600",717177,Studio,7/1/2022,21 m²,Partly,2,,482.04,774.37,651.57,2085.85,515.76,750.21,791.76,1553.63,1343.79,826.85,"Pasteurova, Prague - Krč",50.01784,14.46071,CZK 0,G,Very good,Brick,1.0,,,Personal,,,,,,1.0,,,,,,
"CZK 18,500","CZK 3,600",235804,3+1,8/1/2022,78 m²,Partly,7,1.0,298.21,1339.23,117.22,1728.47,549.85,491.05,172.37,805.9,1773.32,59.38,"Zdiměřická, Prague - Chodov",50.0229294,14.5126768,"CZK 37,000",C,Very good,Prefab concrete,,1.0,,Personal,,30 - 50 years,,Standard,Complete,,,,,,,
"CZK 22,500","CZK 3,872",724375,2+kk,7/1/2022,60 m²,Partly,4,1.0,106.03,481.75,390.44,175.11,299.15,480.32,163.74,458.39,261.53,280.66,Prague - Vršovice,50.06896,14.46471,"CZK 45,000",B,New-build,Low-energy,1.0,,,,,,1.0,,,,,1.0,,,,
"CZK 30,000","CZK 7,000",720483,4+kk,5/30/2022,100 m²,Partly,4,1.0,482.95,2156.35,1774.98,2150.51,563.85,2018.82,1466.63,2024.54,689.82,1388.76,Prague - Hodkovičky,50.01916,14.40095,"CZK 70,000",G,New-build,Brick,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,
"CZK 8,250","CZK 3,738",724369,Small studio,7/1/2022,20 m²,Partly,6,1.0,107.44,1295.05,188.34,1644.08,112.71,709.13,842.85,1174.67,559.7,380.76,Prague - Krč,50.02978,14.44976,"CZK 11,988",G,Very good,Prefab concrete,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 1,500",501751,Small studio,7/1/2022,35 m²,Partly,2,,333.82,584.56,154.21,439.08,344.7,495.05,589.37,587.29,769.29,294.06,"Krátká, Prague - Vinohrady",50.0750204,14.4851619,"CZK 16,400",,,Brick,,,Electric boiler,Personal,,,,,Interior,,,,,,,
"CZK 39,000","CZK 6,000",360662,3+1,9/1/2022,132 m²,Partly,2,,233.39,1012.59,639.48,1120.68,597.19,1099.32,837.76,1205.03,563.58,207.62,"Fráni Šrámka, Prague - Smíchov",50.0694751,14.3887278,"CZK 50,000",G,Very good,Brick,1.0,,Gas boiler,Personal,,Over 50 years,1.0,,Complete,,1.0,,,,,
"CZK 14,800","CZK 3,200",535200,1 bedroom,8/1/2022,52 m²,Fully furnished,3,,59.26,163.57,125.6,2367.17,119.48,310.61,307.09,185.78,1294.9,325.42,Prague - Braník,50.0355664,14.4120967,"CZK 14,800",A,Very good,Brick,1.0,1.0,Gas boiler,Personal,,Up to 10 years,1.0,Luxurious,Complete,1.0,,,,,,
"CZK 13,500","CZK 1,395",698447,Studio,8/15/2022,45 m²,Unfurnished,5,1.0,185.78,340.6,66.76,22.91,21.38,246.81,153.49,643.7,382.12,114.7,"Dejvická, Prague - Dejvice",50.09815,14.39999,"CZK 29,790",C,Very good,Brick,1.0,,,Personal,,,,,Complete,,,,,,,
"CZK 19,000","CZK 2,500",724331,2+kk,7/1/2022,52 m²,Unfurnished,5,1.0,136.05,1483.82,345.64,1465.37,811.27,355.02,1072.87,1504.86,1033.31,515.62,Prague - Hloubětín,50.10264,14.52004,"CZK 21,500",C,New-build,Other,,,Central,Personal,1.0,Up to 10 years,1.0,,,,1.0,1.0,,,,
"CZK 17,800","CZK 2,800",622342,2+kk,9/1/2022,49 m²,,1,,221.69,310.92,154.97,323.61,160.75,178.87,409.62,660.6,146.18,337.47,"Osadní, Prague - Holešovice",50.106094,14.446594,"CZK 22,000",B,Very good,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 12,000","CZK 2,500",111504,Studio,7/1/2022,26 m²,Fully furnished,1,,240.97,846.78,236.22,403.09,99.86,402.2,312.86,405.03,416.48,251.58,"Rybalkova, Prague - Vršovice",50.0700662,14.4478064,"CZK 29,000",,Very good,Brick,,,Central,Personal,1.0,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 16,490",CZK 0,724286,3+kk,8/1/2022,63 m²,Partly,1,,371.33,379.58,241.53,312.02,381.19,461.46,257.12,338.52,402.14,329.82,Prague - Nusle,50.0636,14.4359,"CZK 16,490",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 21,900","CZK 4,500",387768,2 bedroom,7/1/2022,64 m²,Partly,5,1.0,224.07,495.37,262.51,429.38,146.72,229.44,300.68,300.68,552.1,807.07,"Španělská, Prague - Vinohrady",50.0797241,14.4347705,"CZK 52,000",,,Brick,,,,Personal,,,,,Interior,,,,,,,
"CZK 6,000","CZK 3,000",661029,Small studio,5/3/2021,20 m²,Fully furnished,3,1.0,137.0,232.53,164.22,167.0,281.89,551.5,244.56,363.41,312.88,352.34,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,"CZK 9,000",D,Very good,Other,,,Distance,,,,,Standard,,,,,,,,
"CZK 16,000","CZK 3,900",633986,2+kk,7/1/2022,43 m²,Fully furnished,3,1.0,248.73,517.92,177.98,409.83,52.97,388.62,89.35,255.17,74.96,226.55,"Šrobárova, Prague - Vinohrady",50.076081,14.468274,"CZK 30,000",G,Very good,Brick,,,,Cooperative,,,,,Complete,,,,,,,
"CZK 28,000","CZK 6,000",723716,5+kk,8/1/2022,91 m²,Partly,3,,129.54,648.79,352.88,745.82,235.17,809.06,356.07,206.09,457.89,99.15,Prague - Horní Měcholupy,50.0465,14.55732,"CZK 28,000",G,Good,Prefab concrete,,,Central,Personal,1.0,Up to 10 years,1.0,Standard,Complete,,,,,,,
"CZK 13,000","CZK 4,000",324151,2+kk,8/1/2022,60 m²,Partly,1,1.0,131.1,442.06,136.66,411.8,159.98,412.87,371.47,538.97,433.97,83.85,"Žerotínova, Prague - Žižkov",50.087643,14.4615366,CZK 0,,Good,Brick,1.0,,,Personal,,,,Standard,Complete,,,,,,,
"CZK 16,000","CZK 3,000",723980,2+kk,7/15/2022,43 m²,Fully furnished,7,1.0,168.59,428.29,108.17,456.95,333.58,449.12,114.22,408.21,717.75,58.73,Prague - Stodůlky,50.044,14.33541,"CZK 25,000",C,Very good,Prefab concrete,1.0,,Central,Personal,,,,,Complete,,,,,,,
"CZK 18,490","CZK 3,000",724297,2+kk,7/14/2022,55 m²,Unfurnished,2,1.0,535.47,1173.85,367.14,2320.45,365.19,2017.1,796.02,1321.0,1875.6,74.55,"U Traktorky, Prague - Dolní Chabry",50.14025527777,14.4461775,"CZK 21,490",B,New-build,Brick,1.0,,,Personal,,,1.0,,,,,1.0,"CZK 21,490",,,
"CZK 26,000","CZK 4,000",724269,4+kk,6/30/2022,120 m²,Partly,2,,152.79,844.08,128.63,473.17,374.92,922.92,1006.59,832.55,845.52,76.02,Prague - Suchdol,50.13461,14.372,"CZK 26,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 9,000","CZK 4,000",724267,Studio,7/8/2022,30 m²,Partly,-1,,355.81,1697.25,460.45,1152.64,458.05,445.4,182.91,315.25,215.54,165.6,Prague - Dejvice,50.10441,14.37787,"CZK 9,000",G,Good,Brick,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,000",257946,2+kk,6/29/2022,42 m²,Fully furnished,3,,91.53,437.84,79.6,137.33,1.11,181.86,414.36,266.21,251.67,662.32,"Lidická, Prague - Smíchov",50.0723918,14.4059555,"CZK 20,000",C,Very good,Brick,,,Other,Personal,1.0,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 6,000","CZK 1,000",723592,Other,6/25/2022,25 m²,Fully furnished,1,,231.24,1224.16,81.26,10.74,37.15,105.4,608.75,959.18,576.79,135.87,Prague - Libeň,50.10424,14.49114,"CZK 10,000",C,Very good,Other,,,,,1.0,,,,,,,,,,,
"CZK 18,000","CZK 3,500",724261,2+kk,9/1/2022,38 m²,Fully furnished,3,1.0,127.88,619.37,162.46,79.26,12.37,109.19,37.76,112.29,389.29,233.62,Prague - Nové Město,50.07543,14.42646,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 2,156",724249,2+kk,7/18/2022,52 m²,Partly,2,1.0,63.68,792.74,364.53,647.56,245.71,312.94,244.87,508.72,745.89,119.03,Prague - Vokovice,50.09643,14.35185,"CZK 17,500",G,Very good,Prefab concrete,1.0,1.0,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,000",685106,Studio,8/15/2022,33 m²,Fully furnished,5,,114.38,989.04,22.52,9.61,23.07,30.73,352.74,549.13,398.64,398.33,"Horská, Prague - Nové Město",50.06662,14.42307,"CZK 23,500",B,New-build,Brick,,,,Personal,,,1.0,,,,,,,,,
"CZK 31,000","CZK 5,000",639703,2 bedroom,8/1/2022,76 m²,Fully furnished,1,,281.04,439.68,100.81,187.07,72.69,444.68,171.71,477.4,342.81,483.28,"Železná, Prague - Staré Město",50.086328,14.422386,"CZK 36,000",G,Very good,Brick,,,,Personal,1.0,,,,,,,,,,,
"CZK 18,500","CZK 5,000",723793,3+kk,6/27/2022,67 m²,Partly,2,,240.15,1229.76,663.49,1151.97,207.94,897.97,1163.17,739.5,67.17,192.62,Prague - Strašnice,50.082,14.48192,"CZK 35,000",G,Very good,Brick,,,,Personal,1.0,,,,,,,,,,,
"CZK 15,000","CZK 5,800",445733,2+kk,8/1/2022,60 m²,Partly,2,,381.54,929.0,77.44,451.25,313.48,922.89,279.27,195.43,856.71,286.8,"U Družstva Život, Prague - Nusle",50.05642,14.4470012,"CZK 20,000",,Very good,Brick,1.0,,Gas boiler,Personal,1.0,,,,,,,,,,,
"CZK 30,000","CZK 7,000",118686,3+kk,7/15/2022,110 m²,Partly,2,,357.8,1260.77,961.85,1327.31,647.87,1114.49,769.88,534.69,576.95,211.24,"Na Fialce II, Prague - Řepy",50.0695036,14.3174676,"CZK 70,000",D,Very good,Brick,,,Gas boiler,Personal,,10 to 30 years,1.0,Luxurious,,,1.0,,,,,
"CZK 19,000","CZK 2,500",478537,2+kk,8/1/2022,54 m²,Partly,11,1.0,237.14,835.94,220.12,540.54,240.82,241.03,45.23,682.13,226.67,203.82,"Gutova, Prague - Strašnice",50.0702967,14.4929472,"CZK 19,000",,Very good,Prefab concrete,,1.0,Distance,Personal,1.0,Up to 10 years,,Luxurious,Complete,,,,,,,
"CZK 21,000","CZK 6,000",724165,3+1,6/29/2022,95 m²,Partly,1,,220.59,1849.6,507.94,488.18,645.6,1182.62,814.47,954.51,458.99,802.82,Prague - Vokovice,50.09405,14.33334,"CZK 32,000",B,Very good,Brick,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,500",489072,Studio,7/1/2022,39 m²,Partly,13,1.0,295.25,1482.86,,1680.58,0.0,768.94,1030.65,1357.27,747.5,568.56,Prague - Krč,50.0295942,14.4496271,"CZK 22,000",C,,Prefab concrete,,,,Personal,,,,Standard,,,,,,,,
"CZK 11,000","CZK 2,000",425448,Small studio,9/1/2022,18 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 13,000",,Very good,Brick,,,,Personal,,Up to 10 years,,Standard,Complete,,,,,,,
"CZK 11,900","CZK 3,000",150673,Studio,8/1/2022,31 m²,Fully furnished,1,,340.45,773.04,133.14,754.61,457.55,879.25,251.83,2122.99,1119.22,86.45,"Tulešická, Prague - Zličín",50.0586898,14.2826339,"CZK 19,000",,,Brick,,,,Other,,Up to 10 years,,Standard,,,,1.0,,,,
"CZK 12,500",CZK 800,724181,1 bedroom,7/25/2022,27 m²,Partly,2,,147.2,743.4,164.97,447.21,167.27,486.82,642.04,662.98,750.5,580.62,Prague - Nusle,50.06262,14.4464,"CZK 19,000",G,Very good,Brick,1.0,,,,,,1.0,,,,,,,,,
"CZK 10,000","CZK 2,500",698535,Studio,7/1/2022,30 m²,Fully furnished,2,1.0,297.87,147.25,573.29,1497.54,55.44,856.83,652.11,201.35,235.95,80.18,"Bukolská, Prague - Bohnice",50.13068,14.43328,"CZK 12,000",G,Very good,Prefab concrete,,,Central,Personal,,,,,,,,,,,,
"CZK 14,500","CZK 4,500",722823,2 bedroom,8/1/2022,58 m²,Partly,2,1.0,517.27,579.39,339.53,584.7,86.41,513.86,393.31,189.47,94.45,265.87,"Lihovarská, Prague - Libeň",50.10489775,14.48593875,"CZK 19,000",G,Very good,Brick,1.0,,Central,Personal,1.0,,,,Complete,,,,,,,
"CZK 15,700","CZK 2,500",598947,2+kk,7/15/2022,43 m²,Fully furnished,2,,162.44,907.01,83.45,625.66,61.33,213.35,242.19,464.72,389.43,193.21,"Drahobejlova, Prague - Libeň",50.107035,14.493065,"CZK 15,700",,Very good,Brick,,,Gas boiler,Cooperative,,,,,Complete,,,,,,,
"CZK 15,000","CZK 3,500",724043,Studio,7/1/2022,40 m²,Partly,2,1.0,164.07,1595.57,526.38,1270.11,670.42,579.01,417.83,1251.1,1107.75,499.59,Prague - Vysočany,50.10284,14.51,"CZK 30,000",B,New-build,Other,,1.0,,,1.0,,,,,,1.0,1.0,,,,
"CZK 19,000","CZK 6,000",724145,2+kk,6/29/2022,62 m²,Fully furnished,3,,536.07,1280.24,562.4,949.3,326.63,606.34,381.74,756.64,1072.23,163.05,Prague - Háje,50.02419,14.52576,"CZK 38,000",G,New-build,Brick,,,,,,,,,,1.0,,,,,,
"CZK 12,500","CZK 3,300",491996,Studio,10/1/2022,27 m²,Partly,1,,215.27,586.31,164.28,470.7,188.5,302.61,110.42,688.27,172.95,443.5,"Umělecká, Prague - Holešovice",50.1026409,14.4272798,"CZK 31,600",,,Brick,,,Central,Personal,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",603525,Studio,6/29/2022,38 m²,Unfurnished,2,,405.82,1735.36,1054.69,1829.53,829.29,1537.37,1423.47,1689.02,1379.73,841.56,"Sicherova, Prague - Kyje",50.114749,14.56658,"CZK 16,000",C,New-build,Brick,1.0,,Central,Personal,1.0,,1.0,,,,,,,,,
"CZK 13,000","CZK 3,000",642689,Studio,7/1/2022,32 m²,Unfurnished,4,,99.21,1303.77,573.78,791.38,640.94,1382.61,793.64,1292.24,412.87,124.99,"Sídlištní, Prague - Lysolaje",50.127532,14.379521,"CZK 16,000",C,New-build,Brick,1.0,,Distance,Personal,,,1.0,,,,,,,,,
"CZK 17,000","CZK 4,000",593858,2+kk,7/8/2022,95 m²,Partly,1,,286.16,405.12,267.1,579.0,185.85,452.44,269.13,1154.98,423.97,155.98,"Zítkova, Prague - Radotín",49.981812,14.360204,"CZK 20,000",G,Very good,Brick,,,,Personal,,,1.0,Standard,Interior,1.0,,,,,,
"CZK 20,000","CZK 2,840",712154,2+kk,7/1/2022,59 m²,Partly,5,,285.09,886.87,280.34,436.5,58.12,623.71,411.25,449.15,460.6,423.63,"Krymská, Prague - Vršovice",50.07146,14.44815,"CZK 20,000",G,Very good,Brick,,,,Personal,,,,,,,,,,,,
"CZK 27,000","CZK 4,000",525060,3+kk,9/1/2022,79 m²,Fully furnished,2,1.0,84.86,908.92,513.07,1195.74,466.68,604.8,530.88,804.33,860.36,299.23,"Na Popelce, Prague - Košíře",50.0685144,14.3842833,"CZK 40,000",D,New-build,Brick,,,Central,Personal,1.0,Up to 10 years,,,,,,1.0,,,,
"CZK 24,000","CZK 7,000",685115,2+kk,8/22/2022,50 m²,Fully furnished,4,1.0,165.09,980.83,116.92,149.04,162.49,108.73,492.07,669.13,487.28,408.51,"Horská, Prague - Nové Město",50.06636,14.42333,"CZK 31,000",B,New-build,Brick,,1.0,,Personal,1.0,,,,,,1.0,,,,,
