Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Designe,Domácí mazlíčci vítáni,Balcony,Terrace,Garage,Ownership,Balkón 5 m²,Parking,Cellar,Balkón 4 m²,New-build,Age,Balkón 3.2 m²,Terasa 11 m²,Sklep 1 m²,Balkón 2 m²,Sklep 5 m²,Heating,Reconstruction,Balkón 12 m²,Sklep 3 m²,Sklep 2 m²,Lodžie 3 m²,Sklep 10 m²,Balkón 1 m²,Lodžie 4 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 50 m²,Balkón 3 m²,Terasa 24 m²,Sklep 4 m²,Administrative fee,Terasa 12 m²,Lodžie 7 m²,Sklep 8 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Terasa 10 m²,Lodžie 5 m²,Lodžie 10 m²,Terasa 9.7 m²,Sklep 6 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Balkón 6 m²,Sklep 15 m²,Balkón 18 m²,Balkón 10 m²,Terasa 2 m²,Enclosed balcony,Terasa 5 m²,Balkón 73 m²,Terasa 13 m²,Lodžie 6 m²,Terasa 17.3 m²,Terasa 6 m²,Sklep 12 m²,Terasa 28 m²,Terasa 350 m²,Balkón 8 m²,Balkón 29 m²,Terasa 30 m²,Sklep 7 m²,Terasa 27 m²,Terasa 25 m²,Terasa 300 m²,Lodžie 8 m²,Terasa 9 m²,Balkón 7 m²,Terasa 78 m²,Balkón 2.6 m²,Sklep 58 m²,Balkón 6.4 m²,Sklep 1.3 m²,Balkón 2.5 m²,Terasa 14 m²,Terasa 8 m²,Terasa 4 m²,Lodžie 12 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 1.2 m²,Sklep 8.1 m²,Terasa 40 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 3.2 m²,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 17 m²,Balkón 14 m²,Sklep 2.4 m²,Terasa 200 m²,Balkón 9 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Terasa 18 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 20 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Sklep 44 m²
"CZK 19,000","CZK 2,091",730638,3+kk,10/3/2022,68 m²,Partly,8,1.0,359.8,896.27,372.32,643.41,170.94,405.27,358.15,398.69,688.26,211.72,Prague - Chodov,50.02743,14.52485,"CZK 42,000",C,Very good,Prefab concrete,Standard,,,,,,,,1.0,,,,,,,,,Central,Bathroom unit,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 4,500",129411,2 bedroom,1/7/2023,69 m²,Fully furnished,2,,341.79,1073.6,350.56,958.95,544.96,785.98,805.16,627.51,298.03,277.85,"Za Třebešínem, Prague - Strašnice",50.0852174,14.4900591,"CZK 38,000",,,Brick,,,,,,Personal,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 5,000","CZK 3,000",2280,5+1,12/6/2022,120 m²,Partly,1,,350.24,992.03,858.82,892.81,787.56,705.73,644.23,680.31,677.12,6.26,"Chalabalova, Prague - Stodůlky",50.0511043656,14.3177604675,"CZK 8,000",,Good,Prefab concrete,Standard,,,,,Personal,,,,,,,,,,,,Distance,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",366896,2+kk,11/6/2022,60 m²,Fully furnished,3,,73.21,966.72,206.7,778.71,680.46,199.26,628.92,627.32,1164.71,545.15,"Hornoměcholupská, Prague - Horní Měcholupy",50.0433026,14.5670631,"CZK 25,000",,New-build,Brick,Standard,,,,,Personal,1.0,,,,,Up to 10 years,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 3,700",745532,3+kk,10/17/2022,65 m²,Unfurnished,3,,360.72,636.62,344.12,565.83,199.44,644.55,300.07,164.26,302.52,165.34,"Krokova, Prague - Nusle",50.06266,14.42477,"CZK 50,000",C,Very good,Brick,Luxurious,,,,,Personal,,,,,,Over 50 years,,,,,,Electric boiler,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,500","CZK 2,600",743359,2+kk,10/23/2022,47 m²,Fully furnished,3,1.0,94.6,720.43,71.85,473.52,480.0,299.37,620.93,407.98,367.97,370.97,"Na Palouku, Prague - Strašnice",50.08065,14.48774,"CZK 50,000",B,New-build,Low-energy,Luxurious,,,,,,,1.0,,,1.0,,,,,,,Central,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,500",743484,Studio,10/23/2022,27 m²,Fully furnished,2,1.0,94.6,720.43,71.85,473.52,480.0,299.37,620.93,407.98,367.97,370.97,"Na Palouku, Prague - Strašnice",50.08065,14.48774,"CZK 35,000",B,New-build,Low-energy,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 5,000","CZK 1,000",745539,2 bedroom,10/17/2022,50 m²,Fully furnished,1,1.0,342.7,694.13,230.86,635.72,489.4,1506.4,335.97,897.33,1236.11,508.78,"Malovická, Prague - Záběhlice",50.04675,14.4941,"CZK 5,000",D,Good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500",113106,3+1,10/17/2022,67 m²,Partly,3,1.0,299.51,843.13,468.88,1338.51,305.13,509.6,412.22,353.89,751.15,608.87,"U Zahradního Města, Prague - Záběhlice",50.0538919,14.4972997,"CZK 40,000",,Very good,Brick,Standard,,1.0,,,Personal,,1.0,,,,10 to 30 years,,,,,,Central,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000",CZK 700,747023,3+1,10/22/2022,90 m²,Partly,3,,311.99,1302.69,248.06,787.58,291.85,356.0,405.01,835.21,433.45,194.51,"Primátorská, Prague - Libeň",50.11205,14.47203,"CZK 48,000",G,Very good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,300","CZK 4,600",251777,2+kk,1/1/2023,66 m²,Fully furnished,3,1.0,349.53,1671.6,600.86,1653.15,1065.34,610.24,1321.28,1342.85,871.31,129.71,"Sousedíkova, Prague - Vysočany",50.1050666,14.5181109,"CZK 36,600",C,New-build,Brick,,,,,,Personal,,1.0,,,1.0,Up to 10 years,,,,,,Central,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,000",744895,2+kk,11/14/2022,65 m²,Partly,2,,270.35,1161.75,1023.82,1007.47,362.27,1074.42,985.51,1424.06,1107.39,416.45,"Hošťálkova, Prague - Břevnov",50.08034,14.35592,"CZK 18,000",G,Very good,Brick,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",519525,Studio,12/1/2022,38 m²,Fully furnished,3,1.0,350.16,868.17,324.57,1108.3,489.65,280.86,324.49,608.38,1198.22,332.0,Prague - Hrdlořezy,50.0931777,14.5026757,"CZK 30,000",,New-build,Other,Standard,,,,,Personal,,1.0,,,1.0,Up to 10 years,,,,,,Electric boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",747004,2+kk,11/1/2022,57 m²,Partly,2,1.0,92.26,1354.33,649.87,1417.04,388.43,498.04,635.47,606,383.06,493.76,"K Vystrkovu, Prague - Modřany",50.0002,14.40657,"CZK 29,000",G,New-build,Brick,,,,,,Personal,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,"CZK 16,000",G,Very good,Brick,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,600",603217,2+kk,11/1/2022,57 m²,,1,,217.14,652.53,244.4,248.46,173.82,388.66,581.94,606.06,551.52,216.94,"Žerotínova, Prague - Žižkov",50.088101,14.464399,"CZK 21,500",F,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 4,200",619918,1 bedroom,11/1/2022,41 m²,Partly,1,1.0,207.69,482.27,84.36,438.85,95.84,148.6,275.64,425.8,739.88,517.15,Prague - Nové Město,50.07184,14.429817,"CZK 24,000",D,Very good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",658066,2 bedroom,12/1/2022,76 m²,Partly,1,1.0,269.88,1471.05,897.98,1143.3,496.44,1036.07,492.6,1028.76,732.43,648.04,"U Poštovky, Prague - Košíře",50.06962,14.35619,"CZK 34,000",E,Very good,Prefab concrete,,,,,,Cooperative,,,,,,,,,,,,Central,Complete,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,500",746970,4+1,11/14/2022,97 m²,Partly,3,1.0,83.92,358.73,1005.96,918.1,493.6,455.32,746.86,1231.93,563.17,181.89,"Nepomuckých, Prague - Letňany",50.13789,14.51806,"CZK 52,000",B,New-build,Brick,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500",745345,2+kk,11/1/2022,53 m²,Fully furnished,3,1.0,369.73,1039.62,299.43,624.89,210.14,785.28,431.25,403.99,240.55,449.55,"Kovanecká, Prague - Libeň",50.10861,14.48573,"CZK 35,000",G,Very good,Brick,Standard,1.0,,,,Personal,,1.0,,,,10 to 30 years,,,1.0,,,Central,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,400",745265,Studio,10/15/2022,60 m²,Unfurnished,2,,59.32,832.43,69.96,317.32,265.02,136.84,236.58,732.5,113.02,308.94,Prague - Libeň,50.10804,14.47238,"CZK 40,000",E,Very good,Brick,Standard,,,,,Personal,,,,,,Up to 10 years,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000",745308,3+kk,10/16/2022,83 m²,Unfurnished,4,1.0,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,"Štěchovická, Prague - Strašnice",50.07153,14.50459,"CZK 50,000",B,New-build,Brick,Luxurious,,,,,Personal,,,,,1.0,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,200",746951,Studio,11/1/2022,23 m²,Unfurnished,1,,278.28,479.79,155.84,307.17,15.16,321.44,279.09,330.24,324.6,303.84,"Letohradská, Prague - Holešovice",50.09845,14.42716,"CZK 19,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500","CZK 6,380",746947,2 bedroom,11/1/2022,75 m²,Partly,4,,278.28,479.79,155.84,307.17,15.16,321.44,279.09,330.24,324.6,303.84,"Letohradská, Prague - Holešovice",50.09845,14.42716,"CZK 30,000",G,Good,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500",553756,2+kk,11/1/2022,43 m²,Fully furnished,5,,204.67,314.3,130.29,372.76,96.98,447.81,372.6,267.73,444.24,117.36,"Plickova, Prague - Háje",50.0333093,14.5334493,"CZK 21,500",C,,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 5,700",746922,3+kk,10/31/2022,83 m²,Unfurnished,4,1.0,134.03,334.36,76.67,636.1,181.72,736.43,219.44,263.82,998.67,413.61,Prague - Košíře,50.06987,14.37994,"CZK 37,200",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,100",171814,1 bedroom,11/1/2022,41 m²,Partly,2,,187.11,169.07,114.85,402.33,80.7,90.16,117.4,266.13,506.88,126.51,"Osadní, Prague - Holešovice",50.1012226,14.4466875,"CZK 14,000",,,Brick,,,,,,Personal,,,,1.0,,,,,,,,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 6,800",516612,2+kk,11/1/2022,40 m²,Fully furnished,1,,187.41,1376.99,1113.46,2975.01,926.14,1002.09,1542.18,3198.29,1476.54,465.11,"Listopadová, Prague - Dolní Počernice",50.0813805,14.568253,"CZK 27,000",C,,Brick,,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,000",669194,2+kk,11/1/2022,39 m²,Fully furnished,1,,53.14,490.64,50.42,757.58,99.73,674.08,103.37,181.83,999.37,331.62,Prague - Košíře,50.0703847,14.3804533,"CZK 21,000",G,Very good,Brick,Standard,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990",CZK 738,746862,2+kk,11/2/2022,45 m²,Partly,4,,387.18,395.42,257.38,327.87,381.08,477.31,241.27,322.67,386.29,345.67,"Boleslavova, Prague - Nusle",50.06360833333,14.43567833333,"CZK 14,728",E,Very good,Brick,,,,,,Personal,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,266",582156,2+kk,10/17/2022,35 m²,Fully furnished,1,,184.42,280.33,118.49,463.89,121.58,328.88,159.43,210.79,835.26,648.06,"Varšavská, Prague - Vinohrady",50.073469,14.438616,"CZK 20,000",D,Very good,Brick,Standard,,,,,Personal,,,,,,Over 50 years,,,,,,Gas boiler,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 7,900",629329,2+kk,11/1/2022,62 m²,,2,1.0,163.13,718.6,183.86,204.76,153.56,496.97,771.71,878.75,478.73,244.81,"Kališnická, Prague - Žižkov",50.089741,14.462408,"CZK 22,000",B,Very good,Brick,,,,,1.0,Personal,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,200","CZK 4,800",657252,2+kk,11/1/2022,50 m²,Fully furnished,4,1.0,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,"CZK 26,000",G,Very good,Brick,,,,,,Cooperative,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500",746821,1 bedroom,11/1/2022,40 m²,Fully furnished,1,,211.98,904.35,517.72,607.83,309.37,590.15,205.35,354.45,856.68,392.14,"Plojharova, Prague - Břevnov",50.08525,14.34071,"CZK 15,000",G,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 2,943",746820,3+1,12/1/2022,120 m²,Partly,2,,25.93,360.7,46.42,232.32,33.36,105.06,92.01,74.31,586.34,180.97,"Korunní, Prague - Vinohrady",50.07554,14.45409,CZK 0,G,Good,Brick,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,500",741020,3+kk,11/7/2022,79 m²,Fully furnished,11,1.0,54.97,451.33,198.06,374.39,84.03,401.57,422.66,227.9,685.27,218.91,Prague - Řepy,50.0654,14.30412,"CZK 40,000",B,Very good,Prefab concrete,,,,,,,1.0,,,,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500",746809,2+kk,12/1/2022,54 m²,Fully furnished,3,1.0,99.36,1640.29,405.59,1501.44,102.98,824.47,929.13,1322.85,904.93,725.99,"Višňová, Prague - Krč",50.03177,14.44756,"CZK 20,000",B,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,458",652949,2+kk,11/1/2022,45 m²,Fully furnished,3,1.0,178.81,464.01,193.94,813.21,103.8,774.54,156.97,202.9,813.18,576.81,"Ohradní, Prague - Michle",50.05227,14.451992,"CZK 20,000",B,Very good,Prefab concrete,Standard,,,,,Cooperative,,1.0,,,,10 to 30 years,,,,,,Central,Complete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 6,500",746479,3+kk,12/1/2022,73 m²,Partly,4,,256.25,302.28,132.74,231.78,152.21,43.09,312.87,682.56,172.26,459.44,"Malířská, Prague - Bubeneč",50.10119,14.42554,"CZK 36,000",E,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000",743306,Small studio,10/1/2022,25 m²,Partly,5,1.0,111.04,459.71,21.31,60.66,24.36,76.21,431.77,545.98,0.31,550.11,Prague - Karlín,50.09251,14.45339,"CZK 17,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,000",746764,3+kk,12/1/2022,70 m²,Fully furnished,2,1.0,165.66,665.46,303.91,741.3,4.41,348.57,226.69,217.96,676.45,216.12,Prague - Karlín,50.08938,14.44505,"CZK 33,000",A,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 7,500",746740,4+1,11/1/2022,75 m²,Partly,1,1.0,369.67,172.71,197.4,262.15,272.43,589.16,362.04,156.57,1299.88,153.36,"Mimoňská, Prague - Prosek",50.12399,14.49938,"CZK 30,000",C,Very good,Prefab concrete,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",745240,3+1,11/1/2022,70 m²,Unfurnished,1,1.0,149.83,844.68,139.84,622.57,176.91,228.25,446.42,786.81,356.08,259.58,"Na Hroudě, Prague - Strašnice",50.0707,14.4871,"CZK 40,000",G,Good,Brick,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,000","CZK 3,500",522827,4+1,,102 m²,Fully furnished,4,,164.33,274.68,47.39,177.79,18.0,284.15,112.16,465.63,548.72,579.31,Prague - Malá Strana,50.0870672,14.4033291,"CZK 48,000",,,Brick,Luxurious,,,,,Personal,,,,,,Over 50 years,,,,,,Electric boiler,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000",627305,2+kk,11/1/2022,45 m²,Partly,2,,151.1,271.72,850.99,5144.62,273.84,832.78,729.99,457.14,429.6,75.42,"Čeperská, Prague - Vinoř",50.141882,14.576502,"CZK 20,000",B,Very good,Prefab concrete,Standard,,,,,Other,,,,,,,,,,,,Distance,Complete,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
