Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Age,Condition,Ownership,EPC,Heating,Terrace,Cellar,New-build,Parking,Garage,Reconstruction,Sklep 2 m²,Balcony,Lodžie 7.5 m²,Designe,Balkón 6 m²,Sklep 34 m²,Sklep 4 m²,Domácí mazlíčci vítáni,Balkón 33 m²,Balkón 4 m²,Balkón 9 m²,Enclosed balcony,Balkón 60 m²,Balkón 10 m²,Sklep 10 m²,Balkón 2 m²,Sklep 5 m²,Balkón 8 m²,Terasa 20 m²,Sklep 6 m²,Administrative fee,Terasa 12 m²,Balkón 3.1 m²,Balkón 32 m²,Terasa 32 m²,Terasa 19 m²,Balkón 7 m²,Sklep 20 m²,Sklep 3 m²,Sklep 1 m²,Terasa 40 m²,Lodžie 8 m²,Balkón 3 m²,Lodžie 1 m²,Balkón 5 m²,Terasa 15 m²,Water,Sewage,Plot space,Sklep 44 m²,Terasa 10 m²,Sklep 8 m²
"CZK 17,000","CZK 6,000",505041,2+kk,12/1/2022,53 m²,Partly,2,1.0,95.66,1509.12,812.68,2179.64,603.05,1555.57,1181.46,1692.47,1251.95,615.33,"Sicherova, Prague - Kyje",50.1149714,14.5619513,"CZK 17,000",Brick,Up to 10 years,Very good,Personal,C,Central,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,500","CZK 2,500",732297,3+1,10/15/2022,89 m²,Unfurnished,2,,3.91,381.44,229.01,260.45,16.48,466.6,148.75,1136.15,147.38,206.85,Prague - Bubeneč,50.10095,14.41842,"CZK 60,000",Brick,,Very good,,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 3,990",697953,Studio,9/6/2022,29 m²,Fully furnished,2,1.0,151.52,401.41,109.66,391.76,94.68,206.05,303.75,316.12,661.89,418.83,"Salmovská, Prague - Nové Město",50.07486,14.42255,"CZK 18,000",Brick,,Very good,Personal,B,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,900","CZK 2,500",735601,Studio,11/1/2022,24 m²,Unfurnished,2,,267.11,1127.97,492.74,1166.35,216.56,835.68,1367.67,243.64,974.08,462.38,Prague - Vršovice,50.06173,14.46551,"CZK 10,400",Brick,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,900",732272,2 bedroom,9/25/2022,62 m²,Fully furnished,2,,193.07,2055.72,1959.47,1811.12,1057.17,3315.71,1542.62,1445.66,1373.51,1098.9,Prague - Sobín,50.06745,14.26193,"CZK 20,000",Low-energy,Up to 10 years,New-build,,A,Geothermal,,,1.0,1.0,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,490","CZK 2,945",735581,Studio,10/9/2022,32 m²,Unfurnished,1,,238.59,576.86,229.13,268.85,232.47,367.92,374.85,528.7,504.18,461.86,"Hošťálkova, Prague - Břevnov",50.08293472222,14.37008416666,"CZK 14,435",Brick,,Very good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,435",,,,,,,,,,,,,,,,,,,,,
"CZK 13,990","CZK 2,949",735578,1 bedroom,10/8/2022,38 m²,Fully furnished,3,,356.01,895.24,106.52,408.38,184.1,967.39,447.07,313.63,863.22,150.36,"U družstva Repo, Prague - Nusle",50.057498931885,14.446800231934,"CZK 16,939",Brick,,Very good,Personal,D,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 16,939",,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500",643846,2 bedroom,12/5/2022,56 m²,Fully furnished,2,1.0,111.69,907.32,55.31,823.75,18.58,367.76,297.13,266.62,90.56,141.35,"Bělohorská, Prague - Břevnov",50.084925,14.378923,"CZK 37,000",Brick,,Very good,Personal,G,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZK 1,"CZK 6,220",31263,3+1,4/27/2022,70 m²,Unfurnished,,,207.23,1289.45,437.79,977.09,150.15,621.81,704.39,1017.59,346.87,40.94,Prague - Libeň,50.1115724,14.4775255,"CZK 22,000",Brick,,Wrong,Personal,,Electric boiler,,,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 5,000",456060,Studio,9/4/2022,43 m²,Partly,1,,195.33,1244.79,148.35,850.86,191.61,350.92,186.93,273.29,353.93,199.18,Prague - Vokovice,50.0978176,14.3459099,"CZK 16,000",Brick,Over 50 years,Good,Personal,F,,,1.0,,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",212190,Studio,10/1/2022,36 m²,Fully furnished,1,,189.7,1326.67,371.17,391.43,388.62,128.14,559.88,1082.07,600.96,593.69,"Českomoravská, Prague - Libeň",50.1028249,14.4966813,"CZK 15,500",Brick,,,Personal,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 5,000","CZK 2,000",723664,Other,6/26/2022,9 m²,Fully furnished,1,,355.18,1302.88,992.79,1389.78,681.37,1265.38,719.71,940.58,192.06,775.63,Prague - Petrovice,50.03371,14.54724,"CZK 2,000",Brick,,Good,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 3,000",735490,Studio,9/7/2022,26 m²,Fully furnished,1,,71.82,1155.13,667.44,821.2,321.12,783.31,770.05,430.95,2336.32,607.25,Prague - Újezd nad Lesy,50.07387,14.67211,"CZK 11,000",Brick,,Very good,,G,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,490","CZK 4,424",735471,2 bedroom,10/9/2022,85 m²,Partly,5,1.0,411.48,480.93,233.74,478.91,83.59,408.06,289.69,73.27,91.64,140.17,"Na Balkáně, Prague - Žižkov",50.09490333333,14.48939916666,"CZK 25,914",Brick,,Very good,Personal,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 25,914",,,,,,,,,,,,,,,,,,,,,
"CZK 15,990","CZK 1,953",735464,3+1,10/9/2022,58 m²,Partly,7,1.0,81.2,538.01,352.16,523.22,360.47,332.22,189.5,132.25,1123.67,311.71,"Novodvorská, Prague - Braník",50.02687027777,14.42904444444,"CZK 17,943",Prefab concrete,,Very good,Cooperative,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 17,943",,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,100",733270,2+kk,10/1/2022,48 m²,Fully furnished,,,75.97,940.38,255.24,863.44,61.31,812.69,738.49,520.91,194.73,88.27,Prague - Řepy,50.066,14.29848,"CZK 15,000",Prefab concrete,,Very good,,C,Distance,,1.0,,,,Bathroom unit,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,499","CZK 1,000",732406,Small studio,9/5/2022,40 m²,Partly,3,,125.86,217.39,168.26,2409.84,102.11,269.28,349.76,144.45,1228.34,258.85,Prague - Braník,50.03521,14.41167,"CZK 18,000",Brick,,Very good,,G,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 2,100",389966,2+kk,11/1/2022,50 m²,Fully furnished,2,,60.84,331.87,96.69,176.28,83.63,235.29,35.21,109.64,643.61,208.21,Prague - Vinohrady,50.0757959,14.4544847,"CZK 40,000",Brick,Over 50 years,Good,Cooperative,G,Gas boiler,1.0,1.0,,,,Interior,,,,Luxurious,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 3,000",428817,Studio,10/15/2022,50 m²,Fully furnished,2,1.0,258.24,1063.78,452.67,1410.65,576.83,619.31,780.44,201.59,1011.23,531.96,"Na Hřebenkách, Prague - Smíchov",50.0746634,14.3868058,"CZK 40,000",Brick,Up to 10 years,New-build,Personal,B,Central,1.0,1.0,1.0,1.0,1.0,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",515356,2+kk,12/1/2022,40 m²,Partly,3,1.0,245.07,1603.95,923.29,2129.19,697.88,1650.4,1292.07,1787.3,1232.57,710.16,Prague - Kyje,50.115837,14.563305,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,B,Central,,,1.0,1.0,,,,1.0,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 5,500",731960,3+kk,10/1/2022,81 m²,Fully furnished,5,1.0,393.03,1027.39,258.04,1001.43,706.51,542.62,526.95,452.48,1226.06,80.7,Prague - Střížkov,50.13044,14.49426,"CZK 50,000",Brick,Up to 10 years,New-build,,B,Electric boiler,1.0,,1.0,1.0,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000",496025,3+kk,10/1/2022,94 m²,Partly,1,1.0,215.86,646.3,97.29,444.91,98.85,617.11,559.33,677.46,638.21,226.22,"V Kapslovně, Prague - Žižkov",50.086872,14.4629213,"CZK 35,000",Brick,,,Personal,,Central,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,000","CZK 4,000",613420,Studio,10/1/2022,31 m²,,3,1.0,265.39,510.79,358.01,1348.79,523.71,610.43,33.71,489.51,816.07,237.2,"Bachova, Prague - Chodov",50.030742,14.512007,"CZK 15,000",Prefab concrete,,Very good,Personal,B,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,500","CZK 4,000",725359,2 bedroom,8/28/2022,80 m²,Partly,1,,379.01,2220.31,438.76,1628.78,367.87,1674.19,2055.82,2977.16,401.69,189.22,Prague - Hostavice,50.08462,14.55603,"CZK 43,000",Brick,10 to 30 years,Very good,Personal,,,1.0,,,1.0,,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,000",731912,1 bedroom,11/1/2022,41 m²,Fully furnished,3,1.0,50.4,136.37,17.92,343.39,46.61,70.87,203.62,387.13,82.88,253.52,Prague - Žižkov,50.08769,14.45695,"CZK 18,000",Brick,Up to 10 years,Very good,,G,Central,,,1.0,,,Complete,,1.0,,Standard,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 3,554",732649,1 bedroom,10/9/2022,37 m²,Fully furnished,2,,205.96,1473.39,136.32,1145.72,182.43,123.65,514.34,163.28,592.77,122.93,"Vyžlovská, Prague - Strašnice",50.06713416666,14.51026305555,"CZK 16,544",Brick,,Good,Personal,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 16,544",,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 3,500",731901,2+kk,9/29/2022,50 m²,Fully furnished,7,,311.79,937.12,217.43,494.16,172.3,251.34,607.78,1093.67,297.97,798.29,Prague - Holešovice,50.10363,14.43617,"CZK 44,000",Low-energy,,New-build,,E,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 2,500",731890,1 bedroom,8/31/2022,34 m²,Unfurnished,5,1.0,246.83,1125.71,266.13,1352.95,317.8,547.91,323.27,954.4,383.94,131.64,Prague - Záběhlice,50.05399,14.49154,"CZK 25,000",Prefab concrete,,Very good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 3,892",731882,2+kk,8/31/2022,80 m²,Partly,1,1.0,405.6,1464.68,497.77,1080.01,146.99,1119.79,1146.85,267.71,674.66,28.68,Prague - Liboc,50.08978,14.33119,"CZK 24,000",Low-energy,Up to 10 years,Very good,,G,Central,,1.0,,,1.0,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,100",572986,3+1,10/1/2022,75 m²,Partly,1,1.0,20.73,736.07,76.78,653.85,228.84,695.13,411.28,309.72,543.02,290.23,"Dvacátého osmého pluku, Prague - Vršovice",50.070779649373,14.463591322468,"CZK 36,000",Brick,Up to 10 years,Very good,Personal,,Gas boiler,,,,,,Complete,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,999","CZK 2,999",661680,Studio,10/1/2022,34 m²,Fully furnished,3,,426.94,712.38,385.38,392.11,337.62,363.52,409.86,737.2,814.72,12.05,"Kvestorská, Prague - Michle",50.04843,14.44784,"CZK 26,000",Other,,Very good,Personal,D,Distance,,1.0,,1.0,,Complete,,,,Luxurious,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000",650442,2+kk,3/15/2021,75 m²,Fully furnished,6,1.0,439.43,329.93,177.27,299.2,234.8,530.92,164.73,508.99,866.38,246.87,Prague - Vinohrady,50.079607,14.453788,"CZK 25,000",Brick,,New-build,Personal,A,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000",731959,2 bedroom,9/1/2022,55 m²,Fully furnished,2,,105.35,795.48,322.76,1323.56,370.38,345.89,985.47,791.63,751.1,302.83,Prague - Smíchov,50.05994,14.40353,"CZK 35,000",Brick,Over 50 years,Very good,,G,,,1.0,,,,,,1.0,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 2,500",690553,2+kk,11/1/2022,58 m²,Partly,5,1.0,173.2,143.72,55.5,115.32,75.38,164.5,161.13,377.97,198.6,457.31,"Štítného, Prague - Žižkov",50.0851483,14.4512417,"CZK 40,000",Brick,Up to 10 years,Very good,Personal,B,Electric boiler,,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 0,731744,1 bedroom,8/30/2022,25 m²,Partly,-2,1.0,526.23,1761.75,670.71,1678.77,518.16,1314.39,103.82,711.14,1340.53,1014.3,Prague - Smíchov,50.05165,14.40599,"CZK 13,000",Brick,,Very good,,G,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,000",731640,2 bedroom,9/15/2022,57 m²,Partly,1,,42.28,1333.45,38.11,1050.56,53.56,352.31,487.68,225.33,739.54,307.67,Prague - Strašnice,50.06666,14.49611,"CZK 19,500",Brick,,Good,,B,Central,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",724007,2 bedroom,10/1/2022,50 m²,Partly,7,1.0,389.25,774.13,323.7,739.31,727.09,294.3,706.95,822.24,966.06,553.44,Prague - Stodůlky,50.05252,14.33426,"CZK 25,000",Prefab concrete,,Good,,F,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",612642,2 bedroom,1/1/2023,56 m²,Partly,3,,237.36,1110.63,155.7,1248.46,259.1,342.61,159.41,583.65,268.8,74.08,"Na Korábě, Prague - Libeň",50.11433,14.467836,"CZK 45,000",Brick,,Very good,Personal,C,Distance,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,500",219421,1 bedroom,8/31/2022,55 m²,Partly,2,,184.81,1643.59,178.56,1325.68,325.07,964.92,1135.51,971.01,218.31,274.23,"U Pekařky, Prague - Libeň",50.1138842,14.479848,"CZK 30,000",Brick,10 to 30 years,,Personal,,,,,,1.0,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,900",488732,Studio,9/22/2019,38 m²,Fully furnished,2,,185.99,1644.78,177.37,1326.86,326.25,966.1,1134.32,969.81,217.12,273.03,"U Pekařky, Prague - Libeň",50.1138957,14.4798538,"CZK 30,000",Brick,Up to 10 years,,Personal,,Gas boiler,,,1.0,1.0,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 1,800",496824,2 bedroom,9/1/2022,69 m²,Partly,2,,191.28,442.28,71.73,199.8,77.02,134.35,347.72,484.05,479.89,421.08,"Žitná, Prague - Nové Město",50.0777397,14.4219854,"CZK 38,000",Brick,Over 50 years,,Personal,,Gas boiler,,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 3,500",731539,2+kk,10/1/2022,55 m²,Partly,3,1.0,379.03,601.9,459.73,906.83,703.12,822.08,516.85,596.63,646.89,471.36,Prague - Horní Měcholupy,50.04235,14.54955,"CZK 39,000",Low-energy,,New-build,Personal,A,Central,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,800",731524,2+kk,10/31/2022,50 m²,Fully furnished,4,1.0,175.62,1229.93,607.72,1211.48,880.36,1156.77,1160.04,1191.59,1059.99,422.63,Prague - Hloubětín,50.10861,14.52706,"CZK 40,000",Brick,,New-build,,G,,,1.0,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 2,500",658687,2+kk,9/1/2022,59 m²,Fully furnished,5,1.0,360.18,307.48,138.21,231.62,151.3,290.16,315.54,832.17,205.65,218.51,"U Studánky, Prague - Bubeneč",50.10168,14.4242,"CZK 48,000",Brick,,Very good,Personal,,Gas boiler,,,,,,,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,500",632492,2+kk,9/1/2022,45 m²,Fully furnished,3,,180.84,1467.25,271.5,852.64,399.48,346.38,711.86,504.96,620.18,331.51,"Šestidomí, Prague - Bubeneč",50.111335,14.39601,"CZK 19,500",Brick,,Very good,Personal,G,Distance,,1.0,,,1.0,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,000",727571,2 bedroom,9/1/2022,54 m²,Partly,4,,163.71,536.01,341.23,457.12,274.45,408.39,674.65,441.76,1026.37,118.68,Prague - Malešice,50.08159,14.5055,"CZK 20,000",Prefab concrete,,Good,Cooperative,G,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 40,000","CZK 5,000",625132,3+kk,10/15/2022,120 m²,Partly,5,1.0,298.02,582.29,118.5,369.23,72.95,352.83,295.23,336.0,673.21,91.68,"Baranova, Prague - Žižkov",50.079934,14.457769,"CZK 45,000",Brick,,Very good,Personal,G,,1.0,,,,,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,990","CZK 3,058",732159,Studio,10/9/2022,23 m²,Fully furnished,4,,15.46,1094.5,175.72,946.19,95.9,1117.76,284.87,278.35,479.27,212.72,"Novovysočanská, Prague - Vysočany",50.10008444444,14.48660861111,"CZK 14,048",Brick,,Very good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,048",,,,,,,,,,,,,,,,,,,,,
"CZK 10,990","CZK 3,058",732158,Studio,10/9/2022,23 m²,Fully furnished,4,,15.46,1094.5,175.72,946.19,95.9,1117.76,284.87,278.35,479.27,212.72,"Novovysočanská, Prague - Vysočany",50.10008444444,14.48660861111,"CZK 14,048",Brick,,Very good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,048",,,,,,,,,,,,,,,,,,,,,
"CZK 12,990","CZK 5,534",732149,2+kk,10/8/2022,40 m²,,4,,466.84,536.29,200.59,248.7,291.65,544.25,780.91,337.4,2013.04,436.09,"Bryksova, Prague - Černý Most",50.10644083333,14.58310111111,"CZK 18,524",Prefab concrete,,Very good,Personal,C,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 18,524",,,,,,,,,,,,,,,,,,,,,
"CZK 22,990","CZK 5,485",732145,3+1,10/9/2022,78 m²,,3,1.0,323.76,705.08,150.61,289.27,137.57,191.46,271.87,285.43,411.99,165.39,"Rostovská, Prague - Vršovice",50.06818611111,14.44945,"CZK 28,475",Prefab concrete,,New-build,Personal,C,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 28,475",,,,,,,,,,,,,,,,,,,,,
"CZK 22,990","CZK 5,485",732144,3+1,10/9/2022,78 m²,,3,1.0,323.76,705.08,150.61,289.27,137.57,191.46,271.87,285.43,411.99,165.39,"Rostovská, Prague - Vršovice",50.06818611111,14.44945,"CZK 28,475",Prefab concrete,,New-build,Personal,C,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 28,475",,,,,,,,,,,,,,,,,,,,,
"CZK 26,490","CZK 3,776",732137,3+1,10/9/2022,100 m²,,3,1.0,113.53,208.15,165.67,265.24,65.65,355.59,292.01,406.64,233.87,311.04,"Novákových, Prague - Libeň",50.10404611111,14.47706416666,"CZK 30,266",Brick,,Good,Personal,G,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,"CZK 30,266",,,,,,,,,,,,,,,,,,,,,
"CZK 7,000","CZK 3,000",731366,Studio,9/8/2022,30 m²,Fully furnished,1,,473.13,1927.82,412.01,2234.74,517.28,1651.24,435.03,1290.93,1025.58,581.62,Prague - Ruzyně,50.08148,14.31969,"CZK 5,000",Brick,,Very good,,A,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,000",641531,3+kk,2/1/2021,85 m²,Fully furnished,4,1.0,130.93,1007.1,37.48,465.02,115.5,445.04,247.78,438.88,274.05,99.72,"U Svobodárny, Prague - Libeň",50.105646,14.48901,"CZK 60,000",Prefab concrete,Up to 10 years,New-build,Personal,A,Distance,,1.0,1.0,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 55,000","CZK 12,000",600532,4+1,8/26/2022,165 m²,Partly,6,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.0756819,14.4085242,"CZK 60,000",Brick,Up to 10 years,Very good,Personal,G,Central,1.0,,,,,Interior,,,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 9,000",606435,3+1,9/12/2022,136 m²,Unfurnished,2,1.0,281.19,218.92,349.21,355.1,68.81,419.51,195.94,539.69,525.15,308.24,"Janáčkovo Nábřeží, Prague - Smíchov",50.075681,14.408523,"CZK 30,000",Brick,,Good,Personal,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 2,000",425445,Small studio,10/10/2022,22 m²,Fully furnished,1,,96.37,1112.27,342.53,720.59,185.54,791.77,490.82,465.42,674.92,179.97,"Na Jezerce, Prague - Nusle",50.0582532,14.44353,"CZK 14,000",Brick,Up to 10 years,Very good,Personal,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 7,300",708480,2 bedroom,11/1/2022,53 m²,Unfurnished,3,1.0,102.94,180.37,269.43,254.61,232.0,280.22,515.14,307.34,1413.59,372.74,"Súdánská, Prague - Vokovice",50.09793,14.3627,"CZK 25,000",Prefab concrete,,Very good,Personal,G,Distance,,1.0,,,,Complete,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",731205,Studio,11/1/2022,38 m²,Partly,8,1.0,406.29,744.63,290.7,539.71,319.88,734.62,509.68,1006.76,121.55,355.04,Prague - Strašnice,50.0802779,14.4893397,"CZK 47,000",Low-energy,,New-build,Personal,B,Central,1.0,1.0,1.0,1.0,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,000","CZK 4,000",731196,Studio,11/1/2022,50 m²,Fully furnished,1,1.0,203.59,507.92,184.04,131.46,104.78,320.04,818.18,896.49,475.93,304.76,Prague - Karlín,50.09559,14.45041,"CZK 32,000",Low-energy,Up to 10 years,New-build,,G,Electric boiler,1.0,,1.0,1.0,1.0,,,,,Luxurious,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,500",731189,3+kk,8/25/2022,74 m²,Fully furnished,3,1.0,229.91,1113.04,519.35,817.69,31.77,459.1,564.26,341.15,1210.19,261.87,Prague - Smíchov,50.07301,14.39351,"CZK 30,000",Brick,,Very good,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 9,900","CZK 5,000",704560,Small studio,2/1/2022,24 m²,Fully furnished,,1.0,208.09,1050.02,484.52,1141.14,41.87,1050.17,479.93,690.56,563.24,566.57,"Hornoměcholupská, Prague - Hostivař",50.0522,14.53259,"CZK 15,000",Brick,Up to 10 years,Very good,Personal,G,Distance,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,000",629291,Studio,9/1/2022,47 m²,Fully furnished,5,1.0,276.61,560.88,139.9,347.82,51.54,374.24,316.63,357.41,694.61,113.09,"Baranova, Prague - Žižkov",50.079706,14.45761,"CZK 30,000",Brick,Over 50 years,Very good,Cooperative,G,Distance,1.0,1.0,,,,Interior,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 3,500",730755,2+kk,8/22/2022,43 m²,Partly,4,,198.02,1003.12,215.83,1191.11,171.61,335.89,625.08,714.44,1142.37,275.55,Prague - Košíře,50.07016,14.38685,"CZK 14,900",Brick,,New-build,,G,Central,1.0,,,,,Complete,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 4,100",575066,2+kk,9/1/2022,39 m²,Partly,2,,294.15,1090.88,1361.47,2008.89,273.84,2133.53,1506.12,2642.51,2083.45,916.82,"Želetická, Prague - Sobín",50.0641756,14.27305515,"CZK 20,000",Brick,Up to 10 years,New-build,Personal,C,Gas boiler,,,1.0,,1.0,,,1.0,,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,500",483606,Studio,10/1/2022,42 m²,Partly,3,,59.17,832.58,69.81,317.47,265.17,136.69,236.43,732.66,112.87,308.78,Prague - Libeň,50.1080371,14.4724508,"CZK 19,500",Brick,,New-build,Personal,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
