Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,EPC,Condition,Building type,Terrace,Cellar,Balcony,New-build,Parking,Ownership,Heating,Designe,Garage,Age,Reconstruction,"You will rent this apartment for approximately CZK 18,038 CZK","You will rent this apartment for approximately CZK 20,978 CZK","You will rent this apartment for approximately CZK 13,021 CZK","You will rent this apartment for approximately CZK 14,785 CZK","You will rent this apartment for approximately CZK 15,067 CZK","You will rent this apartment for approximately CZK 19,842 CZK","You will rent this apartment for approximately CZK 16,685 CZK","You will rent this apartment for approximately CZK 26,628 CZK","You will rent this apartment for approximately CZK 15,484 CZK",Enclosed balcony,"You will rent this apartment for approximately CZK 13,555 CZK","You will rent this apartment for approximately CZK 11,653 CZK","You will rent this apartment for approximately CZK 14,502 CZK","You will rent this apartment for approximately CZK 16,168 CZK","You will rent this apartment for approximately CZK 19,295 CZK",Administrative fee,"You will rent this apartment for approximately CZK 19,219 CZK",Domácí mazlíčci vítáni,"You will rent this apartment for approximately CZK 22,478 CZK","You will rent this apartment for approximately CZK 11,958 CZK","You will rent this apartment for approximately CZK 16,710 CZK","You will rent this apartment for approximately CZK 14,973 CZK","You will rent this apartment for approximately CZK 10,802 CZK","You will rent this apartment for approximately CZK 13,881 CZK","You will rent this apartment for approximately CZK 17,882 CZK","You will rent this apartment for approximately CZK 16,430 CZK","You will rent this apartment for approximately CZK 16,433 CZK","You will rent this apartment for approximately CZK 13,310 CZK","You will rent this apartment for approximately CZK 16,917 CZK","You will rent this apartment for approximately CZK 18,373 CZK","You will rent this apartment for approximately CZK 12,389 CZK","You will rent this apartment for approximately CZK 12,342 CZK","You will rent this apartment for approximately CZK 18,271 CZK","You will rent this apartment for approximately CZK 25,924 CZK","You will rent this apartment for approximately CZK 15,979 CZK","You will rent this apartment for approximately CZK 10,688 CZK","You will rent this apartment for approximately CZK 20,472 CZK","You will rent this apartment for approximately CZK 14,704 CZK","You will rent this apartment for approximately CZK 14,436 CZK","You will rent this apartment for approximately CZK 13,970 CZK","You will rent this apartment for approximately CZK 20,023 CZK","You will rent this apartment for approximately CZK 14,724 CZK","You will rent this apartment for approximately CZK 18,643 CZK","You will rent this apartment for approximately CZK 19,743 CZK","You will rent this apartment for approximately CZK 11,793 CZK","You will rent this apartment for approximately CZK 14,967 CZK","You will rent this apartment for approximately CZK 21,299 CZK","You will rent this apartment for approximately CZK 10,879 CZK","You will rent this apartment for approximately CZK 15,662 CZK","You will rent this apartment for approximately CZK 15,864 CZK","You will rent this apartment for approximately CZK 10,343 CZK","You will rent this apartment for approximately CZK 23,918 CZK","You will rent this apartment for approximately CZK 20,140 CZK","You will rent this apartment for approximately CZK 16,221 CZK","You will rent this apartment for approximately CZK 13,251 CZK","You will rent this apartment for approximately CZK 17,653 CZK","You will rent this apartment for approximately CZK 21,704 CZK","You will rent this apartment for approximately CZK 16,003 CZK","You will rent this apartment for approximately CZK 16,196 CZK","You will rent this apartment for approximately CZK 17,219 CZK","You will rent this apartment for approximately CZK 11,412 CZK","You will rent this apartment for approximately CZK 15,137 CZK",Plot type,"You will rent this apartment for approximately CZK 15,092 CZK","You will rent this apartment for approximately CZK 12,236 CZK","You will rent this apartment for approximately CZK 15,029 CZK","You will rent this apartment for approximately CZK 15,119 CZK","You will rent this apartment for approximately CZK 13,665 CZK","You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 15,000","CZK 3,150",327299,Studio,8/31/2022,44 m²,Fully furnished,3,1.0,386.11,337.87,327.6,420.89,126.16,333.83,1007.3,712.74,535.42,295.41,"Mattioliho, Prague - Záběhlice",50.0527787,14.5150765,"CZK 20,000",C,Very good,Brick,,,1.0,1.0,,Personal,Central,Luxurious,,10 to 30 years,Interior,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 6,600",691271,3+kk,9/30/2022,75 m²,Fully furnished,3,1.0,203.17,1204.35,397.85,1051.32,518.69,1097.6,996.62,686.7,724.63,557.62,"U Staré cihelny, Prague - Žižkov",50.08634,14.48319,"CZK 40,000",B,New-build,Brick,,1.0,1.0,1.0,1.0,Personal,Central,,1.0,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
"CZK 35,000","CZK 7,500",726113,4+kk,7/17/2022,116 m²,Partly,3,1.0,213.16,1557.4,113.33,1597.38,167.25,156.32,725.71,314.88,1252.41,63.57,Prague - Hostivař,50.04466,14.51691,"CZK 70,000",C,Very good,Brick,,1.0,1.0,,1.0,Personal,Central,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000",728764,Studio,8/5/2022,82 m²,Fully furnished,2,1.0,166.76,694.81,55.67,243.87,46.46,228.56,428.25,860.22,357.81,495.77,Prague - Nové Město,50.08387,14.42349,"CZK 30,000",A,Very good,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 2,000",727894,2+kk,8/15/2022,48 m²,Fully furnished,3,,332.16,1254.98,633.39,1353.74,116.68,980.22,599.21,648.4,1031.63,492.97,Prague - Kobylisy,50.13567,14.47728,"CZK 10,000",G,Very good,Brick,,,,,1.0,,Electric boiler,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 3,800",728776,2+kk,8/14/2022,45 m²,Fully furnished,4,,239.27,613.24,226.59,701.74,305.81,228.21,419.76,1176.72,370.12,345.62,"U staré plynárny, Prague - Holešovice",50.10730138888,14.44518555555,"CZK 18,790",C,Very good,Brick,,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 18,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,990","CZK 2,836",728768,2+kk,8/14/2022,43 m²,Fully furnished,4,1.0,107.44,156.77,60.01,805.86,110.11,100.1,468.11,174.74,750.31,129.86,"Podjavorinské, Prague - Chodov",50.03165166666,14.51930527777,"CZK 17,826",C,Very good,Prefab concrete,,1.0,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 17,826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,500",690221,2 bedroom,9/1/2022,57 m²,Partly,1,,259.93,488.8,226.16,438.92,226.5,366.06,82.89,236.77,472.03,152.16,"Boučkova, Prague - Břevnov",50.08624,14.34766,"CZK 20,000",G,Very good,Prefab concrete,,,,,,Personal,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,900","CZK 5,000",726434,2 bedroom,7/19/2022,61 m²,Partly,4,,201.58,1053.15,693.11,1257.44,290.29,956.58,761.47,1370.07,215.61,162.54,Prague - Střešovice,50.09338,14.36867,"CZK 39,800",G,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177",728762,2 bedroom,8/13/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",D,Very good,Brick,,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 24,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,990","CZK 6,177",728763,2 bedroom,8/12/2022,67 m²,Fully furnished,2,,245.13,370.18,234.69,424.52,164.09,388.29,84.2,130.02,822.88,147.43,"Lvovská, Prague - Vršovice",50.06947277777,14.47482444444,"CZK 24,167",D,Very good,Brick,,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 24,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
"CZK 16,990","CZK 3,774",728759,2+kk,8/13/2022,53 m²,Unfurnished,5,1.0,470.4,1535.92,900.16,4153.14,589.79,876.87,1259.61,3402.64,1334.32,512.78,"Honzíkova, Prague - Dolní Měcholupy",50.06813972222,14.55724305555,"CZK 20,764",B,New-build,Brick,,,1.0,1.0,1.0,Cooperative,,,,,,,,,,,,,,,,,,,,,"CZK 20,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 2,630",728758,Studio,8/5/2022,32 m²,Partly,3,,447.53,1576.21,480.27,1471.64,559.49,1039.86,1323.51,1227.95,281.37,129.45,Prague - Vysočany,50.10835,14.51666,"CZK 30,000",B,New-build,Low-energy,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 79,000","CZK 20,000",714217,3+kk,7/1/2022,164 m²,Fully furnished,4,1.0,384.26,1775.9,682.53,228.18,659.39,778.18,602.6,888.16,165.88,617.77,"Ke Dvoru, Prague - Vokovice",50.09653,14.34031,"CZK 158,000",B,New-build,Other,1.0,1.0,,,1.0,Personal,Distance,Luxurious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,999","CZK 2,900",728750,Studio,8/8/2022,35 m²,Fully furnished,3,,136.17,533.73,148.82,399.01,113.9,218.9,246.18,258.55,606.75,369.32,Prague - Nové Město,50.07448,14.42355,"CZK 20,000",B,Very good,Low-energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",156031,Studio,,30 m²,Partly,2,,432.98,1498.76,401.42,727.27,413.92,405.83,625.37,247.22,1113.21,158.6,"Veleňská, Prague - Kobylisy",50.1279628,14.4474614,"CZK 12,500",,,Brick,,1.0,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,500",661437,Studio,5/2/2021,42 m²,Fully furnished,1,1.0,205.82,1571.02,95.85,1610.99,162.36,151.43,739.32,259.73,1200.79,118.49,"Bratislavská, Prague - Hostivař",50.04417,14.51701,"CZK 16,000",C,New-build,Brick,1.0,1.0,,1.0,,Personal,Central,Standard,,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,500",728729,Studio,8/5/2022,36 m²,Fully furnished,1,1.0,46.76,403.17,74.77,577.35,292.24,375.5,244.41,373.34,478.56,229.07,Prague - Žižkov,50.08685,14.46044,"CZK 18,000",B,Very good,Prefab concrete,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,500",646941,2+kk,8/8/2022,50 m²,Fully furnished,1,,182.31,438.4,637.48,1044.02,299.95,795.13,189.55,1052.5,1908.64,130.15,"Karlštejnská, Prague - Jinonice",50.053669,14.360115,"CZK 17,500",G,Very good,Brick,1.0,,,,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
"CZK 17,990","CZK 4,100",728727,2+kk,8/14/2022,83 m²,Partly,2,1.0,250.06,693.17,691.8,1211.8,224.6,494.43,319.29,416.06,396.06,249.26,"Slévačská, Prague - Hloubětín",50.10432916666,14.5516875,"CZK 22,090",C,Very good,Brick,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,"CZK 22,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 5,500",725046,2+kk,7/7/2022,54 m²,Fully furnished,3,1.0,441.44,971.43,309.93,421.2,237.01,684.16,649.78,685.27,724.98,724.25,Prague - Žižkov,50.0865,14.44125,"CZK 59,000",G,Very good,Brick,,,1.0,,,Personal,,Luxurious,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",728708,1 bedroom,9/1/2022,42 m²,Partly,7,,134.3,755.64,266.77,656.26,188.71,207.68,617.67,422.21,708.25,138.47,Prague - Střížkov,50.12726,14.49063,"CZK 14,000",E,Very good,Prefab concrete,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 5,000",723662,2+kk,8/15/2022,42 m²,Fully furnished,5,1.0,248.13,434.64,284.68,215.85,302,423.93,194.53,888.81,323.92,157.1,Prague - Podolí,50.05603,14.42064,"CZK 60,000",G,Very good,Brick,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",728673,2+kk,8/4/2022,49 m²,Fully furnished,1,,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,"CZK 20,000",D,Good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,000",582018,Small studio,9/1/2022,24 m²,Partly,1,1.0,148.38,1404.38,485.13,1153.32,418.99,1225.6,607.95,601.43,789.15,312.48,"Novovysočanská, Prague - Vysočany",50.098943,14.482781,"CZK 15,000",B,New-build,Brick,,,,1.0,,Personal,,Standard,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 3,252",148973,Small studio,7/29/2019,21 m²,Fully furnished,6,,230.32,622.92,352.39,319.38,165.2,526.49,276.11,387.62,117.26,136.39,"Kavkazská, Prague - Vršovice",50.0687087,14.4627672,"CZK 10,000",,Very good,Brick,,1.0,,,,Personal,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 4,000",728693,Small studio,8/5/2022,52 m²,Fully furnished,3,1.0,212.43,580.3,119.29,271.06,3.98,312.44,103.71,314.89,364.72,599.05,Prague - Nové Město,50.07965,14.41828,"CZK 14,000",F,Good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000",633764,1 bedroom,8/15/2022,35 m²,Fully furnished,4,1.0,232.27,203.21,126.29,239.03,97.11,273.19,212.96,655.15,592.36,431.9,"Dobrovského, Prague - Holešovice",50.098563,14.42336,"CZK 16,000",G,Very good,Brick,,,1.0,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000",728675,2+kk,8/20/2022,45 m²,Partly,2,,166.84,1124.88,512.9,1099.78,373.82,767.17,782.91,396.73,426.88,374.47,Prague - Řepy,50.07174,14.31355,"CZK 34,000",G,Very good,Brick,1.0,,,,1.0,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 6,500",543502,3+kk,10/1/2022,72 m²,Fully furnished,2,,559.42,605.35,547.71,2274.02,520.09,617.48,866.23,343.84,510.32,212.41,Prague - Hostivař,50.0535478,14.5459119,CZK 0,,,Brick,1.0,,,1.0,,Personal,Electric boiler,Standard,,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,500",728668,2+kk,8/15/2022,43 m²,Partly,3,1.0,310.63,631.87,309.5,660.54,351.9,652.71,441.26,469.32,755.87,334.09,Prague - Stodůlky,50.04593,14.3382,"CZK 20,000",D,Very good,Prefab concrete,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,000",728654,2+kk,8/4/2022,37 m²,Partly,5,1.0,130.23,228.42,196.87,295.55,93.99,142.28,102.1,369.46,850.68,813.96,Prague - Vinohrady,50.07405,14.43678,"CZK 30,000",D,New-build,Brick,,,,,,Personal,,Standard,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
"CZK 17,000",CZK 0,402921,3+kk,10/1/2022,54 m²,Fully furnished,3,1.0,247.36,515.78,221.66,299.32,254.93,257.21,279.28,240.38,577.58,319.4,"Křišťanova, Prague - Žižkov",50.0809713,14.4567301,"CZK 30,000",,Very good,Brick,,1.0,,,,Personal,,Standard,,Over 50 years,Exterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 3,000",716384,3+kk,8/15/2022,77 m²,Partly,7,1.0,333.31,299.19,45.56,214.52,54.5,38.78,271.42,790.21,190.1,583.95,"Opletalova, Prague - Nové Město",50.08123,14.42982,"CZK 31,500",G,Very good,Brick,,,1.0,,1.0,Personal,Distance,Luxurious,,Up to 10 years,Interior,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 580,728506,2+kk,8/8/2022,45 m²,Unfurnished,2,,121.02,777.48,120.99,49.0,67.18,267.64,598.88,628.11,573.57,170.69,Prague - Žižkov,50.08972,14.46562,"CZK 18,580",E,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,000","CZK 6,000",159773,4+1,9/30/2022,120 m²,Partly,1,,343.59,452.96,144.59,594.06,166.88,612.7,362.29,151.94,429.89,288.66,"Dvouletky, Prague - Strašnice",50.0757972,14.4972715,"CZK 60,000",G,,Brick,1.0,,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000",723622,2+kk,6/25/2022,58 m²,Partly,4,,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,"CZK 16,000",B,Very good,Brick,,1.0,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",727940,2+kk,7/30/2022,45 m²,Fully furnished,3,,114.32,581.53,119.07,594.22,82.72,221.25,275.26,934.18,327.75,203.11,Prague - Holešovice,50.10803,14.44562,"CZK 16,000",B,Very good,Brick,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 4,700",725322,2+kk,7/10/2022,43 m²,Fully furnished,2,1.0,372.24,595.96,363.77,889.08,667.91,825.75,526.91,608.99,598.11,44.36,Prague - Horní Měcholupy,50.04313,14.55293,"CZK 20,000",G,Very good,Prefab concrete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,500","CZK 1,520",724154,2 bedroom,6/29/2022,85 m²,Unfurnished,5,,199.84,767.47,137.73,530.27,184.47,573.51,355.34,582.91,358.08,301.7,Prague - Bubeneč,50.10102,14.40399,"CZK 85,000",G,Very good,Brick,,,,,,,,Luxurious,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 6,000",462223,3+kk,9/1/2022,106 m²,Fully furnished,8,1.0,212.08,812.91,162.18,1052.96,441.38,396.18,445.25,146.72,1065.71,247.83,"Otradovická, Prague - Kamýk",50.0198176,14.4448089,"CZK 33,000",B,New-build,Brick,1.0,,,1.0,,Personal,Central,Luxurious,1.0,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 6,200",728601,2+kk,8/4/2022,49 m²,Fully furnished,,1.0,256.09,324.61,321.24,184.29,150.85,240.09,204.71,707.1,885.92,358.49,Prague - Smíchov,50.07072,14.40005,"CZK 40,000",B,Very good,Other,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,900","CZK 5,300",671624,2+kk,9/15/2022,58 m²,Fully furnished,1,1.0,303.24,443.11,283.69,248.55,12.57,419.69,838.92,847.64,448.16,187.42,"Za Karlínským přístavem, Prague - Karlín",50.09595,14.44973,CZK 2,C,New-build,Brick,1.0,1.0,,1.0,1.0,Personal,Distance,Luxurious,1.0,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 36,000","CZK 2,500",728599,5+kk,9/1/2022,128 m²,Partly,4,1.0,133.05,507.09,327.51,284.65,298.02,505.65,154.19,398.3,448.92,430.94,Prague - Vršovice,50.07004,14.46424,"CZK 36,000",G,Very good,Brick,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,900","CZK 6,000",678797,3+1,10/1/2022,125 m²,Unfurnished,1,,255.12,543.77,284.2,875.47,414.06,626.79,238.52,210.13,363.1,153.05,Prague - Smíchov,50.06458,14.40079,"CZK 70,000",G,Good,Brick,,1.0,,,,Personal,Gas boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000",728526,2+kk,9/3/2022,45 m²,Partly,5,1.0,243.43,744.74,214.66,718.05,479.66,428.76,244.3,293.66,1079.08,172.13,Prague - Střížkov,50.12809,14.49535,"CZK 20,000",G,Very good,Prefab concrete,,,1.0,,,Personal,,Standard,,,Bathroom unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,700","CZK 3,000",728552,Studio,8/3/2022,30 m²,Partly,8,1.0,334.08,987.47,655.32,611.39,665.74,666.9,338.63,743.64,662.26,207.4,Prague - Stodůlky,50.04112,14.31989,"CZK 12,700",A,New-build,Low-energy,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,500","CZK 4,000",728268,3+kk,9/1/2022,67 m²,Partly,3,,216.74,697.52,163.81,257.36,169.1,273.67,247.77,532.32,346.64,239.01,Prague - Libeň,50.10707,14.47394,"CZK 40,000",G,Very good,Brick,,,,,,Personal,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 1,950",680750,Studio,9/1/2022,39 m²,Partly,2,,145.11,436.3,165.88,439.0,321.82,272.25,722.22,293.58,915.79,270.43,"Štěpařská, Prague - Hlubočepy",50.032279597498,14.373483870606,"CZK 15,000",C,New-build,Brick,,,,1.0,,Personal,Gas boiler,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 2,800",728539,Studio,8/3/2022,28 m²,Partly,2,1.0,103.22,403.92,67.39,92.6,28.55,192.76,417.92,492.45,282.45,519.38,Prague - Vinohrady,50.07646,14.43119,"CZK 20,000",G,Very good,Brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 3,500",216916,2+kk,6/8/2022,60 m²,Partly,4,,129.36,182.73,97.31,513.71,106.32,248.34,330.17,280.14,235.25,359.7,"Roháčova, Prague - Žižkov",50.0868140356,14.4540507614,"CZK 34,000",,,Brick,,,,,,Personal,Distance,Standard,,Up to 10 years,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,500","CZK 4,500",700407,Studio,8/4/2022,50 m²,Partly,2,1.0,130.64,1101.17,255.39,417.11,434.12,556.95,377.03,268.5,254.19,419.35,"Tupolevova, Prague - Letňany",50.13335,14.50671,"CZK 20,000",B,New-build,Prefab concrete,,,,,,Personal,Central,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,500","CZK 3,700",21659,1 bedroom,8/10/2022,40 m²,Partly,2,,190.65,1073.95,570.24,1203.78,161.87,822.5,433.92,568.51,1069.53,486.32,"Ďáblická, Prague - Kobylisy",50.134114156868,14.477190971421,"CZK 11,000",B,New-build,Brick,,,,1.0,1.0,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 5,300","CZK 3,050",489861,5+1,8/15/2022,130 m²,Fully furnished,3,1.0,41.95,728.74,87.69,946.03,24.42,269.92,640.36,446.52,819.81,648.78,"Braunova, Prague - Smíchov",50.0613794,14.4008498,"CZK 8,350",E,,Brick,,,,,,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
